Employee_ID,Survey_Date,Engagement_Score,Manager_Support_Score,Career_Growth_Score,Rewards_Score,Wellbeing_Score,Belonging_Score,eNPS_0_10,Anonymous_Comment
E02686,2025-06-30,67.8,47,89,68,91,48,7,No comment
E02686,2026-06-30,58.1,52,53,67,60,61,4,Workload is high
E02687,2025-06-30,64.4,50,58,41,87,85,7,Need clearer career path
E02687,2026-06-30,52.2,47,65,48,43,55,2,No comment
E02689,2025-06-30,59.4,50,73,74,43,57,10,Need clearer career path
E02689,2026-06-30,77.0,67,90,57,90,94,4,Good manager support
E02690,2025-06-30,73.5,79,94,43,67,77,10,Strong team culture
E02690,2026-06-30,75.9,91,82,80,52,52,6,Workload is high
E02691,2026-06-30,75.3,57,70,74,81,84,3,Strong team culture
E02692,2025-06-30,69.1,88,94,72,49,72,2,Need clearer career path
E02692,2026-06-30,54.9,49,44,66,50,77,8,No comment
E02693,2025-06-30,52.6,86,57,70,46,48,9,Need clearer career path
E02693,2026-06-30,51.6,66,59,43,72,58,9,Strong team culture
E02694,2025-06-30,72.0,80,81,46,56,84,4,Workload is high
E02694,2026-06-30,60.1,78,48,59,65,53,4,Need more learning opportunities
E02696,2025-06-30,63.5,71,67,79,50,73,8,Need more learning opportunities
E02696,2026-06-30,68.2,80,56,46,67,79,8,Workload is high
E02697,2025-06-30,66.7,57,62,40,82,55,0,Strong team culture
E02697,2026-06-30,65.5,53,89,58,86,46,3,Strong team culture
E02698,2025-06-30,52.6,61,43,73,49,54,2,Need clearer career path
E02698,2026-06-30,65.9,61,47,51,74,93,3,Good manager support
E02699,2025-06-30,79.7,90,59,64,90,79,7,Good manager support
E02700,2025-06-30,79.3,90,79,89,64,57,10,Compensation could improve
E02700,2026-06-30,74.7,60,65,86,77,63,3,Strong team culture
E02701,2025-06-30,77.6,86,86,47,55,93,1,Good manager support
E02701,2026-06-30,67.8,49,91,78,53,55,10,Good manager support
E02702,2025-06-30,73.2,93,75,75,90,46,8,Good manager support
E02702,2026-06-30,72.3,86,80,85,44,87,6,Happy with flexibility
E02703,2025-06-30,65.0,50,48,55,55,71,7,Strong team culture
E02703,2026-06-30,66.2,71,46,58,81,92,3,Compensation could improve
E02704,2025-06-30,73.2,91,87,53,66,47,7,No comment
E02704,2026-06-30,68.8,74,50,79,51,91,9,Strong team culture
E02705,2025-06-30,72.7,80,75,88,43,92,6,Compensation could improve
E02705,2026-06-30,50.9,57,46,75,46,62,0,Workload is high
E02706,2025-06-30,62.1,48,94,72,65,64,8,Need more learning opportunities
E02707,2025-06-30,63.3,62,70,67,57,50,6,Need more learning opportunities
E02707,2026-06-30,68.2,67,65,74,48,94,9,Compensation could improve
E02708,2025-06-30,60.3,49,71,55,90,47,10,Workload is high
E02708,2026-06-30,73.9,52,84,62,93,83,2,Strong team culture
E02709,2025-06-30,70.6,92,84,57,63,48,10,Need clearer career path
E02709,2026-06-30,73.7,62,71,86,82,76,2,Compensation could improve
E02711,2025-06-30,74.3,88,83,82,47,67,1,Need clearer career path
E02711,2026-06-30,66.1,46,75,62,94,56,5,Good manager support
E02712,2025-06-30,69.2,90,58,72,50,85,2,Compensation could improve
E02712,2026-06-30,63.2,93,54,40,80,63,0,Workload is high
E02713,2025-06-30,73.8,75,76,48,87,79,1,Good manager support
E02713,2026-06-30,66.4,74,41,69,87,63,0,Strong team culture
E02714,2025-06-30,62.1,61,41,45,49,90,8,Workload is high
E02715,2025-06-30,82.4,75,70,66,93,95,9,No comment
E02715,2026-06-30,69.0,54,95,73,57,71,10,Good manager support
E02716,2025-06-30,67.8,79,90,55,88,45,1,Need clearer career path
E02717,2026-06-30,75.8,46,95,59,89,61,4,Compensation could improve
E02718,2025-06-30,69.4,85,77,52,61,59,8,Need clearer career path
E02718,2026-06-30,67.0,83,45,63,92,51,9,Good manager support
E02719,2025-06-30,59.6,59,54,44,81,57,5,Good manager support
E02719,2026-06-30,73.1,53,42,89,77,83,9,Need more learning opportunities
E02720,2025-06-30,60.2,62,55,47,67,70,3,Strong team culture
E02720,2026-06-30,83.2,81,82,69,64,94,9,Good manager support
E02721,2025-06-30,69.8,73,49,82,82,66,1,Need clearer career path
E02721,2026-06-30,70.7,92,45,63,89,90,10,No comment
E02722,2025-06-30,75.3,65,61,88,67,86,2,Need clearer career path
E02722,2026-06-30,71.5,71,68,82,82,73,0,No comment
E02723,2025-06-30,56.8,56,58,39,76,53,0,Need clearer career path
E02723,2026-06-30,54.2,50,42,79,50,55,5,Compensation could improve
E02724,2025-06-30,81.8,81,79,77,85,65,6,Need clearer career path
E02724,2026-06-30,69.9,45,80,76,82,57,5,Workload is high
E02725,2025-06-30,66.1,94,67,72,74,46,0,Need more learning opportunities
E02725,2026-06-30,74.8,69,71,74,96,56,10,Need clearer career path
E02726,2025-06-30,69.4,55,58,74,86,75,1,No comment
E02726,2026-06-30,87.7,89,81,74,75,75,7,Workload is high
E02727,2026-06-30,58.3,86,40,47,57,58,2,No comment
E02728,2025-06-30,62.0,49,60,77,56,79,8,No comment
E02728,2026-06-30,60.6,69,71,84,58,60,5,Need more learning opportunities
E02729,2025-06-30,63.1,59,92,73,43,55,6,Compensation could improve
E02729,2026-06-30,68.0,53,46,57,83,87,1,Good manager support
E02730,2025-06-30,70.6,79,95,53,87,67,2,Happy with flexibility
E02730,2026-06-30,69.3,84,74,86,45,65,5,Happy with flexibility
E02732,2025-06-30,86.5,75,75,79,80,65,7,Need more learning opportunities
E02732,2026-06-30,80.4,88,89,47,51,91,6,Happy with flexibility
E02735,2025-06-30,74.0,88,80,90,60,76,2,Happy with flexibility
E02735,2026-06-30,57.8,45,68,41,75,58,0,Strong team culture
E02736,2025-06-30,46.9,57,43,61,47,61,8,Happy with flexibility
E02736,2026-06-30,65.6,75,80,78,52,62,1,Need more learning opportunities
E02737,2025-06-30,87.9,87,81,76,80,84,2,Need more learning opportunities
E02737,2026-06-30,64.6,62,53,69,62,51,0,Happy with flexibility
E02738,2025-06-30,55.5,46,68,61,51,57,1,Strong team culture
E02738,2026-06-30,68.5,78,42,80,63,73,9,Compensation could improve
E02739,2025-06-30,79.2,68,71,91,87,73,4,Need clearer career path
E02739,2026-06-30,60.7,63,56,60,76,50,5,No comment
E02740,2025-06-30,71.8,77,93,86,40,68,2,Need more learning opportunities
E02740,2026-06-30,87.9,88,74,88,86,88,4,Happy with flexibility
E02741,2026-06-30,59.2,50,79,45,69,58,10,No comment
E02742,2025-06-30,70.9,46,61,82,87,67,1,Strong team culture
E02742,2026-06-30,59.4,46,44,81,62,78,3,Workload is high
E02743,2025-06-30,66.7,51,56,84,83,63,5,Happy with flexibility
E02743,2026-06-30,69.1,90,47,66,76,86,6,Need more learning opportunities
E02744,2025-06-30,66.7,91,92,45,41,74,0,Happy with flexibility
E02744,2026-06-30,54.7,52,46,70,40,56,4,No comment
E02745,2025-06-30,73.0,48,69,62,73,87,3,Good manager support
E02745,2026-06-30,59.6,62,88,68,44,87,6,Compensation could improve
E02746,2025-06-30,73.8,86,69,68,58,96,0,No comment
E02746,2026-06-30,72.9,78,61,67,87,54,1,Workload is high
E02747,2025-06-30,71.7,76,55,46,95,95,7,Need clearer career path
E02747,2026-06-30,57.1,50,52,77,56,79,8,Strong team culture
E02748,2025-06-30,78.8,84,70,72,96,49,5,Good manager support
E02748,2026-06-30,66.4,72,52,71,67,57,3,Happy with flexibility
E02749,2025-06-30,71.4,83,79,83,50,79,3,Compensation could improve
E02749,2026-06-30,76.8,61,76,58,71,98,5,Workload is high
E02751,2025-06-30,61.9,72,54,65,67,46,3,Need more learning opportunities
E02751,2026-06-30,55.3,46,45,40,76,67,4,Need more learning opportunities
E02752,2026-06-30,68.6,77,58,75,71,89,6,Need more learning opportunities
E02753,2025-06-30,89.0,58,83,70,88,93,9,No comment
E02753,2026-06-30,78.3,81,76,59,95,77,8,Good manager support
E02754,2026-06-30,78.8,95,75,92,60,53,3,No comment
E02755,2025-06-30,65.3,57,64,39,86,92,5,Happy with flexibility
E02755,2026-06-30,63.9,80,63,62,62,70,6,Need more learning opportunities
E02756,2025-06-30,68.0,56,60,61,79,45,0,Strong team culture
E02756,2026-06-30,74.1,60,73,64,58,94,7,Compensation could improve
E02757,2026-06-30,73.0,71,91,53,47,81,0,Happy with flexibility
E02758,2025-06-30,61.9,54,69,52,77,61,0,Strong team culture
E02758,2026-06-30,50.1,83,53,50,41,59,5,Happy with flexibility
E02760,2025-06-30,61.7,68,58,50,41,93,8,Strong team culture
E02760,2026-06-30,73.3,86,85,62,46,57,2,Compensation could improve
E02762,2025-06-30,66.7,55,74,90,49,70,10,Compensation could improve
E02763,2025-06-30,66.8,49,85,56,55,53,3,Need clearer career path
E02763,2026-06-30,69.0,62,93,79,48,70,9,Need more learning opportunities
E02764,2025-06-30,61.8,78,54,74,83,54,0,Happy with flexibility
E02764,2026-06-30,56.7,46,59,51,55,63,10,Good manager support
E02765,2025-06-30,72.4,63,93,48,66,84,0,Need clearer career path
E02765,2026-06-30,70.0,95,47,72,61,68,5,No comment
E02766,2025-06-30,65.7,50,70,80,58,79,9,Good manager support
E02766,2026-06-30,63.7,76,64,55,87,47,4,Need more learning opportunities
E02767,2025-06-30,78.4,84,80,76,44,95,7,Strong team culture
E02767,2026-06-30,80.5,89,95,63,80,62,2,Strong team culture
E02769,2025-06-30,69.9,90,76,38,79,59,5,Good manager support
E02769,2026-06-30,66.6,61,76,40,69,83,4,Need clearer career path
E02770,2025-06-30,73.9,70,78,59,67,71,10,Strong team culture
E02770,2026-06-30,63.7,47,81,58,44,70,6,Need more learning opportunities
E02771,2025-06-30,79.0,72,42,89,90,61,10,Need clearer career path
E02771,2026-06-30,66.0,93,78,55,49,60,1,Happy with flexibility
E02772,2025-06-30,71.4,63,95,83,58,69,8,No comment
E02772,2026-06-30,78.9,81,94,39,84,75,5,Workload is high
E02773,2025-06-30,77.0,76,90,79,57,91,8,No comment
E02773,2026-06-30,52.6,50,44,42,57,47,5,No comment
E02774,2025-06-30,69.8,93,88,58,61,47,1,Workload is high
E02774,2026-06-30,70.1,57,79,89,79,57,6,Need more learning opportunities
E02775,2025-06-30,61.7,61,59,73,59,53,7,Strong team culture
E02775,2026-06-30,74.7,72,85,65,78,68,1,Strong team culture
E02777,2025-06-30,63.3,88,59,40,83,70,0,Need more learning opportunities
E02777,2026-06-30,63.9,46,60,64,82,73,8,Workload is high
E02778,2025-06-30,62.6,64,77,53,48,98,2,Good manager support
E02778,2026-06-30,75.1,83,82,84,76,88,10,Workload is high
E02779,2025-06-30,72.6,65,68,68,84,65,10,Happy with flexibility
E02779,2026-06-30,63.7,69,90,42,65,88,9,Compensation could improve
E02780,2025-06-30,71.8,80,85,82,44,69,2,Need clearer career path
E02780,2026-06-30,79.7,90,62,91,94,80,8,No comment
E02782,2025-06-30,82.6,76,75,73,73,83,2,Workload is high
E02782,2026-06-30,66.5,48,62,63,85,69,3,Happy with flexibility
E02784,2025-06-30,69.4,67,73,53,89,48,6,Compensation could improve
E02784,2026-06-30,80.1,74,93,85,63,89,7,Happy with flexibility
E02785,2025-06-30,68.4,71,56,84,71,57,8,No comment
E02785,2026-06-30,70.8,82,67,50,51,90,8,Need clearer career path
E02786,2025-06-30,66.5,80,42,69,79,65,4,Happy with flexibility
E02786,2026-06-30,68.8,80,60,38,92,75,9,Compensation could improve
E02787,2025-06-30,66.8,79,41,80,86,49,3,No comment
E02787,2026-06-30,76.7,46,86,78,53,88,6,Need more learning opportunities
E02788,2026-06-30,52.3,60,47,51,46,74,9,Need more learning opportunities
E02789,2025-06-30,69.2,81,59,90,72,53,7,Good manager support
E02789,2026-06-30,63.9,72,82,42,61,51,2,Compensation could improve
E02791,2025-06-30,67.7,57,86,48,66,79,6,Workload is high
E02791,2026-06-30,86.4,75,66,78,96,86,1,Compensation could improve
E02792,2025-06-30,58.1,72,70,40,76,76,4,Need clearer career path
E02792,2026-06-30,68.8,55,71,54,76,88,1,Strong team culture
E02793,2025-06-30,67.3,81,84,89,91,50,8,Need more learning opportunities
E02793,2026-06-30,58.5,67,56,57,43,49,6,Strong team culture
E02794,2025-06-30,74.5,49,80,80,75,65,7,Happy with flexibility
E02794,2026-06-30,65.1,51,84,58,69,58,8,No comment
E02795,2025-06-30,70.2,91,62,81,48,53,1,Strong team culture
E02795,2026-06-30,64.0,82,66,40,43,87,6,Happy with flexibility
E02796,2025-06-30,64.3,87,61,82,67,53,9,Strong team culture
E02796,2026-06-30,69.9,67,67,39,69,79,1,Need clearer career path
E02797,2025-06-30,67.8,74,82,58,87,66,7,Need more learning opportunities
E02799,2025-06-30,63.8,51,65,77,57,48,5,Happy with flexibility
E02799,2026-06-30,78.6,79,84,81,47,85,8,No comment
E02800,2025-06-30,81.6,92,95,56,84,96,5,Need clearer career path
E02800,2026-06-30,69.7,74,69,49,82,84,0,Workload is high
E02801,2025-06-30,64.7,57,74,72,69,50,5,Workload is high
E02801,2026-06-30,63.4,82,47,58,76,72,9,Need more learning opportunities
E02802,2025-06-30,79.8,82,86,56,83,68,2,Strong team culture
E02802,2026-06-30,71.5,48,45,87,95,63,6,Strong team culture
E02803,2025-06-30,57.7,59,41,50,94,72,1,Good manager support
E02803,2026-06-30,73.2,51,68,53,88,83,2,Compensation could improve
E02804,2025-06-30,66.0,52,63,64,44,91,2,Compensation could improve
E02805,2025-06-30,55.1,45,51,63,71,51,3,No comment
E02805,2026-06-30,74.3,70,54,66,95,87,1,No comment
E02806,2025-06-30,64.1,86,94,68,55,70,9,Happy with flexibility
E02806,2026-06-30,60.5,54,94,57,48,75,5,No comment
E02807,2025-06-30,71.4,63,93,85,60,72,8,Workload is high
E02807,2026-06-30,70.6,71,95,40,53,82,4,Need more learning opportunities
E02808,2025-06-30,73.1,58,64,78,86,81,7,Need more learning opportunities
E02808,2026-06-30,51.9,48,64,65,40,48,6,Workload is high
E02809,2025-06-30,67.4,50,50,53,79,95,3,Strong team culture
E02809,2026-06-30,69.7,82,64,86,51,61,0,No comment
E02811,2025-06-30,59.3,79,44,47,81,93,1,Need clearer career path
E02811,2026-06-30,53.8,83,40,46,48,74,7,No comment
E02813,2025-06-30,60.4,60,62,57,61,78,9,Strong team culture
E02813,2026-06-30,80.6,65,92,75,91,73,2,No comment
E02814,2026-06-30,76.8,49,56,88,75,81,9,Need more learning opportunities
E02815,2026-06-30,52.8,53,44,69,55,61,7,Strong team culture
E02816,2025-06-30,71.2,59,64,75,94,72,1,Compensation could improve
E02816,2026-06-30,69.6,64,94,61,89,57,4,Good manager support
E02817,2025-06-30,68.0,57,91,75,61,77,4,Workload is high
E02817,2026-06-30,62.9,49,79,53,43,78,0,Good manager support
E02818,2025-06-30,75.0,58,83,76,64,57,1,Need clearer career path
E02818,2026-06-30,85.7,85,75,85,84,88,0,Need more learning opportunities
E02819,2025-06-30,77.9,56,85,77,80,61,7,Compensation could improve
E02819,2026-06-30,70.8,69,43,75,84,56,6,Workload is high
E02820,2025-06-30,75.6,76,85,39,89,80,7,Compensation could improve
E02821,2025-06-30,73.9,88,79,52,47,71,6,Compensation could improve
E02821,2026-06-30,52.0,62,42,50,57,60,4,Need clearer career path
E02822,2025-06-30,81.2,95,54,80,94,74,9,Good manager support
E02822,2026-06-30,66.3,74,41,64,88,69,10,Strong team culture
E02823,2025-06-30,69.8,84,94,43,73,63,9,No comment
E02823,2026-06-30,80.2,63,77,80,70,95,4,Strong team culture
E02824,2025-06-30,76.0,83,87,60,66,71,1,Happy with flexibility
E02824,2026-06-30,61.1,78,62,45,54,69,5,Good manager support
E02825,2025-06-30,63.0,86,42,66,66,66,0,Need clearer career path
E02825,2026-06-30,62.8,87,45,68,43,74,0,Need more learning opportunities
E02826,2025-06-30,73.2,85,45,51,80,94,6,No comment
E02826,2026-06-30,69.5,55,67,86,80,50,8,No comment
E02827,2025-06-30,57.2,56,91,44,58,54,7,Good manager support
E02827,2026-06-30,72.4,66,68,57,81,94,4,Happy with flexibility
E02828,2025-06-30,64.2,64,59,49,83,59,2,Happy with flexibility
E02828,2026-06-30,87.4,70,78,79,90,91,4,Need more learning opportunities
E02829,2025-06-30,47.7,56,46,47,54,57,7,Happy with flexibility
E02829,2026-06-30,63.3,75,50,52,88,65,5,Need clearer career path
E02831,2025-06-30,55.5,79,50,41,63,67,4,Need more learning opportunities
E02831,2026-06-30,65.6,52,93,81,46,75,8,Need clearer career path
E02832,2025-06-30,49.9,61,70,44,42,55,2,Workload is high
E02832,2026-06-30,75.0,76,85,91,72,95,7,No comment
E02833,2026-06-30,67.6,79,80,62,57,68,2,Need clearer career path
E02834,2025-06-30,65.9,92,57,46,89,58,7,No comment
E02834,2026-06-30,67.3,69,80,79,69,52,2,No comment
E02835,2026-06-30,66.2,62,73,54,41,85,8,Happy with flexibility
E02836,2025-06-30,79.2,57,90,89,85,92,7,Need more learning opportunities
E02836,2026-06-30,62.9,71,86,49,81,50,2,Happy with flexibility
E02837,2025-06-30,58.8,67,78,46,55,60,6,Happy with flexibility
E02837,2026-06-30,69.1,83,52,63,74,71,7,Need more learning opportunities
E02838,2025-06-30,54.5,45,43,40,60,74,7,Compensation could improve
E02838,2026-06-30,72.1,88,92,56,45,78,9,Need more learning opportunities
E02839,2025-06-30,76.6,94,63,73,57,85,3,Strong team culture
E02839,2026-06-30,69.1,67,82,72,66,71,5,Need clearer career path
E02840,2025-06-30,72.7,76,72,89,79,61,8,Good manager support
E02840,2026-06-30,73.6,93,61,91,60,54,4,Happy with flexibility
E02841,2025-06-30,60.7,67,71,51,43,50,6,No comment
E02841,2026-06-30,74.3,94,53,39,52,98,5,No comment
E02842,2025-06-30,69.0,85,90,57,41,72,5,No comment
E02842,2026-06-30,61.0,72,67,53,43,47,4,Need clearer career path
E02843,2025-06-30,73.2,75,64,73,64,78,5,Need clearer career path
E02843,2026-06-30,78.6,84,74,84,67,75,2,Workload is high
E02845,2025-06-30,84.9,70,75,85,94,50,6,Happy with flexibility
E02845,2026-06-30,58.7,45,85,66,40,70,6,Compensation could improve
E02847,2025-06-30,64.8,89,75,41,50,67,8,Workload is high
E02847,2026-06-30,73.1,65,85,90,76,62,8,Need more learning opportunities
E02848,2025-06-30,59.4,59,40,45,61,78,5,Need more learning opportunities
E02848,2026-06-30,60.1,58,55,81,52,64,3,Compensation could improve
E02849,2025-06-30,70.5,76,47,90,50,98,10,Workload is high
E02849,2026-06-30,70.7,86,68,66,93,53,4,Need more learning opportunities
E02850,2025-06-30,66.8,92,43,47,89,69,7,Compensation could improve
E02850,2026-06-30,71.5,59,43,72,86,62,6,Happy with flexibility
E02851,2025-06-30,72.4,68,82,72,51,97,10,Workload is high
E02851,2026-06-30,64.3,53,90,69,45,89,9,Compensation could improve
E02852,2025-06-30,59.2,90,53,45,60,51,10,Compensation could improve
E02852,2026-06-30,69.9,62,72,49,81,85,9,Workload is high
E02853,2025-06-30,76.2,78,93,76,49,93,5,Compensation could improve
E02853,2026-06-30,61.1,70,67,57,42,68,4,Strong team culture
E02854,2025-06-30,67.4,82,87,62,46,45,0,Compensation could improve
E02854,2026-06-30,73.6,81,90,56,74,87,8,Good manager support
E02855,2025-06-30,53.5,67,57,51,62,72,3,Compensation could improve
E02855,2026-06-30,74.2,65,51,86,93,55,6,No comment
E02856,2025-06-30,69.0,48,64,63,65,95,8,Good manager support
E02856,2026-06-30,49.3,85,40,44,43,79,8,Compensation could improve
E02859,2025-06-30,61.4,56,92,42,68,50,5,No comment
E02859,2026-06-30,64.8,90,87,60,65,59,9,Compensation could improve
E02860,2025-06-30,62.2,70,47,63,76,73,2,Need more learning opportunities
E02860,2026-06-30,72.5,89,54,74,64,90,3,Strong team culture
E02861,2025-06-30,51.0,47,46,65,43,57,10,Workload is high
E02861,2026-06-30,84.0,95,73,47,96,79,9,No comment
E02862,2025-06-30,64.5,74,63,44,77,77,5,Strong team culture
E02862,2026-06-30,55.5,56,72,39,71,70,0,Strong team culture
E02863,2025-06-30,61.8,49,44,45,89,67,7,Good manager support
E02863,2026-06-30,74.4,95,60,72,40,97,7,Need clearer career path
E02864,2025-06-30,65.0,63,90,76,44,58,1,Strong team culture
E02864,2026-06-30,68.1,80,79,62,58,89,3,Good manager support
E02865,2025-06-30,73.8,87,72,80,81,62,9,Need clearer career path
E02865,2026-06-30,74.4,84,76,90,60,77,9,Compensation could improve
E02866,2025-06-30,69.1,52,76,77,57,87,1,Need clearer career path
E02866,2026-06-30,49.3,46,41,44,58,62,0,Workload is high
E02868,2025-06-30,72.1,61,92,47,81,74,6,Strong team culture
E02868,2026-06-30,79.4,54,95,40,83,98,9,Need clearer career path
E02869,2025-06-30,73.1,58,61,91,59,64,2,Need clearer career path
E02869,2026-06-30,86.2,79,83,92,67,83,7,Strong team culture
E02870,2025-06-30,52.3,45,63,44,96,46,0,Need clearer career path
E02870,2026-06-30,69.6,78,81,40,80,79,2,Need more learning opportunities
E02871,2025-06-30,80.7,86,92,85,57,94,6,Good manager support
E02871,2026-06-30,83.3,86,71,89,56,70,9,Strong team culture
E02872,2025-06-30,68.3,47,95,59,68,68,3,Need more learning opportunities
E02872,2026-06-30,79.6,83,84,80,66,69,9,Need clearer career path
E02873,2025-06-30,80.2,87,77,54,96,56,6,Need more learning opportunities
E02873,2026-06-30,72.5,51,79,38,96,94,5,Happy with flexibility
E02874,2025-06-30,84.1,95,89,81,54,91,4,Need clearer career path
E02874,2026-06-30,71.4,86,41,78,92,84,3,No comment
E02875,2025-06-30,66.8,46,81,81,53,69,1,Workload is high
E02875,2026-06-30,85.2,59,95,86,84,96,8,Workload is high
E02876,2026-06-30,62.7,45,83,70,55,50,2,Need clearer career path
E02877,2026-06-30,59.1,64,56,41,54,58,8,Good manager support
E02878,2026-06-30,77.3,93,73,64,86,94,5,No comment
E02879,2025-06-30,80.1,86,54,76,85,84,3,Compensation could improve
E02879,2026-06-30,73.5,82,44,58,96,64,10,Workload is high
E02881,2025-06-30,79.5,72,47,86,96,68,4,Need clearer career path
E02881,2026-06-30,74.6,55,86,39,91,93,6,No comment
E02882,2025-06-30,66.0,48,90,51,58,92,2,Compensation could improve
E02882,2026-06-30,76.2,92,61,69,65,67,9,Good manager support
E02883,2026-06-30,69.2,58,90,67,45,49,4,Need clearer career path
E02884,2025-06-30,71.9,88,87,75,51,48,10,Strong team culture
E02884,2026-06-30,61.8,62,74,57,81,70,8,No comment
E02885,2025-06-30,78.3,92,68,63,62,89,0,Need more learning opportunities
E02885,2026-06-30,79.3,60,83,65,78,61,4,Compensation could improve
E02886,2025-06-30,68.9,65,61,78,45,95,10,Good manager support
E02886,2026-06-30,65.8,85,67,74,53,47,1,Good manager support
E02887,2025-06-30,66.4,45,43,56,67,98,5,No comment
E02887,2026-06-30,78.4,89,75,78,87,51,5,Happy with flexibility
E02889,2025-06-30,61.0,59,64,50,81,57,2,Good manager support
E02889,2026-06-30,56.9,59,41,73,56,65,2,No comment
E02890,2025-06-30,63.3,61,59,69,96,62,6,Strong team culture
E02890,2026-06-30,64.6,57,93,51,54,47,6,Good manager support
E02892,2025-06-30,47.6,59,49,51,41,48,6,Strong team culture
E02892,2026-06-30,58.0,48,84,46,43,73,3,Good manager support
E02893,2025-06-30,67.4,51,92,51,70,81,4,Compensation could improve
E02893,2026-06-30,58.2,53,42,66,59,59,9,Good manager support
E02894,2026-06-30,59.9,75,46,59,88,52,3,Strong team culture
E02895,2025-06-30,58.2,54,61,76,51,82,7,No comment
E02895,2026-06-30,78.1,76,89,53,43,84,7,No comment
E02896,2025-06-30,76.7,59,77,85,94,83,8,Compensation could improve
E02896,2026-06-30,74.4,51,51,86,78,90,3,Workload is high
E02897,2025-06-30,67.7,60,74,47,73,87,9,No comment
E02897,2026-06-30,60.4,88,84,48,49,54,3,Compensation could improve
E02898,2025-06-30,61.6,54,46,86,81,58,4,Workload is high
E02899,2025-06-30,83.5,95,61,85,87,89,6,Good manager support
E02899,2026-06-30,65.8,85,90,48,43,75,7,Need clearer career path
E02900,2025-06-30,69.8,83,80,50,46,95,4,Strong team culture
E02900,2026-06-30,82.5,70,81,62,95,93,8,Need more learning opportunities
E02901,2025-06-30,66.0,79,90,41,89,71,4,Happy with flexibility
E02901,2026-06-30,61.4,81,71,70,47,60,4,Happy with flexibility
E02902,2025-06-30,77.1,59,75,41,96,94,4,No comment
E02902,2026-06-30,64.0,91,55,76,64,69,10,Compensation could improve
E02903,2025-06-30,75.2,92,52,89,72,63,8,No comment
E02903,2026-06-30,64.3,87,48,55,56,70,5,Workload is high
E02904,2025-06-30,63.8,76,88,39,45,72,0,Good manager support
E02904,2026-06-30,57.2,63,72,64,46,60,0,Need more learning opportunities
E02905,2025-06-30,60.7,69,72,81,49,46,4,No comment
E02905,2026-06-30,53.5,63,55,51,51,57,10,Happy with flexibility
E02906,2025-06-30,55.7,69,55,47,58,66,2,No comment
E02906,2026-06-30,60.2,69,52,78,42,68,10,Need clearer career path
E02907,2025-06-30,68.8,65,56,91,63,89,0,Need clearer career path
E02907,2026-06-30,73.9,80,83,81,56,70,10,Workload is high
E02908,2025-06-30,71.9,94,76,45,68,75,8,Compensation could improve
E02908,2026-06-30,65.9,45,48,88,96,54,9,Compensation could improve
E02910,2025-06-30,70.1,61,91,68,87,49,9,Need clearer career path
E02910,2026-06-30,59.1,63,60,63,53,78,7,Compensation could improve
E02911,2025-06-30,49.4,53,40,40,43,65,3,Good manager support
E02911,2026-06-30,86.1,76,95,92,87,71,8,No comment
E02912,2026-06-30,66.3,72,53,48,42,90,5,Strong team culture
E02913,2025-06-30,68.9,74,89,45,69,69,6,Strong team culture
E02913,2026-06-30,75.1,91,83,81,93,56,3,Workload is high
E02914,2025-06-30,67.1,88,50,73,89,55,2,Happy with flexibility
E02914,2026-06-30,75.1,91,50,69,70,78,2,Strong team culture
E02915,2025-06-30,66.2,56,89,41,48,78,2,Happy with flexibility
E02915,2026-06-30,67.2,50,91,67,43,83,8,Need more learning opportunities
E02916,2025-06-30,74.1,57,89,40,92,84,4,Good manager support
E02916,2026-06-30,62.5,57,62,70,43,77,2,Happy with flexibility
E02917,2025-06-30,76.5,92,74,40,86,74,8,Strong team culture
E02917,2026-06-30,62.3,46,46,60,70,66,7,Happy with flexibility
E02920,2025-06-30,62.0,94,71,64,47,45,2,Happy with flexibility
E02920,2026-06-30,68.5,51,95,41,65,93,10,Workload is high
E02921,2025-06-30,66.3,47,82,48,95,49,9,Strong team culture
E02921,2026-06-30,66.1,73,52,80,42,56,8,Need more learning opportunities
E02922,2025-06-30,72.6,87,70,66,41,52,4,Happy with flexibility
E02922,2026-06-30,59.6,54,59,61,67,45,5,Need clearer career path
E02923,2025-06-30,78.9,87,87,87,58,77,5,Compensation could improve
E02923,2026-06-30,56.5,55,51,66,41,84,9,Compensation could improve
E02924,2025-06-30,76.1,87,85,43,64,80,6,Good manager support
E02924,2026-06-30,64.7,52,66,44,74,88,10,Good manager support
E02925,2025-06-30,61.7,62,45,58,78,57,6,No comment
E02925,2026-06-30,62.6,59,62,63,58,86,9,Good manager support
E02926,2025-06-30,73.3,65,83,88,52,64,9,Compensation could improve
E02926,2026-06-30,69.2,58,93,41,84,83,9,No comment
E02928,2025-06-30,65.7,57,68,84,66,58,0,Need clearer career path
E02928,2026-06-30,56.8,53,51,55,43,77,8,Strong team culture
E02929,2026-06-30,66.3,63,42,90,71,80,0,Workload is high
E02930,2025-06-30,50.4,46,62,57,41,52,3,Good manager support
E02930,2026-06-30,71.0,89,81,47,88,74,10,Compensation could improve
E02931,2025-06-30,64.6,51,58,53,82,74,2,No comment
E02931,2026-06-30,73.3,62,70,80,85,58,6,Workload is high
E02932,2026-06-30,58.9,68,59,76,72,55,10,No comment
E02933,2025-06-30,57.8,62,55,44,81,55,4,Strong team culture
E02933,2026-06-30,72.3,74,40,84,73,70,7,Compensation could improve
