Employee_ID,Exit_Date,Voluntary_Flag,Primary_Exit_Reason,Exit_Interview_Satisfaction_1_5,Manager_Relationship_1_5,Would_Rejoin,Regrettable_Attrition,Destination
E04888,2023-11-03,Yes,Relocation,4,2,No,No,Higher Education
E04891,2025-02-09,No,Performance,4,3,Yes,No,Unknown
E04893,2026-08-29,Yes,Manager,2,1,No,No,Startup
E04894,2026-03-31,Yes,Work-Life Balance,2,3,Yes,Yes,Career Break
E04909,2025-03-23,Yes,Better Opportunity,3,5,No,Yes,Startup
E04911,2026-04-27,Yes,Work-Life Balance,5,2,Yes,Yes,Career Break
E04914,2023-07-01,Yes,Compensation,1,5,Yes,No,Career Break
E04921,2026-02-21,Yes,Better Opportunity,1,1,Yes,Yes,Competitor
E04922,2020-01-30,Yes,Better Opportunity,3,2,No,Yes,Higher Education
E04939,2026-06-21,Yes,Compensation,5,2,No,Yes,Competitor
E04943,2020-12-09,Yes,Better Opportunity,4,2,Yes,No,Unknown
E04945,2024-09-12,Yes,Career Growth,2,1,No,Yes,Competitor
E04946,2023-01-16,Yes,Relocation,5,1,No,Yes,Higher Education
E04953,2025-11-28,Yes,Better Opportunity,3,1,No,No,Startup
E04961,2023-06-01,Yes,Better Opportunity,5,3,Yes,No,Higher Education
E04969,2024-01-18,Yes,Compensation,5,4,Yes,Yes,Competitor
E04974,2023-03-30,Yes,Manager,1,1,Yes,Yes,Unknown
E04978,2025-07-18,Yes,Better Opportunity,2,5,No,Yes,Startup
E04980,2022-06-28,Yes,Relocation,3,3,Yes,No,Unknown
E04994,2021-10-27,No,Performance,4,5,Yes,No,Unknown
E04995,2023-08-03,Yes,Manager,5,1,Yes,Yes,Startup
