Month,Employee_ID,Department,Location,Scheduled_Days,Present_Days,Paid_Leave_Days,Sick_Leave_Days,Unpaid_Leave_Days,Absent_Days,WFH_Days,Overtime_Hours,Late_Arrivals
2025-10-01,E03201,Supply Chain,Hyderabad,22,20,2,0,0,0,0,19.0,2
2025-11-01,E03201,Supply Chain,Hyderabad,21,18,1,0,2,2,1,13.0,2
2025-12-01,E03201,Supply Chain,Hyderabad,23,23,0,0,0,0,2,11.0,3
2026-01-01,E03201,Supply Chain,Hyderabad,20,16,3,1,0,1,0,13.2,3
2026-02-01,E03201,Supply Chain,Hyderabad,22,19,3,0,0,0,0,9.5,2
2026-03-01,E03201,Supply Chain,Hyderabad,21,18,2,1,0,1,0,5.8,2
2026-04-01,E03201,Supply Chain,Hyderabad,21,17,3,0,1,1,0,5.0,0
2026-05-01,E03201,Supply Chain,Hyderabad,21,19,1,0,1,1,1,10.9,0
2026-06-01,E03201,Supply Chain,Hyderabad,22,21,1,0,0,0,1,1.7,3
2026-07-01,E03201,Supply Chain,Hyderabad,22,20,2,0,0,0,0,1.6,0
2026-08-01,E03201,Supply Chain,Hyderabad,20,17,2,1,0,1,2,3.8,1
2024-09-01,E03202,Sales,Hyderabad,22,22,0,0,0,0,2,14.1,0
2024-10-01,E03202,Sales,Hyderabad,21,19,2,0,0,0,5,0.0,0
2024-11-01,E03202,Sales,Hyderabad,23,22,1,0,0,0,3,8.1,2
2024-12-01,E03202,Sales,Hyderabad,20,19,1,0,0,0,1,18.5,2
2025-01-01,E03202,Sales,Hyderabad,22,22,0,0,0,0,11,2.7,0
2025-02-01,E03202,Sales,Hyderabad,20,19,1,0,0,0,5,14.2,1
2025-03-01,E03202,Sales,Hyderabad,22,19,3,0,0,0,5,9.7,0
2025-04-01,E03202,Sales,Hyderabad,23,19,4,0,0,0,2,16.9,3
2025-05-01,E03202,Sales,Hyderabad,21,21,0,0,0,0,4,7.6,2
2025-06-01,E03202,Sales,Hyderabad,22,22,0,0,0,0,0,3.7,3
2025-07-01,E03202,Sales,Hyderabad,20,19,1,0,0,0,10,1.7,2
2025-08-01,E03202,Sales,Hyderabad,21,18,3,0,0,0,1,3.3,3
2025-09-01,E03202,Sales,Hyderabad,23,18,3,2,0,2,6,6.1,3
2025-10-01,E03202,Sales,Hyderabad,20,20,0,0,0,0,7,8.4,0
2025-11-01,E03202,Sales,Hyderabad,23,21,1,1,0,1,7,2.8,1
2025-12-01,E03202,Sales,Hyderabad,23,19,4,0,0,0,4,10.5,0
2026-01-01,E03202,Sales,Hyderabad,20,20,0,0,0,0,6,14.7,2
2026-02-01,E03202,Sales,Hyderabad,23,19,3,1,0,1,6,6.7,3
2026-03-01,E03202,Sales,Hyderabad,22,20,2,0,0,0,2,0.0,1
2026-04-01,E03202,Sales,Hyderabad,22,22,0,0,0,0,7,0.0,1
2026-05-01,E03202,Sales,Hyderabad,23,21,2,0,0,0,7,13.5,0
2026-06-01,E03202,Sales,Hyderabad,21,20,1,0,0,0,1,9.5,1
2026-07-01,E03202,Sales,Hyderabad,20,20,0,0,0,0,4,7.5,1
2026-08-01,E03202,Sales,Hyderabad,20,20,0,0,0,0,2,12.5,1
2024-09-01,E03203,Supply Chain,Hyderabad,23,21,2,0,0,0,11,13.2,3
2024-10-01,E03203,Supply Chain,Hyderabad,21,18,3,0,0,0,0,6.4,3
2024-11-01,E03203,Supply Chain,Hyderabad,23,19,3,1,0,1,11,15.0,2
2024-12-01,E03203,Supply Chain,Hyderabad,21,18,3,0,0,0,7,5.1,2
2025-01-01,E03203,Supply Chain,Hyderabad,23,16,3,1,3,4,9,7.0,1
2025-02-01,E03203,Supply Chain,Hyderabad,22,21,0,1,0,1,11,0.0,1
2025-03-01,E03203,Supply Chain,Hyderabad,22,20,2,0,0,0,1,0.0,3
2025-04-01,E03203,Supply Chain,Hyderabad,22,20,2,0,0,0,0,5.0,2
2025-05-01,E03203,Supply Chain,Hyderabad,21,17,4,0,0,0,12,8.9,1
2025-06-01,E03203,Supply Chain,Hyderabad,20,20,0,0,0,0,6,1.4,2
2025-07-01,E03203,Supply Chain,Hyderabad,23,22,1,0,0,0,1,5.3,1
2025-08-01,E03203,Supply Chain,Hyderabad,22,21,1,0,0,0,12,25.6,3
2025-09-01,E03203,Supply Chain,Hyderabad,21,21,0,0,0,0,0,16.0,1
2025-10-01,E03203,Supply Chain,Hyderabad,22,20,2,0,0,0,7,12.3,0
2025-11-01,E03203,Supply Chain,Hyderabad,20,15,4,1,0,1,10,19.4,0
2025-12-01,E03203,Supply Chain,Hyderabad,20,20,0,0,0,0,4,4.2,1
2026-01-01,E03203,Supply Chain,Hyderabad,22,18,2,0,2,2,9,9.1,3
2026-02-01,E03203,Supply Chain,Hyderabad,22,20,2,0,0,0,2,6.0,1
2026-03-01,E03203,Supply Chain,Hyderabad,22,20,1,1,0,1,7,5.9,1
2026-04-01,E03203,Supply Chain,Hyderabad,22,21,1,0,0,0,4,0.0,2
2026-05-01,E03203,Supply Chain,Hyderabad,22,16,3,1,2,3,10,5.8,3
2026-06-01,E03203,Supply Chain,Hyderabad,21,17,1,0,3,3,6,8.3,1
2026-07-01,E03203,Supply Chain,Hyderabad,23,21,2,0,0,0,1,12.6,1
2026-08-01,E03203,Supply Chain,Hyderabad,22,20,2,0,0,0,7,8.5,2
2024-09-01,E03204,Sales,Pune,22,19,3,0,0,0,10,14.7,1
2024-10-01,E03204,Sales,Pune,22,20,2,0,0,0,12,16.4,3
2024-11-01,E03204,Sales,Pune,22,18,0,4,0,4,3,3.2,0
2024-12-01,E03204,Sales,Pune,23,23,0,0,0,0,2,18.9,0
2025-01-01,E03204,Sales,Pune,22,22,0,0,0,0,11,1.5,1
2025-02-01,E03204,Sales,Pune,22,18,4,0,0,0,7,0.0,1
2025-03-01,E03204,Sales,Pune,21,18,2,0,1,1,5,10.6,1
2025-04-01,E03204,Sales,Pune,22,18,4,0,0,0,7,5.1,2
2025-05-01,E03204,Sales,Pune,22,20,2,0,0,0,0,3.0,3
2025-06-01,E03204,Sales,Pune,20,18,2,0,0,0,6,0.0,1
2025-07-01,E03204,Sales,Pune,22,22,0,0,0,0,0,13.4,1
2025-08-01,E03204,Sales,Pune,22,19,0,3,0,3,5,14.8,3
2025-09-01,E03204,Sales,Pune,22,22,0,0,0,0,10,6.4,0
2025-10-01,E03204,Sales,Pune,21,20,0,0,1,1,11,5.1,1
2025-11-01,E03204,Sales,Pune,22,20,2,0,0,0,4,0.0,2
2025-12-01,E03204,Sales,Pune,20,16,3,0,1,1,1,0.0,3
2026-01-01,E03204,Sales,Pune,21,21,0,0,0,0,12,10.9,3
2026-02-01,E03204,Sales,Pune,22,21,1,0,0,0,2,0.0,0
2026-03-01,E03204,Sales,Pune,23,22,1,0,0,0,12,19.3,3
2026-04-01,E03204,Sales,Pune,22,20,2,0,0,0,6,9.8,1
2026-05-01,E03204,Sales,Pune,23,21,1,0,1,1,2,7.3,3
2026-06-01,E03204,Sales,Pune,22,19,3,0,0,0,10,14.6,3
2026-07-01,E03204,Sales,Pune,22,20,2,0,0,0,8,3.8,3
2026-08-01,E03204,Sales,Pune,22,19,3,0,0,0,11,13.8,0
2025-08-01,E03205,Supply Chain,Chennai,20,17,3,0,0,0,7,2.4,3
2025-09-01,E03205,Supply Chain,Chennai,22,18,4,0,0,0,3,10.3,0
2025-10-01,E03205,Supply Chain,Chennai,22,21,0,1,0,1,3,12.7,1
2025-11-01,E03205,Supply Chain,Chennai,22,18,4,0,0,0,7,14.6,1
2025-12-01,E03205,Supply Chain,Chennai,22,22,0,0,0,0,12,8.1,0
2026-01-01,E03205,Supply Chain,Chennai,20,16,2,2,0,2,9,18.1,3
2026-02-01,E03205,Supply Chain,Chennai,22,19,3,0,0,0,1,4.5,2
2026-03-01,E03205,Supply Chain,Chennai,23,22,1,0,0,0,3,4.4,0
2026-04-01,E03205,Supply Chain,Chennai,22,21,0,0,1,1,7,2.4,3
2026-05-01,E03205,Supply Chain,Chennai,22,20,2,0,0,0,6,1.9,2
2026-06-01,E03205,Supply Chain,Chennai,21,21,0,0,0,0,12,13.4,0
2026-07-01,E03205,Supply Chain,Chennai,21,20,1,0,0,0,9,10.6,3
2026-08-01,E03205,Supply Chain,Chennai,22,18,3,0,1,1,7,15.0,2
2024-12-01,E03206,Marketing,Chennai,22,21,1,0,0,0,5,3.2,1
2025-01-01,E03206,Marketing,Chennai,22,20,2,0,0,0,1,6.2,1
2025-02-01,E03206,Marketing,Chennai,22,17,2,0,3,3,11,0.0,0
2025-03-01,E03206,Marketing,Chennai,23,20,2,0,1,1,10,1.9,1
2025-04-01,E03206,Marketing,Chennai,22,18,3,0,1,1,5,5.7,0
2025-05-01,E03206,Marketing,Chennai,22,20,2,0,0,0,9,0.0,3
2025-06-01,E03206,Marketing,Chennai,21,15,3,3,0,3,3,9.4,1
2025-07-01,E03206,Marketing,Chennai,20,19,1,0,0,0,8,1.6,1
2025-08-01,E03206,Marketing,Chennai,20,18,2,0,0,0,9,0.0,1
2025-09-01,E03206,Marketing,Chennai,20,15,3,2,0,2,1,0.0,0
2025-10-01,E03206,Marketing,Chennai,23,21,0,0,2,2,5,12.5,1
2025-11-01,E03206,Marketing,Chennai,22,21,1,0,0,0,0,0.0,1
2025-12-01,E03206,Marketing,Chennai,22,19,1,2,0,2,5,1.1,3
2026-01-01,E03206,Marketing,Chennai,22,21,0,0,1,1,3,0.0,3
2026-02-01,E03206,Marketing,Chennai,22,20,2,0,0,0,8,0.0,2
2026-03-01,E03206,Marketing,Chennai,22,17,1,4,0,4,3,0.9,2
2026-04-01,E03206,Marketing,Chennai,23,21,2,0,0,0,9,3.3,3
2026-05-01,E03206,Marketing,Chennai,22,19,0,3,0,3,6,0.0,1
2026-06-01,E03206,Marketing,Chennai,23,21,2,0,0,0,11,18.7,1
2026-07-01,E03206,Marketing,Chennai,23,15,3,4,1,5,10,4.1,2
2026-08-01,E03206,Marketing,Chennai,22,22,0,0,0,0,6,0.0,3
2024-09-01,E03207,Operations,Noida,22,21,0,1,0,1,9,1.9,1
2024-10-01,E03207,Operations,Noida,22,22,0,0,0,0,1,4.5,0
2024-11-01,E03207,Operations,Noida,22,22,0,0,0,0,9,0.1,1
2024-12-01,E03207,Operations,Noida,21,18,3,0,0,0,12,6.2,2
2025-01-01,E03207,Operations,Noida,23,23,0,0,0,0,7,11.3,3
2025-02-01,E03207,Operations,Noida,22,20,2,0,0,0,4,13.3,3
2025-03-01,E03207,Operations,Noida,22,22,0,0,0,0,10,2.2,1
2025-04-01,E03207,Operations,Noida,23,18,2,0,3,3,8,13.2,2
2025-05-01,E03207,Operations,Noida,22,22,0,0,0,0,2,9.7,3
2025-06-01,E03207,Operations,Noida,20,20,0,0,0,0,12,13.8,3
2025-07-01,E03207,Operations,Noida,21,21,0,0,0,0,11,18.3,0
2025-08-01,E03207,Operations,Noida,21,20,1,0,0,0,2,22.8,2
2025-09-01,E03207,Operations,Noida,20,18,2,0,0,0,8,9.3,0
2025-10-01,E03207,Operations,Noida,20,19,1,0,0,0,9,21.8,1
2025-11-01,E03207,Operations,Noida,22,20,1,1,0,1,0,12.5,2
2025-12-01,E03207,Operations,Noida,22,22,0,0,0,0,12,14.2,2
2026-01-01,E03207,Operations,Noida,23,20,2,1,0,1,5,0.0,2
2026-02-01,E03207,Operations,Noida,23,20,3,0,0,0,9,0.0,1
2026-03-01,E03207,Operations,Noida,20,20,0,0,0,0,7,7.6,3
2026-04-01,E03207,Operations,Noida,22,20,2,0,0,0,2,0.0,3
2026-05-01,E03207,Operations,Noida,22,18,3,1,0,1,8,12.1,1
2026-06-01,E03207,Operations,Noida,20,19,1,0,0,0,1,10.9,0
2026-07-01,E03207,Operations,Noida,21,20,0,0,1,1,3,5.6,3
2026-08-01,E03207,Operations,Noida,20,17,3,0,0,0,0,2.4,1
2024-09-01,E03208,Sales,Pune,22,20,2,0,0,0,0,9.9,2
2024-10-01,E03208,Sales,Pune,21,21,0,0,0,0,2,5.5,1
2024-11-01,E03208,Sales,Pune,22,20,1,1,0,1,0,19.3,0
2024-12-01,E03208,Sales,Pune,22,22,0,0,0,0,0,10.3,1
2025-01-01,E03208,Sales,Pune,23,22,1,0,0,0,2,4.8,2
2025-02-01,E03208,Sales,Pune,22,18,4,0,0,0,0,1.0,1
2025-03-01,E03208,Sales,Pune,20,20,0,0,0,0,1,5.8,1
2025-04-01,E03208,Sales,Pune,22,19,3,0,0,0,1,12.4,1
2025-05-01,E03208,Sales,Pune,22,20,2,0,0,0,2,11.2,1
2025-06-01,E03208,Sales,Pune,20,18,2,0,0,0,0,0.0,2
2025-07-01,E03208,Sales,Pune,20,17,3,0,0,0,2,14.8,0
2025-08-01,E03208,Sales,Pune,21,19,2,0,0,0,2,1.1,2
2025-09-01,E03208,Sales,Pune,22,20,2,0,0,0,1,2.3,1
2025-10-01,E03208,Sales,Pune,22,16,0,3,3,6,0,15.1,2
2025-11-01,E03208,Sales,Pune,20,19,0,1,0,1,1,4.5,0
2025-12-01,E03208,Sales,Pune,23,20,0,0,3,3,2,3.4,0
2026-01-01,E03208,Sales,Pune,23,20,3,0,0,0,1,7.6,3
2026-02-01,E03208,Sales,Pune,22,19,2,0,1,1,2,8.6,1
2026-03-01,E03208,Sales,Pune,22,21,1,0,0,0,0,0.0,3
2026-04-01,E03208,Sales,Pune,23,20,3,0,0,0,1,5.3,0
2026-05-01,E03208,Sales,Pune,20,18,2,0,0,0,1,5.9,1
2026-06-01,E03208,Sales,Pune,20,16,0,4,0,4,0,5.7,1
2026-07-01,E03208,Sales,Pune,23,22,1,0,0,0,1,5.1,2
2026-08-01,E03208,Sales,Pune,22,19,3,0,0,0,2,13.8,3
2024-09-01,E03209,Finance,Mumbai,22,21,1,0,0,0,2,4.1,0
2024-10-01,E03209,Finance,Mumbai,20,18,0,0,2,2,2,2.2,3
2024-11-01,E03209,Finance,Mumbai,22,20,1,0,1,1,0,7.0,2
2024-12-01,E03209,Finance,Mumbai,22,21,1,0,0,0,2,0.0,1
2025-01-01,E03209,Finance,Mumbai,22,19,3,0,0,0,0,0.0,0
2025-02-01,E03209,Finance,Mumbai,20,16,2,1,1,2,1,1.0,3
2025-03-01,E03209,Finance,Mumbai,22,21,1,0,0,0,1,5.5,2
2025-04-01,E03209,Finance,Mumbai,23,21,2,0,0,0,1,0.0,2
2025-05-01,E03209,Finance,Mumbai,20,20,0,0,0,0,0,8.6,0
2025-06-01,E03209,Finance,Mumbai,20,20,0,0,0,0,0,2.6,0
2025-07-01,E03209,Finance,Mumbai,23,20,1,0,2,2,2,1.0,0
2025-08-01,E03209,Finance,Mumbai,21,21,0,0,0,0,0,3.1,3
2025-09-01,E03209,Finance,Mumbai,20,17,3,0,0,0,0,0.2,3
2025-10-01,E03209,Finance,Mumbai,22,20,2,0,0,0,2,0.0,0
2025-11-01,E03209,Finance,Mumbai,21,19,2,0,0,0,0,9.9,0
2025-12-01,E03209,Finance,Mumbai,20,20,0,0,0,0,2,0.7,0
2026-01-01,E03209,Finance,Mumbai,21,21,0,0,0,0,1,0.0,0
2026-02-01,E03209,Finance,Mumbai,22,22,0,0,0,0,2,16.4,1
2026-03-01,E03209,Finance,Mumbai,22,18,2,1,1,2,0,0.7,1
2026-04-01,E03209,Finance,Mumbai,21,19,2,0,0,0,0,5.2,3
2026-05-01,E03209,Finance,Mumbai,22,18,2,0,2,2,2,13.6,2
2026-06-01,E03209,Finance,Mumbai,21,21,0,0,0,0,1,2.8,1
2026-07-01,E03209,Finance,Mumbai,21,20,0,0,1,1,2,5.3,0
2026-08-01,E03209,Finance,Mumbai,20,17,3,0,0,0,0,4.4,3
2024-09-01,E03210,Marketing,Pune,22,21,1,0,0,0,1,0.0,2
2024-10-01,E03210,Marketing,Pune,23,21,2,0,0,0,1,0.9,3
2024-11-01,E03210,Marketing,Pune,20,16,3,1,0,1,1,0.4,2
2024-12-01,E03210,Marketing,Pune,21,15,4,0,2,2,2,2.3,2
2025-01-01,E03210,Marketing,Pune,22,22,0,0,0,0,1,3.5,1
2025-02-01,E03210,Marketing,Pune,21,16,4,0,1,1,0,7.0,3
2025-03-01,E03210,Marketing,Pune,23,20,3,0,0,0,2,1.9,2
2025-04-01,E03210,Marketing,Pune,23,20,3,0,0,0,0,0.0,0
2025-05-01,E03210,Marketing,Pune,20,19,1,0,0,0,2,0.0,1
2025-06-01,E03210,Marketing,Pune,23,19,3,1,0,1,2,0.0,1
2025-07-01,E03210,Marketing,Pune,22,20,2,0,0,0,2,0.0,2
2025-08-01,E03210,Marketing,Pune,20,17,2,0,1,1,0,0.0,2
2025-09-01,E03210,Marketing,Pune,22,21,1,0,0,0,2,5.4,1
2025-10-01,E03210,Marketing,Pune,23,22,1,0,0,0,0,0.0,1
2025-11-01,E03210,Marketing,Pune,20,17,3,0,0,0,1,0.0,1
2025-12-01,E03210,Marketing,Pune,22,20,0,0,2,2,0,0.0,3
2026-01-01,E03210,Marketing,Pune,22,21,0,1,0,1,1,0.5,2
2026-02-01,E03210,Marketing,Pune,23,22,1,0,0,0,0,12.4,0
2026-03-01,E03210,Marketing,Pune,22,18,2,0,2,2,2,0.0,1
2026-04-01,E03210,Marketing,Pune,22,22,0,0,0,0,1,2.6,3
2026-05-01,E03210,Marketing,Pune,23,20,3,0,0,0,0,0.0,0
2026-06-01,E03210,Marketing,Pune,22,18,2,2,0,2,1,6.9,2
2026-07-01,E03210,Marketing,Pune,22,22,0,0,0,0,0,0.0,2
2026-08-01,E03210,Marketing,Pune,22,21,1,0,0,0,1,13.9,3
2024-09-01,E03211,Human Resources,Chennai,22,21,0,0,1,1,2,4.6,0
2024-10-01,E03211,Human Resources,Chennai,21,20,0,0,1,1,1,5.9,0
2024-11-01,E03211,Human Resources,Chennai,21,20,1,0,0,0,1,3.2,0
2024-12-01,E03211,Human Resources,Chennai,22,21,1,0,0,0,0,0.0,2
2025-01-01,E03211,Human Resources,Chennai,22,21,1,0,0,0,0,0.5,3
2025-02-01,E03211,Human Resources,Chennai,22,18,3,0,1,1,0,3.9,1
2025-03-01,E03211,Human Resources,Chennai,23,20,3,0,0,0,1,0.0,2
2025-04-01,E03211,Human Resources,Chennai,23,20,3,0,0,0,1,0.0,3
2025-05-01,E03211,Human Resources,Chennai,22,21,1,0,0,0,2,4.5,3
2025-06-01,E03211,Human Resources,Chennai,22,22,0,0,0,0,1,0.5,3
2025-07-01,E03211,Human Resources,Chennai,21,20,1,0,0,0,2,1.3,1
2025-08-01,E03211,Human Resources,Chennai,20,18,1,0,1,1,2,0.0,1
2025-09-01,E03211,Human Resources,Chennai,22,20,1,1,0,1,0,0.0,3
2025-10-01,E03211,Human Resources,Chennai,22,22,0,0,0,0,1,2.2,3
2025-11-01,E03211,Human Resources,Chennai,20,17,3,0,0,0,1,0.0,2
2025-12-01,E03211,Human Resources,Chennai,23,22,0,0,1,1,1,3.3,2
2026-01-01,E03211,Human Resources,Chennai,22,18,0,4,0,4,2,0.0,1
2026-02-01,E03211,Human Resources,Chennai,21,19,1,0,1,1,0,3.4,2
2026-03-01,E03211,Human Resources,Chennai,22,21,1,0,0,0,2,3.2,1
2026-04-01,E03211,Human Resources,Chennai,21,21,0,0,0,0,1,4.2,0
2026-05-01,E03211,Human Resources,Chennai,22,20,1,1,0,1,0,1.5,0
2026-06-01,E03211,Human Resources,Chennai,22,21,1,0,0,0,2,0.0,1
2026-07-01,E03211,Human Resources,Chennai,23,23,0,0,0,0,0,2.2,2
2026-08-01,E03211,Human Resources,Chennai,20,17,3,0,0,0,0,6.5,3
2024-09-01,E03212,Supply Chain,Pune,22,20,2,0,0,0,1,3.9,2
2024-10-01,E03212,Supply Chain,Pune,21,20,1,0,0,0,0,25.5,1
2024-11-01,E03212,Supply Chain,Pune,23,21,2,0,0,0,11,0.1,1
2024-12-01,E03212,Supply Chain,Pune,21,17,4,0,0,0,12,0.0,2
2025-01-01,E03212,Supply Chain,Pune,23,21,2,0,0,0,10,4.6,0
2025-02-01,E03212,Supply Chain,Pune,22,22,0,0,0,0,7,13.8,2
2025-03-01,E03212,Supply Chain,Pune,23,18,3,1,1,2,12,12.5,2
2025-04-01,E03212,Supply Chain,Pune,21,18,3,0,0,0,9,5.5,1
2025-05-01,E03212,Supply Chain,Pune,22,16,1,5,0,5,5,6.0,0
2025-06-01,E03212,Supply Chain,Pune,22,21,0,0,1,1,4,0.0,0
2025-07-01,E03212,Supply Chain,Pune,22,19,3,0,0,0,0,3.4,3
2025-08-01,E03212,Supply Chain,Pune,22,19,3,0,0,0,1,8.3,1
2025-09-01,E03212,Supply Chain,Pune,22,20,2,0,0,0,2,12.8,1
2025-10-01,E03212,Supply Chain,Pune,23,22,1,0,0,0,5,2.6,0
2025-11-01,E03212,Supply Chain,Pune,20,20,0,0,0,0,5,0.8,1
2025-12-01,E03212,Supply Chain,Pune,22,22,0,0,0,0,1,10.0,2
2026-01-01,E03212,Supply Chain,Pune,22,22,0,0,0,0,0,3.4,2
2026-02-01,E03212,Supply Chain,Pune,23,21,1,0,1,1,6,10.3,1
2026-03-01,E03212,Supply Chain,Pune,21,20,1,0,0,0,0,1.6,0
2026-04-01,E03212,Supply Chain,Pune,23,22,0,0,1,1,2,0.0,2
2026-05-01,E03212,Supply Chain,Pune,22,21,1,0,0,0,3,12.3,0
2026-06-01,E03212,Supply Chain,Pune,22,19,3,0,0,0,0,6.4,1
2026-07-01,E03212,Supply Chain,Pune,22,19,3,0,0,0,0,8.0,1
2026-08-01,E03212,Supply Chain,Pune,21,16,2,3,0,3,11,8.1,2
2024-09-01,E03213,Operations,Chennai,23,21,2,0,0,0,1,2.3,2
2024-10-01,E03213,Operations,Chennai,22,18,3,0,1,1,2,14.5,1
2024-11-01,E03213,Operations,Chennai,23,23,0,0,0,0,11,0.0,2
2024-12-01,E03213,Operations,Chennai,20,20,0,0,0,0,6,3.9,3
2025-01-01,E03213,Operations,Chennai,20,18,2,0,0,0,0,6.7,0
2025-02-01,E03213,Operations,Chennai,22,20,2,0,0,0,11,4.0,0
2025-03-01,E03213,Operations,Chennai,20,18,2,0,0,0,9,11.1,2
2025-04-01,E03213,Operations,Chennai,21,20,0,0,1,1,4,17.7,0
2025-05-01,E03213,Operations,Chennai,22,20,2,0,0,0,11,13.0,2
2025-06-01,E03213,Operations,Chennai,21,21,0,0,0,0,3,7.9,2
2025-07-01,E03213,Operations,Chennai,22,21,1,0,0,0,6,11.7,3
2025-08-01,E03213,Operations,Chennai,22,22,0,0,0,0,12,4.9,0
2025-09-01,E03213,Operations,Chennai,20,17,3,0,0,0,4,11.8,2
2025-10-01,E03213,Operations,Chennai,21,18,2,1,0,1,10,10.8,3
2025-11-01,E03213,Operations,Chennai,22,20,2,0,0,0,11,7.0,3
2025-12-01,E03213,Operations,Chennai,22,21,0,1,0,1,4,0.0,0
2026-01-01,E03213,Operations,Chennai,21,17,3,1,0,1,5,8.4,0
2026-02-01,E03213,Operations,Chennai,21,20,1,0,0,0,6,11.8,2
2026-03-01,E03213,Operations,Chennai,22,20,2,0,0,0,8,1.9,3
2026-04-01,E03213,Operations,Chennai,20,20,0,0,0,0,10,2.2,1
2026-05-01,E03213,Operations,Chennai,21,21,0,0,0,0,12,0.0,1
2026-06-01,E03213,Operations,Chennai,22,20,1,1,0,1,2,2.2,3
2026-07-01,E03213,Operations,Chennai,22,16,1,3,2,5,9,13.0,0
2026-08-01,E03213,Operations,Chennai,22,21,1,0,0,0,12,6.4,2
2024-09-01,E03214,Human Resources,Pune,23,21,2,0,0,0,1,15.5,1
2024-10-01,E03214,Human Resources,Pune,22,22,0,0,0,0,1,15.2,3
2024-11-01,E03214,Human Resources,Pune,21,20,1,0,0,0,0,10.3,1
2024-12-01,E03214,Human Resources,Pune,20,17,3,0,0,0,1,12.1,1
2025-01-01,E03214,Human Resources,Pune,22,20,1,0,1,1,1,2.2,3
2025-02-01,E03214,Human Resources,Pune,20,17,2,0,1,1,2,7.9,2
2025-03-01,E03214,Human Resources,Pune,23,21,2,0,0,0,1,0.0,3
2025-04-01,E03214,Human Resources,Pune,22,19,2,1,0,1,2,12.7,0
2025-05-01,E03214,Human Resources,Pune,21,19,1,0,1,1,0,3.6,3
2025-06-01,E03214,Human Resources,Pune,21,21,0,0,0,0,2,7.0,0
2025-07-01,E03214,Human Resources,Pune,22,21,1,0,0,0,2,0.0,3
2025-08-01,E03214,Human Resources,Pune,23,21,2,0,0,0,1,6.6,0
2025-09-01,E03214,Human Resources,Pune,23,22,1,0,0,0,0,12.9,2
2025-10-01,E03214,Human Resources,Pune,22,19,3,0,0,0,1,1.2,1
2025-11-01,E03214,Human Resources,Pune,23,22,1,0,0,0,1,0.0,0
2025-12-01,E03214,Human Resources,Pune,22,21,1,0,0,0,2,2.2,0
2026-01-01,E03214,Human Resources,Pune,22,21,0,0,1,1,0,9.0,1
2026-02-01,E03214,Human Resources,Pune,22,18,3,1,0,1,1,0.0,3
2026-03-01,E03214,Human Resources,Pune,23,22,1,0,0,0,2,6.2,3
2026-04-01,E03214,Human Resources,Pune,23,21,0,1,1,2,2,2.1,2
2026-05-01,E03214,Human Resources,Pune,22,22,0,0,0,0,2,0.7,0
2026-06-01,E03214,Human Resources,Pune,22,19,3,0,0,0,0,10.0,1
2026-07-01,E03214,Human Resources,Pune,23,18,3,2,0,2,2,0.0,3
2026-08-01,E03214,Human Resources,Pune,22,19,3,0,0,0,2,0.0,0
2024-09-01,E03215,Technology,Bengaluru,22,20,2,0,0,0,3,5.0,2
2024-10-01,E03215,Technology,Bengaluru,22,19,3,0,0,0,2,2.4,0
2024-11-01,E03215,Technology,Bengaluru,20,20,0,0,0,0,3,7.2,1
2024-12-01,E03215,Technology,Bengaluru,23,23,0,0,0,0,4,7.0,1
2025-01-01,E03215,Technology,Bengaluru,21,20,1,0,0,0,2,0.0,1
2025-02-01,E03215,Technology,Bengaluru,22,18,4,0,0,0,4,14.8,1
2025-03-01,E03215,Technology,Bengaluru,20,18,2,0,0,0,11,0.9,0
2025-04-01,E03215,Technology,Bengaluru,20,19,1,0,0,0,4,12.7,3
2025-05-01,E03215,Technology,Bengaluru,22,20,0,2,0,2,12,3.6,3
2025-06-01,E03215,Technology,Bengaluru,20,19,0,1,0,1,0,3.3,0
2025-07-01,E03215,Technology,Bengaluru,20,17,3,0,0,0,8,6.9,2
2025-08-01,E03215,Technology,Bengaluru,23,20,2,1,0,1,10,2.7,0
2025-09-01,E03215,Technology,Bengaluru,21,18,3,0,0,0,12,5.4,1
2025-10-01,E03215,Technology,Bengaluru,23,22,1,0,0,0,5,6.3,3
2025-11-01,E03215,Technology,Bengaluru,22,19,3,0,0,0,8,5.6,1
2025-12-01,E03215,Technology,Bengaluru,21,19,1,1,0,1,9,0.0,0
2026-01-01,E03215,Technology,Bengaluru,22,19,1,2,0,2,6,4.3,0
2026-02-01,E03215,Technology,Bengaluru,21,21,0,0,0,0,12,22.7,0
2026-03-01,E03215,Technology,Bengaluru,22,22,0,0,0,0,10,20.1,1
2026-04-01,E03215,Technology,Bengaluru,23,20,2,0,1,1,0,0.0,0
2026-05-01,E03215,Technology,Bengaluru,20,19,1,0,0,0,0,12.1,1
2026-06-01,E03215,Technology,Bengaluru,22,22,0,0,0,0,10,11.2,3
2026-07-01,E03215,Technology,Bengaluru,23,20,3,0,0,0,12,0.1,2
2026-08-01,E03215,Technology,Bengaluru,22,18,2,2,0,2,11,7.2,3
2025-05-01,E03216,Customer Success,Noida,23,21,2,0,0,0,6,7.1,0
2025-06-01,E03216,Customer Success,Noida,22,19,1,0,2,2,7,7.5,3
2025-07-01,E03216,Customer Success,Noida,22,18,2,2,0,2,12,3.1,0
2025-08-01,E03216,Customer Success,Noida,20,15,4,0,1,1,10,0.0,0
