Employee_ID,Effective_Date,Grade,Base_Salary_INR,Variable_Pay_INR,Total_Compensation_INR,Compa_Ratio,Change_Reason
E02374,2025-04-01,G3,819800.0,77900.0,897700.0,1.08,Promotion
E02374,2026-04-01,G3,886900.0,56400.0,943300.0,1.17,Joining
E02375,2024-06-19,G4,1256100.0,221000.0,1477100.0,1.14,Joining
E02375,2025-04-01,G4,1340800.0,102300.0,1443100.0,1.22,Market Correction
E02375,2026-04-01,G4,1456200.0,250800.0,1707000.0,1.32,Promotion
E02376,2022-04-01,G4,1246300.0,174300.0,1420700.0,1.13,Market Correction
E02376,2023-04-01,G4,1408100.0,75000.0,1483100.0,1.28,Promotion
E02376,2024-04-01,G4,1500800.0,110700.0,1611500.0,1.36,Promotion
E02377,2022-04-01,G2,564200.0,66500.0,630700.0,1.08,Joining
E02377,2023-04-01,G2,603400.0,79200.0,682600.0,1.16,Market Correction
E02377,2024-04-01,G2,654900.0,100600.0,755500.0,1.26,Market Correction
E02377,2025-04-01,G2,724300.0,130500.0,854800.0,1.39,Promotion
E02378,2023-04-01,G1,305800.0,47600.0,353300.0,0.85,Market Correction
E02378,2024-04-01,G1,338900.0,19200.0,358100.0,0.94,Promotion
E02378,2025-04-01,G1,369200.0,46300.0,415500.0,1.03,Promotion
E02378,2026-04-01,G1,410400.0,22800.0,433200.0,1.14,Market Correction
E02379,2022-04-01,G2,576400.0,96500.0,672900.0,1.11,Promotion
E02379,2023-04-01,G2,619300.0,41100.0,660400.0,1.19,Market Correction
E02379,2024-04-01,G2,705300.0,86700.0,792000.0,1.36,Promotion
E02379,2025-04-01,G2,773000.0,40000.0,813000.0,1.49,Annual Review
E02379,2026-04-01,G2,848600.0,119000.0,967600.0,1.63,Annual Review
E02380,2022-04-01,G2,515800.0,38700.0,554600.0,0.99,Annual Review
E02380,2023-04-01,G2,537500.0,37200.0,574700.0,1.03,Joining
E02380,2024-04-01,G2,601400.0,42400.0,643800.0,1.16,Promotion
E02380,2025-04-01,G2,677700.0,67700.0,745400.0,1.3,Joining
E02380,2026-04-01,G2,758300.0,80400.0,838700.0,1.46,Annual Review
E02381,2022-04-01,G3,820000.0,158200.0,978300.0,1.08,Promotion
E02381,2023-04-01,G3,876400.0,86000.0,962400.0,1.15,Joining
E02381,2024-04-01,G3,980100.0,103700.0,1083800.0,1.29,Promotion
E02382,2025-11-08,G3,706700.0,69400.0,776100.0,0.93,Market Correction
E02382,2026-04-01,G3,761400.0,67400.0,828800.0,1.0,Annual Review
E02383,2022-04-01,G2,449800.0,65100.0,514900.0,0.86,Annual Review
E02383,2023-04-01,G2,493700.0,26000.0,519800.0,0.95,Joining
E02383,2024-04-01,G2,543100.0,88300.0,631300.0,1.04,Promotion
E02383,2025-04-01,G2,573600.0,91600.0,665200.0,1.1,Promotion
E02383,2026-04-01,G2,598500.0,96200.0,694700.0,1.15,Joining
E02384,2024-09-16,G3,795400.0,145600.0,941000.0,1.05,Market Correction
E02384,2025-04-01,G3,855600.0,88900.0,944500.0,1.13,Market Correction
E02384,2026-04-01,G3,961100.0,160200.0,1121300.0,1.26,Promotion
E02386,2022-04-01,G3,847200.0,147500.0,994800.0,1.11,Promotion
E02386,2023-04-01,G3,879300.0,152300.0,1031600.0,1.16,Promotion
E02386,2024-04-01,G3,994800.0,71200.0,1066000.0,1.31,Promotion
E02386,2025-04-01,G3,1062200.0,158400.0,1220600.0,1.4,Joining
E02386,2026-04-01,G3,1161200.0,110100.0,1271300.0,1.53,Joining
E02387,2022-04-01,G5,1486300.0,261800.0,1748100.0,0.9,Market Correction
E02387,2023-04-01,G5,1560600.0,270900.0,1831500.0,0.95,Promotion
E02387,2024-04-01,G5,1739200.0,107600.0,1846800.0,1.05,Annual Review
E02387,2025-04-01,G5,1852500.0,232400.0,2085000.0,1.12,Annual Review
E02387,2026-04-01,G5,1985300.0,382900.0,2368200.0,1.2,Annual Review
E02388,2026-04-01,G3,785700.0,115700.0,901400.0,1.03,Promotion
E02389,2022-11-05,G1,295100.0,58000.0,353100.0,0.82,Promotion
E02389,2023-04-01,G1,331500.0,53400.0,384800.0,0.92,Market Correction
E02389,2024-04-01,G1,377500.0,20500.0,398000.0,1.05,Market Correction
E02389,2025-04-01,G1,421500.0,26300.0,447800.0,1.17,Promotion
E02389,2026-04-01,G1,454400.0,66700.0,521100.0,1.26,Promotion
E02390,2022-04-01,G3,730900.0,34200.0,765000.0,0.96,Market Correction
E02390,2023-04-01,G3,765800.0,120900.0,886700.0,1.01,Annual Review
E02390,2024-04-01,G3,825200.0,100800.0,926000.0,1.09,Promotion
E02390,2025-04-01,G3,934800.0,150100.0,1084800.0,1.23,Promotion
E02390,2026-04-01,G3,983700.0,179600.0,1163300.0,1.29,Market Correction
E02391,2022-04-15,G3,656100.0,68400.0,724500.0,0.86,Joining
E02391,2023-04-01,G3,687600.0,33300.0,720900.0,0.9,Promotion
E02391,2024-04-01,G3,761900.0,119100.0,880900.0,1.0,Market Correction
E02391,2025-04-01,G3,838600.0,53500.0,892100.0,1.1,Market Correction
E02391,2026-04-01,G3,903600.0,140400.0,1044100.0,1.19,Annual Review
E02392,2022-04-01,G1,362200.0,28100.0,390300.0,1.01,Market Correction
E02392,2023-04-01,G1,389800.0,15600.0,405400.0,1.08,Promotion
E02392,2024-04-01,G1,443400.0,41900.0,485300.0,1.23,Promotion
E02392,2025-04-01,G1,461800.0,30000.0,491900.0,1.28,Promotion
E02392,2026-04-01,G1,514000.0,88200.0,602200.0,1.43,Market Correction
E02393,2022-04-01,G4,969300.0,71600.0,1040900.0,0.88,Market Correction
E02393,2023-04-01,G4,1091200.0,152700.0,1243900.0,0.99,Joining
E02393,2024-04-01,G4,1146400.0,85100.0,1231400.0,1.04,Joining
E02393,2025-04-01,G4,1205000.0,98400.0,1303400.0,1.1,Market Correction
E02393,2026-04-01,G4,1287800.0,53700.0,1341500.0,1.17,Promotion
E02394,2022-05-09,G3,797800.0,111700.0,909500.0,1.05,Annual Review
E02394,2023-04-01,G3,891300.0,96000.0,987300.0,1.17,Annual Review
E02394,2024-04-01,G3,967900.0,125200.0,1093100.0,1.27,Market Correction
E02394,2025-04-01,G3,1047000.0,97000.0,1144000.0,1.38,Joining
E02394,2026-04-01,G3,1133600.0,86400.0,1220000.0,1.49,Annual Review
E02396,2025-08-11,G5,1490200.0,120800.0,1611000.0,0.9,Annual Review
E02396,2026-04-01,G5,1586200.0,77100.0,1663300.0,0.96,Annual Review
E02397,2025-11-12,G2,443800.0,35000.0,478800.0,0.85,Market Correction
E02397,2026-04-01,G2,494000.0,59500.0,553500.0,0.95,Joining
E02398,2026-04-01,G3,818900.0,158900.0,977900.0,1.08,Promotion
E02399,2022-04-01,G4,1269900.0,145100.0,1415000.0,1.15,Annual Review
E02399,2023-04-01,G4,1383700.0,262100.0,1645800.0,1.26,Joining
E02399,2024-04-01,G4,1491300.0,119600.0,1610800.0,1.36,Promotion
E02399,2025-04-01,G4,1556500.0,222500.0,1779000.0,1.41,Joining
E02399,2026-04-01,G4,1727300.0,176200.0,1903500.0,1.57,Market Correction
E02400,2022-04-01,G3,667400.0,66000.0,733400.0,0.88,Promotion
E02400,2023-04-01,G3,757200.0,114800.0,872000.0,1.0,Annual Review
E02400,2024-04-01,G3,814600.0,77300.0,891900.0,1.07,Market Correction
E02400,2025-04-01,G3,864900.0,143600.0,1008500.0,1.14,Annual Review
E02400,2026-04-01,G3,937100.0,132900.0,1070000.0,1.23,Market Correction
E02401,2022-06-29,G5,1737600.0,179500.0,1917100.0,1.05,Joining
E02401,2023-04-01,G5,1916100.0,313900.0,2229900.0,1.16,Promotion
E02401,2024-04-01,G5,2123500.0,168100.0,2291600.0,1.29,Joining
E02401,2025-04-01,G5,2402500.0,190000.0,2592500.0,1.46,Annual Review
E02401,2026-04-01,G5,2547700.0,256300.0,2804000.0,1.54,Joining
E02402,2022-04-01,G3,869700.0,47300.0,917000.0,1.14,Market Correction
E02402,2023-04-01,G3,961200.0,87300.0,1048500.0,1.26,Annual Review
E02402,2024-04-01,G3,1046900.0,91100.0,1138000.0,1.38,Promotion
E02402,2025-04-01,G3,1095900.0,45100.0,1140900.0,1.44,Promotion
E02402,2026-04-01,G3,1230200.0,115000.0,1345200.0,1.62,Market Correction
E02403,2022-04-01,G3,734900.0,143500.0,878400.0,0.97,Annual Review
E02403,2023-04-01,G3,807300.0,67100.0,874400.0,1.06,Annual Review
E02403,2024-04-01,G3,871300.0,126100.0,997400.0,1.15,Promotion
E02403,2025-04-01,G3,942100.0,123000.0,1065100.0,1.24,Joining
E02403,2026-04-01,G3,1002900.0,59700.0,1062600.0,1.32,Promotion
E02404,2022-04-01,G2,548500.0,59700.0,608100.0,1.05,Market Correction
E02404,2023-04-01,G2,607100.0,78000.0,685100.0,1.17,Joining
E02404,2024-04-01,G2,643400.0,29100.0,672500.0,1.24,Annual Review
E02404,2025-04-01,G2,709400.0,46900.0,756300.0,1.36,Joining
E02404,2026-04-01,G2,771000.0,132700.0,903800.0,1.48,Joining
E02405,2022-04-12,G4,1066800.0,165100.0,1231900.0,0.97,Promotion
E02405,2023-04-01,G4,1099000.0,181400.0,1280500.0,1.0,Joining
E02405,2024-04-01,G4,1152200.0,227600.0,1379800.0,1.05,Promotion
E02405,2025-04-01,G4,1289800.0,58600.0,1348400.0,1.17,Joining
E02405,2026-04-01,G4,1425700.0,145500.0,1571200.0,1.3,Promotion
E02406,2023-06-15,G4,1260400.0,138400.0,1398800.0,1.15,Annual Review
E02406,2024-04-01,G4,1309000.0,93000.0,1402000.0,1.19,Joining
E02406,2025-04-01,G4,1485700.0,103300.0,1589000.0,1.35,Joining
E02406,2026-04-01,G4,1609800.0,275700.0,1885500.0,1.46,Annual Review
E02407,2022-04-01,G4,1260300.0,230000.0,1490300.0,1.15,Annual Review
E02407,2023-04-01,G4,1430600.0,197300.0,1628000.0,1.3,Market Correction
E02407,2024-04-01,G4,1577100.0,165200.0,1742300.0,1.43,Joining
E02407,2025-04-01,G4,1700200.0,337100.0,2037300.0,1.55,Joining
E02407,2026-04-01,G4,1890200.0,297700.0,2188000.0,1.72,Promotion
E02408,2022-04-01,G3,725800.0,106400.0,832200.0,0.95,Promotion
E02408,2023-04-01,G3,826100.0,151700.0,977800.0,1.09,Promotion
E02408,2024-04-01,G3,921600.0,121300.0,1042900.0,1.21,Joining
E02408,2025-04-01,G3,964200.0,155900.0,1120100.0,1.27,Market Correction
E02408,2026-04-01,G3,1034600.0,163100.0,1197700.0,1.36,Annual Review
E02409,2024-06-01,G2,506100.0,46200.0,552300.0,0.97,Annual Review
E02409,2025-04-01,G2,560300.0,25800.0,586100.0,1.08,Promotion
E02409,2026-04-01,G2,577900.0,42100.0,620000.0,1.11,Annual Review
E02410,2025-11-11,G4,1053400.0,189600.0,1243000.0,0.96,Joining
E02410,2026-04-01,G4,1182600.0,185600.0,1368300.0,1.08,Annual Review
E02411,2023-04-01,G4,920000.0,53300.0,973400.0,0.84,Joining
E02412,2022-04-01,G1,403900.0,17200.0,421100.0,1.12,Market Correction
E02412,2023-04-01,G1,443200.0,49200.0,492400.0,1.23,Joining
E02412,2024-04-01,G1,500500.0,50000.0,550500.0,1.39,Market Correction
E02412,2025-04-01,G1,557000.0,103300.0,660300.0,1.55,Promotion
E02412,2026-04-01,G1,595600.0,114500.0,710100.0,1.65,Annual Review
E02413,2024-11-06,G4,1281100.0,137100.0,1418300.0,1.16,Joining
E02413,2025-04-01,G4,1350000.0,246600.0,1596600.0,1.23,Joining
E02414,2022-04-01,G2,484200.0,48900.0,533100.0,0.93,Annual Review
E02414,2023-04-01,G2,532200.0,103800.0,636000.0,1.02,Market Correction
E02414,2024-04-01,G2,578200.0,81500.0,659700.0,1.11,Annual Review
E02414,2025-04-01,G2,636700.0,39800.0,676500.0,1.22,Annual Review
E02414,2026-04-01,G2,695900.0,70800.0,766700.0,1.34,Annual Review
E02415,2022-04-01,G2,525500.0,23200.0,548700.0,1.01,Promotion
E02415,2023-04-01,G2,556800.0,108900.0,665700.0,1.07,Joining
E02415,2024-04-01,G2,615500.0,93500.0,709000.0,1.18,Market Correction
E02415,2025-04-01,G2,693700.0,65000.0,758700.0,1.33,Promotion
E02415,2026-04-01,G2,755700.0,138600.0,894300.0,1.45,Promotion
E02416,2022-04-01,G2,475000.0,40800.0,515800.0,0.91,Joining
E02416,2023-04-01,G2,510100.0,38100.0,548300.0,0.98,Joining
E02416,2024-04-01,G2,560400.0,74000.0,634400.0,1.08,Market Correction
E02416,2025-04-01,G2,638600.0,69900.0,708500.0,1.23,Promotion
E02416,2026-04-01,G2,668100.0,36200.0,704200.0,1.28,Promotion
E02417,2024-12-07,G2,509200.0,44700.0,553900.0,0.98,Annual Review
E02417,2025-04-01,G2,542200.0,40900.0,583100.0,1.04,Joining
E02417,2026-04-01,G2,595200.0,41400.0,636600.0,1.14,Annual Review
E02418,2024-08-11,G4,1195700.0,181900.0,1377600.0,1.09,Promotion
E02418,2025-04-01,G4,1328500.0,256900.0,1585400.0,1.21,Joining
E02418,2026-04-01,G4,1446100.0,131900.0,1578000.0,1.31,Market Correction
E02419,2022-04-01,G3,864800.0,82200.0,947000.0,1.14,Promotion
E02420,2022-04-01,G2,613000.0,52100.0,665200.0,1.18,Annual Review
E02420,2023-04-01,G2,684900.0,38400.0,723400.0,1.32,Annual Review
E02420,2024-04-01,G2,710400.0,57300.0,767700.0,1.37,Promotion
E02420,2025-04-01,G2,763000.0,30900.0,793900.0,1.47,Promotion
E02420,2026-04-01,G2,797700.0,151100.0,948800.0,1.53,Promotion
E02421,2022-04-01,G2,569700.0,86400.0,656100.0,1.1,Market Correction
E02421,2023-04-01,G2,631400.0,125900.0,757200.0,1.21,Promotion
E02421,2024-04-01,G2,697600.0,98400.0,796000.0,1.34,Annual Review
E02421,2025-04-01,G2,723600.0,93900.0,817500.0,1.39,Promotion
E02421,2026-04-01,G2,791200.0,32500.0,823800.0,1.52,Annual Review
E02422,2025-08-27,G2,458200.0,24600.0,482800.0,0.88,Annual Review
E02422,2026-04-01,G2,477800.0,75300.0,553100.0,0.92,Joining
E02423,2022-04-01,G4,956900.0,159100.0,1115900.0,0.87,Market Correction
E02423,2023-04-01,G4,1041600.0,131500.0,1173100.0,0.95,Annual Review
E02423,2024-04-01,G4,1131100.0,195800.0,1326900.0,1.03,Joining
E02423,2025-04-01,G4,1273000.0,107100.0,1380100.0,1.16,Market Correction
E02423,2026-04-01,G4,1390500.0,133500.0,1523900.0,1.26,Market Correction
E02424,2022-04-01,G3,623800.0,68100.0,691900.0,0.82,Promotion
E02424,2023-04-01,G3,689300.0,72200.0,761400.0,0.91,Joining
E02424,2024-04-01,G3,765900.0,136200.0,902100.0,1.01,Joining
E02424,2025-04-01,G3,818100.0,50700.0,868800.0,1.08,Promotion
E02424,2026-04-01,G3,867800.0,113100.0,980900.0,1.14,Market Correction
E02425,2022-12-19,G2,603600.0,102800.0,706400.0,1.16,Annual Review
E02425,2023-04-01,G2,646400.0,109400.0,755900.0,1.24,Annual Review
E02425,2024-04-01,G2,697400.0,120300.0,817800.0,1.34,Market Correction
E02425,2025-04-01,G2,722800.0,80100.0,802900.0,1.39,Annual Review
E02425,2026-04-01,G2,788300.0,68500.0,856700.0,1.52,Joining
E02426,2025-09-29,G6,2319300.0,277400.0,2596700.0,0.93,Joining
E02426,2026-04-01,G6,2503800.0,102300.0,2606100.0,1.0,Market Correction
E02427,2022-04-01,G3,654300.0,72800.0,727100.0,0.86,Promotion
E02427,2023-04-01,G3,733700.0,145200.0,878900.0,0.97,Market Correction
E02427,2024-04-01,G3,766400.0,135500.0,901900.0,1.01,Annual Review
E02428,2022-04-01,G2,538000.0,104300.0,642300.0,1.03,Promotion
E02428,2023-04-01,G2,568600.0,105200.0,673800.0,1.09,Annual Review
E02428,2024-04-01,G2,634700.0,62100.0,696700.0,1.22,Promotion
E02428,2025-04-01,G2,709900.0,125800.0,835700.0,1.37,Market Correction
E02428,2026-04-01,G2,762700.0,105000.0,867700.0,1.47,Joining
E02429,2022-04-01,G1,313100.0,55200.0,368300.0,0.87,Market Correction
E02429,2023-04-01,G1,324200.0,33400.0,357600.0,0.9,Promotion
E02429,2024-04-01,G1,348800.0,33600.0,382400.0,0.97,Promotion
E02429,2025-04-01,G1,369500.0,22200.0,391700.0,1.03,Annual Review
E02429,2026-04-01,G1,386000.0,47700.0,433700.0,1.07,Promotion
E02430,2022-04-01,G3,770000.0,79600.0,849600.0,1.01,Market Correction
E02430,2023-04-01,G3,856200.0,53000.0,909200.0,1.13,Promotion
E02430,2024-04-01,G3,935100.0,80000.0,1015100.0,1.23,Promotion
E02430,2025-04-01,G3,1021900.0,137500.0,1159500.0,1.34,Market Correction
E02430,2026-04-01,G3,1136800.0,114100.0,1251000.0,1.5,Market Correction
E02431,2022-04-01,G4,895900.0,83500.0,979400.0,0.81,Joining
E02431,2023-04-01,G4,941500.0,40500.0,982000.0,0.86,Joining
E02431,2024-04-01,G4,983400.0,193500.0,1176900.0,0.89,Joining
E02431,2025-04-01,G4,1100000.0,119200.0,1219200.0,1.0,Joining
E02431,2026-04-01,G4,1188600.0,150400.0,1339000.0,1.08,Joining
E02432,2026-05-17,G3,618600.0,91300.0,709900.0,0.81,Market Correction
E02433,2025-06-06,G3,818400.0,117700.0,936100.0,1.08,Promotion
E02434,2024-07-07,G3,628800.0,109300.0,738100.0,0.83,Joining
E02434,2025-04-01,G3,698600.0,79700.0,778300.0,0.92,Annual Review
E02434,2026-04-01,G3,752000.0,80000.0,832100.0,0.99,Annual Review
E02435,2022-04-01,G5,1432300.0,112800.0,1545100.0,0.87,Promotion
E02435,2023-04-01,G5,1538000.0,102000.0,1640000.0,0.93,Joining
E02435,2024-04-01,G5,1609300.0,178500.0,1787800.0,0.98,Annual Review
E02435,2025-04-01,G5,1658700.0,330300.0,1988900.0,1.01,Market Correction
E02435,2026-04-01,G5,1878900.0,199200.0,2078200.0,1.14,Joining
E02436,2022-04-01,G5,1798900.0,138100.0,1937000.0,1.09,Market Correction
E02436,2023-04-01,G5,2024500.0,258300.0,2282800.0,1.23,Promotion
E02436,2024-04-01,G5,2178400.0,283700.0,2462000.0,1.32,Joining
E02436,2025-04-01,G5,2281600.0,421000.0,2702600.0,1.38,Promotion
E02436,2026-04-01,G5,2495800.0,491200.0,2987000.0,1.51,Joining
E02437,2022-04-01,G3,668800.0,48700.0,717400.0,0.88,Joining
E02437,2023-04-01,G3,731000.0,42600.0,773600.0,0.96,Market Correction
E02437,2024-04-01,G3,795300.0,104100.0,899400.0,1.05,Joining
E02437,2025-04-01,G3,832800.0,151500.0,984400.0,1.1,Joining
E02437,2026-04-01,G3,861300.0,156100.0,1017300.0,1.13,Market Correction
E02438,2026-07-12,G3,758500.0,104800.0,863300.0,1.0,Annual Review
E02439,2022-04-01,G5,1428800.0,221100.0,1649900.0,0.87,Market Correction
E02439,2023-04-01,G5,1555800.0,282300.0,1838100.0,0.94,Joining
E02439,2024-04-01,G5,1629700.0,182900.0,1812500.0,0.99,Joining
E02439,2025-04-01,G5,1812200.0,316300.0,2128400.0,1.1,Promotion
E02439,2026-04-01,G5,1923000.0,193200.0,2116100.0,1.17,Annual Review
E02441,2022-04-01,G2,489300.0,72300.0,561600.0,0.94,Joining
E02441,2023-04-01,G2,538200.0,105800.0,644000.0,1.04,Joining
E02441,2024-04-01,G2,581000.0,87400.0,668400.0,1.12,Joining
E02441,2025-04-01,G2,601100.0,29800.0,630900.0,1.16,Promotion
E02441,2026-04-01,G2,654600.0,81700.0,736300.0,1.26,Market Correction
E02442,2022-04-01,G2,601400.0,95700.0,697200.0,1.16,Promotion
E02442,2023-04-01,G2,629600.0,74800.0,704400.0,1.21,Promotion
E02442,2024-04-01,G2,693200.0,133800.0,827000.0,1.33,Market Correction
E02442,2025-04-01,G2,729700.0,32000.0,761700.0,1.4,Joining
E02442,2026-04-01,G2,764800.0,32800.0,797600.0,1.47,Joining
E02443,2025-04-01,G5,1504800.0,63800.0,1568600.0,0.91,Annual Review
E02443,2026-04-01,G5,1638500.0,193600.0,1832100.0,0.99,Promotion
E02444,2022-04-01,G4,887300.0,168800.0,1056100.0,0.81,Joining
E02444,2023-04-01,G4,993700.0,49100.0,1042800.0,0.9,Market Correction
E02444,2024-04-01,G4,1032500.0,177300.0,1209800.0,0.94,Promotion
E02445,2022-04-01,G1,304900.0,34300.0,339200.0,0.85,Market Correction
E02445,2023-04-01,G1,327500.0,52200.0,379700.0,0.91,Market Correction
E02445,2024-04-01,G1,364900.0,30900.0,395800.0,1.01,Annual Review
E02445,2025-04-01,G1,380700.0,58800.0,439500.0,1.06,Annual Review
E02445,2026-04-01,G1,418500.0,50400.0,468900.0,1.16,Joining
E02446,2023-10-15,G3,647500.0,51300.0,698800.0,0.85,Joining
E02446,2024-04-01,G3,673100.0,70000.0,743100.0,0.89,Market Correction
E02446,2025-04-01,G3,736700.0,47900.0,784600.0,0.97,Joining
E02446,2026-04-01,G3,760600.0,32900.0,793500.0,1.0,Joining
E02447,2026-04-01,G2,458000.0,42600.0,500600.0,0.88,Annual Review
E02448,2024-10-15,G4,1234200.0,74400.0,1308700.0,1.12,Promotion
E02448,2025-04-01,G4,1278500.0,150600.0,1429200.0,1.16,Annual Review
E02448,2026-04-01,G4,1435400.0,214000.0,1649400.0,1.3,Joining
E02449,2022-04-01,G3,815700.0,48600.0,864300.0,1.07,Annual Review
E02449,2023-04-01,G3,899400.0,65600.0,965000.0,1.18,Market Correction
E02449,2024-04-01,G3,1002200.0,103600.0,1105900.0,1.32,Joining
E02449,2025-04-01,G3,1139700.0,46500.0,1186200.0,1.5,Annual Review
E02449,2026-04-01,G3,1295900.0,210700.0,1506700.0,1.71,Market Correction
E02450,2022-04-01,G3,859100.0,141600.0,1000600.0,1.13,Joining
E02450,2023-04-01,G3,894100.0,104100.0,998200.0,1.18,Promotion
E02450,2024-04-01,G3,926700.0,109900.0,1036600.0,1.22,Annual Review
E02450,2025-04-01,G3,972600.0,110800.0,1083400.0,1.28,Annual Review
E02450,2026-04-01,G3,1004800.0,169400.0,1174200.0,1.32,Joining
E02451,2022-04-01,G1,418700.0,79600.0,498300.0,1.16,Joining
E02451,2023-04-01,G1,473900.0,89900.0,563900.0,1.32,Joining
E02451,2024-04-01,G1,500900.0,46400.0,547400.0,1.39,Promotion
E02451,2025-04-01,G1,567500.0,102100.0,669600.0,1.58,Promotion
E02451,2026-04-01,G1,599500.0,118400.0,717900.0,1.67,Promotion
E02452,2025-04-01,G1,293200.0,26900.0,320100.0,0.81,Joining
E02452,2026-04-01,G1,322500.0,58200.0,380700.0,0.9,Annual Review
E02453,2022-04-01,G4,1115400.0,189700.0,1305100.0,1.01,Joining
E02453,2023-04-01,G4,1257000.0,143200.0,1400100.0,1.14,Annual Review
E02453,2024-04-01,G4,1395300.0,189500.0,1584800.0,1.27,Joining
E02453,2025-04-01,G4,1455200.0,228000.0,1683200.0,1.32,Promotion
E02453,2026-04-01,G4,1606400.0,226000.0,1832400.0,1.46,Joining
E02454,2022-04-01,G4,1249000.0,246700.0,1495700.0,1.14,Joining
E02455,2023-07-23,G4,925500.0,147300.0,1072900.0,0.84,Annual Review
E02455,2024-04-01,G4,1047700.0,183700.0,1231500.0,0.95,Market Correction
E02455,2025-04-01,G4,1153800.0,137300.0,1291100.0,1.05,Annual Review
E02455,2026-04-01,G4,1223500.0,217400.0,1440900.0,1.11,Market Correction
E02456,2022-04-01,G4,1240900.0,144100.0,1385000.0,1.13,Market Correction
E02456,2023-04-01,G4,1392300.0,229500.0,1621800.0,1.27,Joining
E02456,2024-04-01,G4,1578000.0,193500.0,1771600.0,1.43,Market Correction
E02456,2025-04-01,G4,1659500.0,78500.0,1738000.0,1.51,Promotion
E02456,2026-04-01,G4,1885700.0,245900.0,2131600.0,1.71,Market Correction
E02457,2023-05-25,G2,494800.0,57300.0,552100.0,0.95,Joining
E02457,2024-04-01,G2,557400.0,68800.0,626100.0,1.07,Market Correction
E02457,2025-04-01,G2,622000.0,62500.0,684500.0,1.2,Annual Review
E02457,2026-04-01,G2,667800.0,103100.0,770900.0,1.28,Promotion
E02458,2022-05-31,G3,626800.0,26900.0,653700.0,0.82,Joining
E02458,2023-04-01,G3,704600.0,108600.0,813300.0,0.93,Joining
E02458,2024-04-01,G3,779200.0,126600.0,905700.0,1.03,Promotion
E02458,2025-04-01,G3,859900.0,122400.0,982300.0,1.13,Market Correction
E02459,2022-04-01,G5,1854100.0,135800.0,1989900.0,1.12,Annual Review
E02459,2023-04-01,G5,1963000.0,229900.0,2193000.0,1.19,Market Correction
E02459,2024-04-01,G5,2183200.0,89000.0,2272200.0,1.32,Promotion
E02460,2022-04-01,G4,1183200.0,214100.0,1397300.0,1.08,Joining
E02460,2023-04-01,G4,1286800.0,215700.0,1502400.0,1.17,Annual Review
E02460,2024-04-01,G4,1345900.0,242200.0,1588000.0,1.22,Market Correction
E02460,2025-04-01,G4,1386500.0,260900.0,1647300.0,1.26,Annual Review
E02460,2026-04-01,G4,1521400.0,104200.0,1625600.0,1.38,Promotion
E02461,2025-11-02,G3,793500.0,52300.0,845800.0,1.04,Joining
E02461,2026-04-01,G3,858700.0,87900.0,946600.0,1.13,Promotion
E02462,2022-04-01,G3,814000.0,41700.0,855700.0,1.07,Annual Review
E02462,2023-04-01,G3,854000.0,98400.0,952400.0,1.12,Promotion
E02462,2024-04-01,G3,902800.0,39100.0,942000.0,1.19,Annual Review
E02462,2025-04-01,G3,954900.0,54300.0,1009200.0,1.26,Joining
E02462,2026-04-01,G3,1087800.0,128600.0,1216300.0,1.43,Market Correction
E02463,2022-04-01,G5,1440300.0,255300.0,1695600.0,0.87,Market Correction
E02463,2023-04-01,G5,1557800.0,164400.0,1722300.0,0.94,Annual Review
E02463,2024-04-01,G5,1694900.0,202400.0,1897300.0,1.03,Annual Review
E02463,2025-04-01,G5,1830500.0,260800.0,2091300.0,1.11,Joining
E02464,2022-08-29,G3,634100.0,39100.0,673200.0,0.83,Promotion
E02464,2023-04-01,G3,677800.0,130800.0,808600.0,0.89,Annual Review
E02464,2024-04-01,G3,719100.0,104100.0,823200.0,0.95,Promotion
E02465,2023-04-01,G1,337000.0,37100.0,374000.0,0.94,Joining
E02465,2024-04-01,G1,357700.0,45700.0,403400.0,0.99,Promotion
E02465,2025-04-01,G1,403400.0,28100.0,431500.0,1.12,Joining
E02465,2026-04-01,G1,421200.0,40300.0,461600.0,1.17,Joining
E02466,2025-04-01,G3,715100.0,131700.0,846900.0,0.94,Annual Review
E02466,2026-04-01,G3,748200.0,136000.0,884100.0,0.98,Promotion
E02467,2023-06-12,G2,561800.0,42400.0,604200.0,1.08,Annual Review
E02467,2024-04-01,G2,599300.0,117500.0,716800.0,1.15,Annual Review
E02467,2025-04-01,G2,625900.0,91400.0,717300.0,1.2,Market Correction
E02467,2026-04-01,G2,694400.0,123600.0,818000.0,1.34,Promotion
E02468,2022-04-01,G3,787400.0,63500.0,850900.0,1.04,Joining
E02468,2023-04-01,G3,855200.0,161800.0,1017000.0,1.13,Market Correction
E02468,2024-04-01,G3,889500.0,79900.0,969400.0,1.17,Joining
E02468,2025-04-01,G3,996700.0,117400.0,1114100.0,1.31,Promotion
E02468,2026-04-01,G3,1069400.0,98400.0,1167800.0,1.41,Joining
E02469,2025-05-31,G2,422500.0,41000.0,463500.0,0.81,Annual Review
E02469,2026-04-01,G2,440200.0,44600.0,484800.0,0.85,Market Correction
E02470,2022-04-01,G3,851500.0,140400.0,991900.0,1.12,Market Correction
E02470,2023-04-01,G3,940400.0,149400.0,1089800.0,1.24,Annual Review
E02470,2024-04-01,G3,988800.0,64200.0,1053000.0,1.3,Promotion
