Application_ID,Employee_ID,Department,Role,Source,Application_Date,Interview_Date,Offer_Date,Joining_Date,Interview_Score,Assessment_Score,Offer_Accepted,Joined,Recruitment_Cost_INR,Recruiter
A005824,,Customer Success,Customer Success Manager,Agency,2025-01-18,2025-01-22,2025-01-27,,64,57,No,No,12043,Recruiter B
A005825,E02914,Customer Success,Customer Success Manager,Referral,2025-01-02,2025-01-17,2025-01-23,2025-02-13,68,95,Yes,Yes,11192,Recruiter A
A005826,,Finance,Senior Finance Analyst,Agency,2024-06-19,2024-07-05,2024-07-18,,56,58,No,No,9941,Recruiter B
A005827,E02915,Finance,Senior Finance Analyst,Company Website,2024-05-29,2024-06-13,2024-06-18,2024-07-15,90,63,Yes,Yes,3906,Recruiter D
A005828,,Marketing,Digital Marketing Analyst,Company Website,2022-12-02,2022-12-17,2022-12-28,,73,68,No,No,12452,Recruiter B
A005829,E02916,Marketing,Digital Marketing Analyst,Job Portal,2022-12-13,2022-12-26,2022-12-31,2023-01-22,95,63,Yes,Yes,13614,Recruiter A
A005830,E02917,Marketing,Product Marketing Manager,LinkedIn,2022-04-26,2022-05-05,2022-05-08,2022-06-16,83,87,Yes,Yes,8126,Recruiter D
A005831,,Marketing,Product Marketing Manager,LinkedIn,2022-03-26,2022-04-11,2022-04-22,,95,59,Yes,No,11590,Recruiter A
A005832,,Marketing,Product Marketing Manager,Company Website,2022-05-09,2022-05-11,2022-05-15,,91,69,No,No,13739,Recruiter A
A005833,E02918,Supply Chain,Procurement Specialist,LinkedIn,2021-11-01,2021-11-09,2021-11-17,2022-01-26,91,82,Yes,Yes,12207,Recruiter A
A005834,,Supply Chain,Procurement Specialist,Referral,2021-11-10,2021-11-12,2021-11-25,,88,91,No,No,15866,Recruiter C
A005835,,Supply Chain,Logistics Manager,Campus,2017-10-19,2017-10-23,2017-10-29,,69,50,No,No,10862,Recruiter D
A005836,E02919,Supply Chain,Logistics Manager,Internal Mobility,2017-10-29,2017-11-15,2017-11-24,2018-01-19,70,64,Yes,Yes,7222,Recruiter C
A005837,E02920,Supply Chain,Procurement Specialist,Company Website,2024-04-19,2024-04-24,2024-05-01,2024-06-03,72,93,Yes,Yes,6948,Recruiter D
A005838,,Supply Chain,Procurement Specialist,Job Portal,2024-04-04,2024-04-15,2024-04-18,,90,56,No,No,10742,Recruiter A
A005839,,Supply Chain,Procurement Specialist,Referral,2024-02-27,2024-03-01,2024-03-08,,68,69,No,No,6970,Recruiter B
A005840,E02921,Technology,Senior Software Engineer,Campus,2024-11-20,2024-11-30,2024-12-09,2025-02-07,76,66,Yes,Yes,6018,Recruiter B
A005841,,Customer Success,Support Analyst,Agency,2022-04-07,2022-04-12,2022-04-24,,80,76,No,No,11871,Recruiter A
A005842,,Customer Success,Support Analyst,Agency,2022-05-10,2022-05-24,2022-05-30,,69,59,No,No,15515,Recruiter C
A005843,E02922,Customer Success,Support Analyst,LinkedIn,2022-04-27,2022-05-03,2022-05-10,2022-07-12,68,71,Yes,Yes,5445,Recruiter A
A005844,,Technology,Engineering Manager,Agency,2018-02-15,2018-03-03,2018-03-06,,91,72,Yes,No,11859,Recruiter B
A005845,,Technology,Engineering Manager,Job Portal,2018-03-05,2018-03-16,2018-03-27,,58,64,No,No,6009,Recruiter B
A005846,E02923,Technology,Engineering Manager,LinkedIn,2018-03-20,2018-04-04,2018-04-11,2018-05-25,72,78,Yes,Yes,15937,Recruiter B
A005847,,Marketing,Brand Manager,Job Portal,2023-08-28,2023-08-31,2023-09-05,,88,55,No,No,7679,Recruiter D
A005848,,Marketing,Brand Manager,Agency,2023-10-05,2023-10-10,2023-10-24,,72,90,Yes,No,6999,Recruiter A
A005849,E02924,Marketing,Brand Manager,Agency,2023-09-01,2023-09-16,2023-09-25,2023-11-16,56,71,Yes,Yes,5641,Recruiter C
A005850,E02925,Supply Chain,Procurement Specialist,Campus,2017-12-24,2018-01-02,2018-01-16,2018-02-06,92,60,Yes,Yes,10305,Recruiter D
A005851,,Supply Chain,Procurement Specialist,Campus,2018-01-09,2018-01-21,2018-01-31,,75,87,Yes,No,6076,Recruiter B
A005852,,Marketing,Brand Manager,Internal Mobility,2019-06-13,2019-06-19,2019-06-21,,81,73,Yes,No,8292,Recruiter D
A005853,E02926,Marketing,Brand Manager,LinkedIn,2019-05-27,2019-06-14,2019-06-16,2019-08-06,70,81,Yes,Yes,6836,Recruiter A
A005854,E02927,Marketing,Marketing Executive,Campus,2019-12-23,2020-01-08,2020-01-19,2020-03-31,86,69,Yes,Yes,14055,Recruiter C
A005855,,Technology,Tech Lead,Campus,2019-01-14,2019-01-24,2019-01-27,,57,70,No,No,7072,Recruiter C
A005856,E02928,Technology,Tech Lead,Campus,2019-01-16,2019-02-02,2019-02-05,2019-04-05,90,88,Yes,Yes,3880,Recruiter D
A005857,E02929,Sales,Key Account Manager,Referral,2025-08-13,2025-08-22,2025-08-28,2025-10-08,68,78,Yes,Yes,4649,Recruiter D
A005858,,Technology,Data Analyst,Company Website,2022-06-25,2022-07-03,2022-07-07,,84,95,No,No,3318,Recruiter D
A005859,E02930,Technology,Data Analyst,Company Website,2022-04-20,2022-04-26,2022-05-08,2022-07-27,72,69,Yes,Yes,4558,Recruiter D
A005860,,Technology,Data Analyst,Company Website,2022-05-13,2022-05-28,2022-06-11,,85,56,Yes,No,12174,Recruiter D
A005861,E02931,Customer Success,Customer Success Executive,Company Website,2023-03-07,2023-03-25,2023-04-01,2023-05-05,67,77,Yes,Yes,4076,Recruiter B
A005862,E02932,Supply Chain,Planner,Campus,2025-08-14,2025-08-23,2025-08-29,2025-09-18,79,64,Yes,Yes,12010,Recruiter A
A005863,,Supply Chain,Planner,Internal Mobility,2025-06-27,2025-06-30,2025-07-08,,86,91,No,No,15190,Recruiter A
A005864,,Supply Chain,Planner,Company Website,2025-06-28,2025-07-08,2025-07-18,,94,59,No,No,3569,Recruiter B
A005865,E02933,Operations,Operations Analyst,Agency,2020-07-30,2020-08-14,2020-08-21,2020-10-15,87,87,Yes,Yes,4888,Recruiter C
A005866,E02934,Finance,Finance Manager,Referral,2017-09-11,2017-09-17,2017-09-24,2017-11-11,69,55,Yes,Yes,9258,Recruiter C
A005867,,Finance,Finance Manager,LinkedIn,2017-08-16,2017-08-24,2017-08-27,,87,87,Yes,No,7455,Recruiter C
A005868,E02935,Human Resources,HR Manager,Campus,2017-10-16,2017-10-23,2017-11-04,2017-11-23,82,77,Yes,Yes,14047,Recruiter D
A005869,,Human Resources,L&D Specialist,Campus,2019-08-05,2019-08-22,2019-09-03,,70,55,Yes,No,8735,Recruiter A
A005870,E02936,Human Resources,L&D Specialist,Company Website,2019-06-06,2019-06-16,2019-06-30,2019-09-09,63,70,Yes,Yes,3354,Recruiter B
A005871,E02937,Human Resources,HR Manager,Company Website,2017-06-20,2017-06-29,2017-07-11,2017-08-21,67,87,Yes,Yes,10237,Recruiter D
A005872,,Human Resources,HR Manager,Job Portal,2017-06-14,2017-06-21,2017-06-25,,85,73,No,No,17531,Recruiter A
A005873,E02938,Finance,Senior Finance Analyst,Referral,2022-11-27,2022-12-13,2022-12-24,2023-01-30,80,64,Yes,Yes,15903,Recruiter B
A005874,,Finance,Senior Finance Analyst,Campus,2022-12-27,2022-12-29,2023-01-09,,92,93,No,No,3432,Recruiter D
A005875,,Finance,Senior Finance Analyst,Job Portal,2022-12-26,2022-12-30,2023-01-02,,92,93,Yes,No,9714,Recruiter C
A005876,,Human Resources,HR Executive,Agency,2024-04-05,2024-04-07,2024-04-15,,93,83,Yes,No,7747,Recruiter A
A005877,E02939,Human Resources,HR Executive,Company Website,2024-04-25,2024-05-04,2024-05-15,2024-06-10,94,56,Yes,Yes,9839,Recruiter B
A005878,,Human Resources,HR Executive,LinkedIn,2024-04-13,2024-04-25,2024-04-29,,62,57,No,No,4258,Recruiter A
A005879,E02940,Human Resources,L&D Specialist,Referral,2020-06-09,2020-06-16,2020-06-30,2020-07-05,60,89,Yes,Yes,13138,Recruiter A
A005880,,Human Resources,L&D Specialist,Campus,2020-04-11,2020-04-27,2020-05-01,,63,53,No,No,7501,Recruiter B
A005881,,Human Resources,L&D Specialist,LinkedIn,2023-04-19,2023-05-01,2023-05-06,,56,93,Yes,No,15932,Recruiter C
A005882,E02941,Human Resources,L&D Specialist,Job Portal,2023-03-22,2023-04-05,2023-04-18,2023-06-06,67,55,Yes,Yes,17994,Recruiter C
A005883,E02942,Operations,Operations Manager,Company Website,2020-08-12,2020-08-14,2020-08-17,2020-09-08,61,64,Yes,Yes,5009,Recruiter B
A005884,,Human Resources,Talent Acquisition Specialist,Company Website,2023-04-04,2023-04-12,2023-04-17,,72,53,No,No,10015,Recruiter A
A005885,E02943,Human Resources,Talent Acquisition Specialist,Company Website,2023-03-25,2023-04-04,2023-04-06,2023-07-02,94,76,Yes,Yes,12673,Recruiter D
A005886,,Human Resources,Talent Acquisition Specialist,Campus,2023-05-12,2023-05-30,2023-06-12,,82,90,Yes,No,8984,Recruiter D
A005887,E02944,Supply Chain,Procurement Specialist,Referral,2019-09-12,2019-09-14,2019-09-28,2019-11-08,90,58,Yes,Yes,6193,Recruiter A
A005888,,Technology,Data Scientist,Job Portal,2022-08-22,2022-09-08,2022-09-13,,70,69,No,No,12041,Recruiter C
A005889,E02945,Technology,Data Scientist,Referral,2022-08-09,2022-08-20,2022-09-01,2022-09-20,74,81,Yes,Yes,17860,Recruiter C
A005890,E02946,Technology,Software Engineer,LinkedIn,2018-09-10,2018-09-14,2018-09-25,2018-10-05,85,81,Yes,Yes,7077,Recruiter A
A005891,E02947,Customer Success,Customer Success Manager,Job Portal,2021-07-05,2021-07-14,2021-07-24,2021-09-06,78,71,Yes,Yes,5895,Recruiter B
A005892,,Customer Success,Customer Success Manager,LinkedIn,2021-07-26,2021-08-04,2021-08-12,,71,66,No,No,3400,Recruiter D
A005893,,Customer Success,Customer Success Manager,Company Website,2021-07-31,2021-08-11,2021-08-18,,61,70,No,No,12435,Recruiter D
A005894,E02948,Customer Success,Support Analyst,Company Website,2022-10-19,2022-10-31,2022-11-02,2023-01-18,77,90,Yes,Yes,17467,Recruiter C
A005895,,Customer Success,Support Analyst,Internal Mobility,2022-11-16,2022-12-02,2022-12-08,,95,81,No,No,11518,Recruiter A
A005896,,Human Resources,L&D Specialist,Campus,2025-10-26,2025-11-01,2025-11-09,,78,54,No,No,8135,Recruiter D
A005897,,Human Resources,L&D Specialist,Agency,2025-11-14,2025-11-30,2025-12-12,,74,66,Yes,No,11310,Recruiter C
A005898,E02949,Human Resources,L&D Specialist,Job Portal,2025-10-15,2025-10-26,2025-11-04,2025-12-31,79,95,Yes,Yes,13820,Recruiter D
A005899,E02950,Finance,Finance Manager,Campus,2023-09-03,2023-09-16,2023-09-27,2023-10-03,65,82,Yes,Yes,5881,Recruiter D
A005900,,Human Resources,L&D Specialist,Job Portal,2022-01-12,2022-01-23,2022-01-27,,83,86,No,No,15446,Recruiter A
A005901,,Human Resources,L&D Specialist,Agency,2021-12-29,2022-01-02,2022-01-07,,55,90,No,No,8810,Recruiter B
A005902,E02951,Human Resources,L&D Specialist,Referral,2021-12-27,2022-01-12,2022-01-25,2022-02-24,71,94,Yes,Yes,7364,Recruiter D
A005903,,Technology,Data Scientist,Company Website,2023-12-23,2024-01-02,2024-01-11,,80,77,No,No,16743,Recruiter C
A005904,E02952,Technology,Data Scientist,LinkedIn,2024-02-15,2024-03-02,2024-03-16,2024-03-20,83,62,Yes,Yes,16261,Recruiter B
A005905,,Technology,Data Scientist,Internal Mobility,2023-12-23,2024-01-06,2024-01-08,,87,89,No,No,10036,Recruiter A
A005906,E02953,Sales,Regional Sales Manager,Referral,2022-12-06,2022-12-10,2022-12-23,2023-02-13,59,68,Yes,Yes,5999,Recruiter A
A005907,,Marketing,Marketing Executive,Campus,2023-07-06,2023-07-22,2023-07-29,,89,52,No,No,7900,Recruiter A
A005908,E02954,Marketing,Marketing Executive,Agency,2023-05-10,2023-05-23,2023-05-27,2023-08-09,78,75,Yes,Yes,14781,Recruiter C
A005909,E02955,Sales,Key Account Manager,Campus,2017-12-17,2017-12-28,2017-12-30,2018-01-27,63,54,Yes,Yes,12944,Recruiter D
A005910,E02956,Customer Success,Support Analyst,Campus,2025-10-14,2025-10-17,2025-10-22,2025-12-23,91,51,Yes,Yes,11556,Recruiter C
A005911,,Customer Success,Support Analyst,Agency,2025-11-13,2025-11-16,2025-11-22,,87,87,No,No,12455,Recruiter B
A005912,,Customer Success,Support Analyst,Company Website,2025-11-14,2025-11-18,2025-11-30,,86,90,No,No,17324,Recruiter A
A005913,E02957,Sales,Regional Sales Manager,Campus,2024-07-09,2024-07-26,2024-08-03,2024-08-10,60,87,Yes,Yes,8058,Recruiter B
A005914,,Sales,Regional Sales Manager,Agency,2024-06-17,2024-07-01,2024-07-06,,83,65,No,No,10862,Recruiter D
A005915,,Sales,Regional Sales Manager,Job Portal,2024-06-29,2024-07-14,2024-07-16,,65,72,Yes,No,8229,Recruiter A
A005916,E02958,Finance,Finance Analyst,Company Website,2023-05-08,2023-05-18,2023-05-27,2023-07-17,81,85,Yes,Yes,7757,Recruiter B
A005917,E02959,Marketing,Brand Manager,Agency,2017-12-14,2017-12-27,2018-01-03,2018-01-29,65,70,Yes,Yes,7986,Recruiter D
A005918,E02960,Operations,Operations Manager,Company Website,2018-03-18,2018-03-29,2018-04-09,2018-04-21,83,95,Yes,Yes,4839,Recruiter B
A005919,,Technology,Engineering Manager,Internal Mobility,2020-05-29,2020-06-08,2020-06-14,,94,93,No,No,16813,Recruiter B
A005920,E02961,Technology,Engineering Manager,Internal Mobility,2020-04-18,2020-05-05,2020-05-19,2020-07-09,93,95,Yes,Yes,17180,Recruiter A
A005921,E02962,Marketing,Product Marketing Manager,Company Website,2019-08-18,2019-08-28,2019-09-04,2019-11-15,89,75,Yes,Yes,14992,Recruiter D
A005922,,Customer Success,Customer Success Executive,LinkedIn,2017-12-07,2017-12-18,2018-01-01,,69,88,No,No,17574,Recruiter B
A005923,E02963,Customer Success,Customer Success Executive,LinkedIn,2018-01-17,2018-02-03,2018-02-11,2018-03-16,64,51,Yes,Yes,14564,Recruiter D
A005924,,Finance,Senior Finance Analyst,Agency,2026-06-18,2026-06-20,2026-06-28,,86,85,Yes,No,7354,Recruiter B
A005925,E02964,Finance,Senior Finance Analyst,Campus,2026-05-22,2026-06-07,2026-06-20,2026-08-21,70,69,Yes,Yes,13927,Recruiter D
A005926,,Marketing,Brand Manager,Company Website,2022-11-14,2022-11-18,2022-11-29,,85,94,Yes,No,9872,Recruiter B
A005927,E02965,Marketing,Brand Manager,LinkedIn,2022-10-21,2022-11-01,2022-11-11,2022-12-26,76,77,Yes,Yes,4002,Recruiter A
A005928,,Marketing,Brand Manager,LinkedIn,2022-10-26,2022-11-01,2022-11-03,,65,73,No,No,9968,Recruiter D
A005929,,Marketing,Product Marketing Manager,Campus,2020-12-16,2021-01-02,2021-01-12,,74,85,No,No,15832,Recruiter B
A005930,,Marketing,Product Marketing Manager,Campus,2020-12-01,2020-12-03,2020-12-15,,78,91,Yes,No,16263,Recruiter C
A005931,E02966,Marketing,Product Marketing Manager,LinkedIn,2020-11-02,2020-11-16,2020-11-28,2021-01-18,74,50,Yes,Yes,7022,Recruiter A
A005932,E02967,Human Resources,HR Manager,Company Website,2017-02-02,2017-02-16,2017-02-20,2017-03-08,87,61,Yes,Yes,3344,Recruiter C
A005933,,Human Resources,HR Manager,Job Portal,2017-01-08,2017-01-23,2017-01-26,,65,89,No,No,11493,Recruiter A
A005934,,Human Resources,HR Manager,Job Portal,2016-12-09,2016-12-14,2016-12-19,,81,86,No,No,4545,Recruiter D
A005935,,Technology,Data Analyst,LinkedIn,2025-01-14,2025-01-25,2025-01-30,,75,83,No,No,17119,Recruiter C
A005936,E02968,Technology,Data Analyst,Job Portal,2025-02-28,2025-03-06,2025-03-16,2025-04-01,91,85,Yes,Yes,13533,Recruiter B
A005937,,Technology,Data Analyst,Agency,2025-01-13,2025-01-26,2025-01-28,,82,76,No,No,12646,Recruiter C
A005938,E02969,Marketing,Product Marketing Manager,LinkedIn,2019-09-05,2019-09-14,2019-09-22,2019-11-13,94,68,Yes,Yes,12335,Recruiter D
A005939,,Human Resources,HR Executive,Job Portal,2025-01-12,2025-01-20,2025-01-25,,76,70,No,No,6918,Recruiter C
A005940,E02970,Human Resources,HR Executive,Referral,2025-01-04,2025-01-21,2025-01-24,2025-03-17,79,74,Yes,Yes,12716,Recruiter D
A005941,,Human Resources,HR Executive,Campus,2024-12-21,2024-12-25,2025-01-06,,58,79,No,No,15584,Recruiter C
A005942,E02971,Human Resources,HR Business Partner,LinkedIn,2019-08-05,2019-08-23,2019-09-05,2019-09-24,75,74,Yes,Yes,16922,Recruiter B
A005943,,Human Resources,HR Business Partner,Internal Mobility,2019-08-13,2019-08-19,2019-08-27,,70,93,No,No,13606,Recruiter A
A005944,E02972,Human Resources,HR Business Partner,Campus,2019-07-24,2019-08-11,2019-08-23,2019-10-11,69,93,Yes,Yes,2638,Recruiter B
A005945,,Human Resources,HR Business Partner,Campus,2019-09-07,2019-09-17,2019-09-21,,75,78,Yes,No,6124,Recruiter A
A005946,,Technology,Senior Software Engineer,LinkedIn,2026-06-27,2026-07-12,2026-07-25,,57,75,No,No,7498,Recruiter B
A005947,E02973,Technology,Senior Software Engineer,Job Portal,2026-07-28,2026-08-05,2026-08-16,2026-08-23,67,72,Yes,Yes,15762,Recruiter C
A005948,E02974,Supply Chain,Logistics Manager,Company Website,2022-08-20,2022-08-23,2022-08-27,2022-11-15,85,71,Yes,Yes,11950,Recruiter A
A005949,,Supply Chain,Logistics Manager,Company Website,2022-08-24,2022-09-02,2022-09-15,,83,53,No,No,5970,Recruiter A
A005950,E02975,Finance,Finance Analyst,LinkedIn,2023-10-17,2023-11-03,2023-11-09,2023-12-30,76,92,Yes,Yes,11800,Recruiter C
A005951,E02976,Operations,Team Lead,Campus,2021-03-13,2021-03-27,2021-03-31,2021-04-11,73,79,Yes,Yes,12992,Recruiter A
A005952,,Operations,Team Lead,Referral,2021-01-22,2021-01-29,2021-02-05,,95,71,No,No,12417,Recruiter C
A005953,,Operations,Team Lead,Company Website,2021-01-20,2021-01-22,2021-02-01,,58,65,No,No,15257,Recruiter A
A005954,,Technology,Data Analyst,Company Website,2023-06-19,2023-06-26,2023-07-06,,87,76,Yes,No,15698,Recruiter C
A005955,E02977,Technology,Data Analyst,Agency,2023-08-16,2023-08-26,2023-09-04,2023-09-23,85,54,Yes,Yes,9332,Recruiter C
A005956,,Supply Chain,Procurement Specialist,Agency,2020-04-08,2020-04-12,2020-04-16,,88,95,Yes,No,9269,Recruiter D
A005957,E02978,Supply Chain,Procurement Specialist,Internal Mobility,2020-04-02,2020-04-06,2020-04-16,2020-07-10,79,53,Yes,Yes,11940,Recruiter C
A005958,,Marketing,Marketing Executive,Internal Mobility,2019-12-19,2020-01-04,2020-01-07,,66,59,No,No,12888,Recruiter C
A005959,,Marketing,Marketing Executive,Campus,2019-12-03,2019-12-08,2019-12-20,,71,70,No,No,15199,Recruiter B
A005960,E02979,Marketing,Marketing Executive,Referral,2019-11-11,2019-11-29,2019-12-07,2020-02-11,68,72,Yes,Yes,15971,Recruiter B
A005961,E02980,Sales,Sales Analyst,LinkedIn,2017-07-10,2017-07-15,2017-07-18,2017-09-05,78,76,Yes,Yes,11206,Recruiter B
A005962,,Sales,Sales Analyst,Agency,2017-06-14,2017-07-02,2017-07-16,,63,69,Yes,No,6549,Recruiter D
A005963,,Human Resources,HR Business Partner,LinkedIn,2017-05-20,2017-05-27,2017-05-30,,84,52,Yes,No,8417,Recruiter D
A005964,E02981,Human Resources,HR Business Partner,Company Website,2017-07-02,2017-07-09,2017-07-15,2017-08-06,60,90,Yes,Yes,14604,Recruiter C
A005965,E02982,Finance,Finance Analyst,Company Website,2017-10-22,2017-10-27,2017-10-31,2018-01-08,55,75,Yes,Yes,10921,Recruiter B
A005966,,Customer Success,Customer Success Manager,Campus,2018-06-10,2018-06-16,2018-06-30,,58,57,No,No,7498,Recruiter C
A005967,E02983,Customer Success,Customer Success Manager,Internal Mobility,2018-06-16,2018-06-24,2018-06-28,2018-08-22,79,73,Yes,Yes,11295,Recruiter D
A005968,,Sales,Key Account Manager,LinkedIn,2022-10-07,2022-10-16,2022-10-24,,62,86,No,No,11671,Recruiter D
A005969,E02984,Sales,Key Account Manager,Campus,2022-09-19,2022-10-07,2022-10-09,2022-11-06,65,63,Yes,Yes,10922,Recruiter B
A005970,,Sales,Key Account Manager,LinkedIn,2022-09-06,2022-09-17,2022-09-22,,95,50,Yes,No,14939,Recruiter D
A005971,E02985,Customer Success,Support Analyst,Campus,2017-05-08,2017-05-16,2017-05-20,2017-07-10,84,86,Yes,Yes,7972,Recruiter C
A005972,,Customer Success,Support Analyst,Job Portal,2017-04-07,2017-04-22,2017-04-25,,72,74,Yes,No,15504,Recruiter D
A005973,E02986,Customer Success,Support Analyst,Referral,2017-05-31,2017-06-04,2017-06-14,2017-07-12,67,51,Yes,Yes,3376,Recruiter C
A005974,E02987,Sales,Sales Executive,Agency,2021-07-18,2021-07-26,2021-08-09,2021-09-09,80,73,Yes,Yes,5857,Recruiter A
A005975,E02988,Finance,Finance Manager,Campus,2025-03-08,2025-03-13,2025-03-24,2025-06-01,84,75,Yes,Yes,3477,Recruiter A
A005976,,Finance,Finance Manager,Internal Mobility,2025-02-27,2025-03-06,2025-03-18,,70,58,No,No,6205,Recruiter D
A005977,,Supply Chain,Procurement Specialist,Company Website,2024-07-09,2024-07-22,2024-07-29,,83,66,No,No,7566,Recruiter D
A005978,E02989,Supply Chain,Procurement Specialist,Referral,2024-06-07,2024-06-20,2024-06-28,2024-09-12,62,90,Yes,Yes,7269,Recruiter A
A005979,E02990,Customer Success,Support Analyst,Internal Mobility,2023-03-23,2023-03-31,2023-04-11,2023-05-24,57,82,Yes,Yes,14258,Recruiter C
A005980,,Customer Success,Support Analyst,Job Portal,2023-03-02,2023-03-04,2023-03-15,,85,55,No,No,7929,Recruiter A
A005981,,Customer Success,Support Analyst,Agency,2023-03-12,2023-03-16,2023-03-24,,82,62,No,No,12434,Recruiter C
A005982,,Operations,Operations Analyst,Campus,2018-01-07,2018-01-21,2018-01-23,,67,74,No,No,11927,Recruiter C
A005983,E02991,Operations,Operations Analyst,Internal Mobility,2017-12-01,2017-12-09,2017-12-15,2018-02-01,85,93,Yes,Yes,15228,Recruiter A
A005984,,Operations,Operations Analyst,Company Website,2017-11-02,2017-11-16,2017-11-24,,93,75,No,No,14568,Recruiter A
A005985,E02992,Marketing,Digital Marketing Analyst,Referral,2026-07-13,2026-07-15,2026-07-22,2026-08-28,68,55,Yes,Yes,10885,Recruiter D
A005986,,Operations,Operations Analyst,Internal Mobility,2016-11-30,2016-12-06,2016-12-18,,82,84,No,No,15963,Recruiter B
A005987,E02993,Operations,Operations Analyst,Internal Mobility,2016-11-12,2016-11-19,2016-11-22,2017-01-10,59,78,Yes,Yes,17671,Recruiter A
A005988,,Operations,Operations Analyst,Company Website,2016-11-09,2016-11-20,2016-12-01,,75,56,No,No,12664,Recruiter A
A005989,,Finance,Finance Analyst,Job Portal,2018-02-01,2018-02-18,2018-02-23,,91,70,No,No,12534,Recruiter B
A005990,E02994,Finance,Finance Analyst,Referral,2018-03-04,2018-03-07,2018-03-13,2018-04-23,85,77,Yes,Yes,11778,Recruiter A
A005991,E02995,Finance,Senior Finance Analyst,Referral,2024-11-05,2024-11-22,2024-12-03,2025-01-05,86,70,Yes,Yes,4391,Recruiter C
A005992,,Finance,Senior Finance Analyst,Job Portal,2024-12-05,2024-12-11,2024-12-16,,72,60,Yes,No,12742,Recruiter B
A005993,,Finance,Senior Finance Analyst,Referral,2024-11-12,2024-11-21,2024-11-30,,77,79,No,No,13177,Recruiter C
A005994,E02996,Marketing,Product Marketing Manager,Company Website,2024-04-29,2024-05-01,2024-05-04,2024-06-06,60,69,Yes,Yes,2633,Recruiter A
A005995,E02997,Technology,Engineering Manager,Agency,2020-11-30,2020-12-09,2020-12-14,2021-01-29,63,89,Yes,Yes,10376,Recruiter A
A005996,,Supply Chain,Supply Chain Analyst,Referral,2024-11-29,2024-12-01,2024-12-12,,56,89,Yes,No,6909,Recruiter B
A005997,,Supply Chain,Supply Chain Analyst,Job Portal,2024-11-02,2024-11-14,2024-11-24,,63,73,No,No,7964,Recruiter D
A005998,E02998,Supply Chain,Supply Chain Analyst,Company Website,2024-10-30,2024-11-12,2024-11-22,2024-12-26,74,93,Yes,Yes,3566,Recruiter A
A005999,E02999,Finance,Senior Finance Analyst,LinkedIn,2018-06-05,2018-06-20,2018-06-30,2018-09-13,60,62,Yes,Yes,4024,Recruiter B
A006000,E03000,Finance,Senior Finance Analyst,Referral,2026-05-12,2026-05-14,2026-05-20,2026-07-17,77,52,Yes,Yes,6129,Recruiter C
A006001,,Supply Chain,Planner,Job Portal,2019-06-30,2019-07-17,2019-07-24,,73,83,No,No,11768,Recruiter B
A006002,,Supply Chain,Planner,Agency,2019-05-02,2019-05-12,2019-05-25,,56,82,No,No,12923,Recruiter A
A006003,E03001,Supply Chain,Planner,LinkedIn,2019-05-23,2019-06-05,2019-06-16,2019-07-31,69,76,Yes,Yes,3763,Recruiter A
A006004,,Finance,Finance Manager,Referral,2020-02-07,2020-02-13,2020-02-26,,83,56,Yes,No,16442,Recruiter C
A006005,E03002,Finance,Finance Manager,Job Portal,2020-03-10,2020-03-28,2020-04-01,2020-04-29,95,78,Yes,Yes,6057,Recruiter A
A006006,E03003,Marketing,Marketing Executive,Agency,2021-06-12,2021-06-29,2021-07-12,2021-07-21,80,58,Yes,Yes,11372,Recruiter C
A006007,E03004,Supply Chain,Supply Chain Analyst,Internal Mobility,2025-01-11,2025-01-24,2025-02-02,2025-03-06,85,77,Yes,Yes,7391,Recruiter D
A006008,E03005,Technology,Software Engineer,Internal Mobility,2019-06-25,2019-06-28,2019-07-03,2019-08-27,64,95,Yes,Yes,8691,Recruiter A
A006009,,Technology,Software Engineer,Company Website,2019-06-16,2019-07-01,2019-07-04,,76,82,Yes,No,14381,Recruiter D
A006010,E03006,Technology,Tech Lead,Referral,2025-03-11,2025-03-15,2025-03-19,2025-05-17,77,59,Yes,Yes,12601,Recruiter D
A006011,,Technology,Tech Lead,Job Portal,2025-03-19,2025-03-30,2025-04-13,,66,92,No,No,4203,Recruiter A
A006012,E03007,Finance,Senior Finance Analyst,Job Portal,2017-10-25,2017-11-12,2017-11-18,2017-11-20,87,80,Yes,Yes,16989,Recruiter C
A006013,,Finance,Senior Finance Analyst,LinkedIn,2017-08-21,2017-09-01,2017-09-05,,73,89,No,No,4593,Recruiter D
A006014,,Sales,Regional Sales Manager,Internal Mobility,2022-09-15,2022-09-28,2022-10-03,,80,54,No,No,8890,Recruiter A
A006015,E03008,Sales,Regional Sales Manager,Company Website,2022-09-29,2022-10-03,2022-10-06,2022-11-17,91,93,Yes,Yes,17583,Recruiter D
A006016,,Sales,Regional Sales Manager,Campus,2022-09-30,2022-10-11,2022-10-22,,93,71,Yes,No,14670,Recruiter D
A006017,,Human Resources,L&D Specialist,LinkedIn,2024-04-09,2024-04-25,2024-05-07,,80,68,No,No,10839,Recruiter A
A006018,E03009,Human Resources,L&D Specialist,Agency,2024-04-25,2024-05-03,2024-05-15,2024-06-15,95,64,Yes,Yes,11940,Recruiter C
A006019,E03010,Marketing,Marketing Executive,LinkedIn,2017-06-03,2017-06-20,2017-06-28,2017-08-23,77,85,Yes,Yes,16705,Recruiter C
A006020,,Operations,Operations Executive,LinkedIn,2023-11-07,2023-11-09,2023-11-22,,59,61,No,No,17885,Recruiter B
