Employee_ID,Review_Year,Performance_Rating,Goal_Achievement_Pct,Manager_Rating,Potential_Rating,Performance_Band,Succession_Readiness
E02125,2025,4.9,93.5,5.0,Medium,Meets,Ready Now
E02125,2026,4.8,98.1,5.0,Medium,Partially Meets,Ready 1-2 Years
E02126,2024,3.2,76.1,3.6,Medium,Partially Meets,Ready 1-2 Years
E02126,2025,2.9,63.8,3.0,Medium,Exceeds,Ready 1-2 Years
E02126,2026,3.5,83.7,3.4,High,Meets,Ready Now
E02127,2026,3.3,79.6,3.2,Low,Partially Meets,Not Ready
E02128,2022,3.2,79.4,3.8,High,Outstanding,Ready 1-2 Years
E02128,2023,3.6,101.3,3.7,Medium,Exceeds,Ready 1-2 Years
E02128,2024,3.4,82.8,3.5,Medium,Meets,Ready Now
E02128,2025,3.5,91.5,4.0,Medium,Exceeds,Not Ready
E02128,2026,3.0,98.8,3.0,High,Meets,Not Ready
E02129,2024,3.4,92.2,3.5,Low,Meets,Ready Now
E02129,2025,3.5,103.7,3.3,Medium,Outstanding,Not Ready
E02129,2026,3.7,85.0,3.7,Medium,Meets,Ready Now
E02130,2024,2.8,56.4,2.3,Low,Partially Meets,Ready Now
E02130,2025,2.3,77.4,1.8,High,Meets,Not Ready
E02130,2026,3.1,71.7,3.4,High,Meets,Not Ready
E02131,2025,3.2,81.9,3.4,Low,Partially Meets,Ready Now
E02131,2026,3.7,90.8,3.8,High,Partially Meets,Not Ready
E02132,2024,3.8,91.1,3.8,Medium,Exceeds,Ready Now
E02132,2025,2.9,76.3,2.9,High,Meets,Ready Now
E02132,2026,3.1,79.9,2.6,High,Meets,Ready Now
E02133,2023,3.0,80.7,3.1,Medium,Outstanding,Ready Now
E02133,2024,3.0,76.8,3.2,Medium,Exceeds,Ready 1-2 Years
E02133,2025,3.3,74.3,3.5,Medium,Meets,Ready Now
E02133,2026,2.7,71.4,2.5,Medium,Meets,Not Ready
E02134,2022,3.8,106.8,4.0,Medium,Meets,Not Ready
E02134,2023,3.7,84.4,3.7,High,Exceeds,Ready Now
E02134,2024,3.4,81.9,3.6,Medium,Meets,Not Ready
E02134,2025,3.7,92.3,3.8,Low,Meets,Not Ready
E02134,2026,3.6,70.4,3.5,Low,Partially Meets,Ready 1-2 Years
E02135,2022,4.3,99.5,4.2,Medium,Meets,Not Ready
E02136,2022,3.2,85.8,3.6,Medium,Partially Meets,Ready Now
E02136,2023,3.1,67.9,2.8,Medium,Exceeds,Ready Now
E02136,2024,2.8,93.4,2.4,Medium,Partially Meets,Ready 1-2 Years
E02137,2022,2.5,82.3,2.2,Medium,Meets,Not Ready
E02137,2023,2.5,79.1,2.3,High,Partially Meets,Ready 1-2 Years
E02137,2024,1.6,69.2,2.1,Medium,Outstanding,Not Ready
E02137,2025,2.5,82.5,2.6,Medium,Meets,Not Ready
E02137,2026,2.4,89.0,2.5,Medium,Meets,Not Ready
E02138,2024,4.0,105.5,4.2,Medium,Partially Meets,Not Ready
E02138,2025,3.7,84.0,3.7,High,Partially Meets,Ready 1-2 Years
E02138,2026,4.6,106.6,4.4,Medium,Outstanding,Ready Now
E02139,2024,3.1,69.0,2.6,Medium,Partially Meets,Ready Now
E02139,2025,2.9,78.0,2.8,Medium,Meets,Ready 1-2 Years
E02139,2026,2.6,78.0,2.5,Low,Exceeds,Not Ready
E02140,2025,1.6,78.8,1.4,Medium,Exceeds,Ready Now
E02140,2026,2.1,71.4,2.4,High,Partially Meets,Ready Now
E02141,2024,3.7,72.2,3.5,Medium,Exceeds,Ready 1-2 Years
E02141,2025,4.4,89.6,4.1,High,Meets,Not Ready
E02141,2026,3.3,95.0,3.5,Medium,Outstanding,Ready Now
E02142,2022,2.4,77.6,2.2,High,Exceeds,Ready 1-2 Years
E02142,2023,2.4,90.9,2.4,Medium,Outstanding,Ready Now
E02142,2024,2.6,98.6,2.0,Low,Meets,Ready 1-2 Years
E02142,2025,1.9,73.6,2.2,Medium,Partially Meets,Not Ready
E02142,2026,2.1,74.2,2.3,High,Meets,Not Ready
E02143,2025,2.5,82.5,1.8,Medium,Outstanding,Ready Now
E02143,2026,2.9,69.4,2.5,Medium,Outstanding,Ready 1-2 Years
E02144,2022,3.6,70.8,3.2,High,Partially Meets,Ready Now
E02144,2023,3.2,91.8,3.5,Medium,Meets,Ready 1-2 Years
E02144,2024,3.5,75.1,3.7,Medium,Meets,Not Ready
E02144,2025,3.9,93.9,4.0,Medium,Partially Meets,Not Ready
E02144,2026,3.8,71.4,4.5,Low,Outstanding,Ready Now
E02145,2026,3.4,103.9,3.5,High,Meets,Not Ready
E02146,2022,4.3,80.9,4.2,Medium,Outstanding,Not Ready
E02146,2023,3.7,86.0,3.7,Medium,Meets,Ready Now
E02146,2024,3.9,75.5,3.9,Medium,Exceeds,Ready Now
E02146,2025,3.4,86.6,3.2,High,Partially Meets,Not Ready
E02146,2026,3.4,81.6,3.4,Medium,Meets,Ready 1-2 Years
E02147,2022,2.3,87.5,2.2,Medium,Partially Meets,Not Ready
E02147,2023,3.0,72.9,3.0,Low,Exceeds,Ready 1-2 Years
E02147,2024,3.2,106.1,3.3,Medium,Meets,Ready 1-2 Years
E02147,2025,2.8,77.3,3.0,High,Outstanding,Not Ready
E02147,2026,3.1,93.8,2.7,Medium,Exceeds,Ready Now
E02148,2022,4.7,94.8,4.8,Medium,Outstanding,Not Ready
E02148,2023,5.0,109.6,4.6,Medium,Partially Meets,Ready Now
E02148,2024,4.8,83.5,4.9,Medium,Meets,Ready 1-2 Years
E02148,2025,4.1,75.4,4.6,Low,Outstanding,Ready Now
E02148,2026,4.9,79.6,4.5,Low,Exceeds,Ready 1-2 Years
E02149,2022,3.8,100.6,3.6,Medium,Meets,Not Ready
E02149,2023,3.6,78.2,3.8,Low,Exceeds,Ready Now
E02149,2024,3.5,83.3,4.0,Medium,Meets,Not Ready
E02149,2025,3.8,92.9,3.7,Low,Meets,Ready 1-2 Years
E02149,2026,4.1,92.2,4.0,Medium,Exceeds,Ready Now
E02150,2023,4.5,94.4,4.4,Medium,Exceeds,Ready 1-2 Years
E02150,2024,4.6,92.6,4.5,Low,Outstanding,Not Ready
E02150,2025,4.7,93.7,4.9,Medium,Meets,Not Ready
E02150,2026,4.8,79.8,4.7,High,Partially Meets,Not Ready
E02151,2026,3.9,82.5,4.2,Low,Outstanding,Ready 1-2 Years
E02152,2022,3.3,83.2,3.1,Medium,Outstanding,Ready 1-2 Years
E02152,2023,3.8,85.1,4.3,Medium,Outstanding,Not Ready
E02152,2024,3.9,99.4,3.4,Medium,Exceeds,Ready 1-2 Years
E02152,2025,4.0,88.6,4.4,Medium,Outstanding,Not Ready
E02152,2026,3.9,98.6,4.0,Medium,Meets,Not Ready
E02153,2022,4.2,106.1,4.7,Medium,Outstanding,Ready Now
E02153,2023,4.6,94.0,4.8,High,Exceeds,Ready Now
E02153,2024,4.3,80.5,4.1,Medium,Outstanding,Ready 1-2 Years
E02154,2022,3.8,94.3,4.1,Medium,Meets,Ready 1-2 Years
E02154,2023,3.7,85.4,3.8,Medium,Partially Meets,Ready Now
E02154,2024,3.9,93.4,4.2,Low,Outstanding,Ready Now
E02154,2025,3.1,90.8,3.1,Medium,Partially Meets,Ready 1-2 Years
E02154,2026,3.9,87.0,4.0,High,Meets,Ready Now
E02155,2023,4.0,83.1,3.6,Medium,Meets,Not Ready
E02155,2024,3.7,84.8,3.9,Low,Meets,Ready 1-2 Years
E02155,2025,4.3,83.5,4.5,Medium,Meets,Ready 1-2 Years
E02155,2026,4.0,99.9,3.8,Medium,Meets,Not Ready
E02156,2023,3.1,77.3,3.4,Medium,Outstanding,Not Ready
E02156,2024,2.7,99.2,3.3,High,Exceeds,Not Ready
E02156,2025,2.3,83.0,2.4,Medium,Meets,Ready 1-2 Years
E02156,2026,2.0,61.0,2.3,Medium,Meets,Ready 1-2 Years
E02157,2022,4.1,103.2,4.0,Medium,Meets,Not Ready
E02157,2023,5.0,91.0,4.7,Medium,Exceeds,Ready 1-2 Years
E02157,2024,4.0,106.9,3.6,Medium,Partially Meets,Ready 1-2 Years
E02157,2025,4.5,94.1,4.4,Medium,Meets,Ready Now
E02157,2026,4.8,95.6,5.0,Low,Exceeds,Not Ready
E02158,2022,4.0,90.3,4.1,High,Outstanding,Ready 1-2 Years
E02158,2023,4.2,91.0,4.3,Medium,Outstanding,Ready Now
E02158,2024,4.3,107.6,4.8,Medium,Meets,Not Ready
E02158,2025,4.1,73.6,4.3,Low,Partially Meets,Not Ready
E02158,2026,3.9,90.4,3.9,High,Meets,Ready 1-2 Years
E02160,2026,3.2,83.4,3.0,Low,Meets,Ready Now
E02161,2022,3.2,76.3,2.7,High,Meets,Not Ready
E02163,2026,1.9,68.1,1.7,Medium,Exceeds,Ready 1-2 Years
E02164,2022,2.7,68.7,2.8,Low,Meets,Not Ready
E02164,2023,2.8,68.2,3.4,Medium,Meets,Ready 1-2 Years
E02164,2024,2.6,80.1,2.4,Medium,Outstanding,Ready Now
E02164,2025,3.3,107.3,3.0,Medium,Exceeds,Not Ready
E02164,2026,3.5,78.0,3.6,Medium,Outstanding,Not Ready
E02165,2023,2.3,67.4,2.8,Medium,Meets,Ready 1-2 Years
E02165,2024,2.8,75.7,2.8,Medium,Meets,Not Ready
E02165,2025,3.1,83.6,2.7,Medium,Meets,Not Ready
E02165,2026,2.6,90.6,2.7,Low,Outstanding,Ready 1-2 Years
E02166,2026,4.0,95.3,4.0,High,Exceeds,Not Ready
E02167,2022,3.7,89.5,3.8,Medium,Meets,Not Ready
E02167,2023,3.1,80.4,3.3,Medium,Outstanding,Ready 1-2 Years
E02167,2024,3.3,86.8,3.6,Medium,Outstanding,Ready Now
E02167,2025,3.7,82.8,3.2,Medium,Meets,Not Ready
E02167,2026,3.6,74.3,3.7,Medium,Outstanding,Ready 1-2 Years
E02168,2026,4.3,112.8,4.5,High,Partially Meets,Not Ready
E02169,2025,4.0,79.6,4.0,High,Meets,Not Ready
E02169,2026,3.3,69.8,2.9,Low,Meets,Ready 1-2 Years
E02170,2022,3.8,77.0,4.0,Medium,Meets,Ready Now
E02170,2023,3.2,89.8,3.4,Medium,Partially Meets,Ready Now
E02171,2024,2.6,86.4,2.6,Medium,Outstanding,Ready Now
E02171,2025,4.0,87.3,3.8,Medium,Outstanding,Ready 1-2 Years
E02171,2026,3.7,119.8,3.9,Medium,Exceeds,Ready Now
E02172,2022,3.6,82.3,3.0,Medium,Partially Meets,Not Ready
E02172,2023,3.0,73.5,3.3,High,Exceeds,Ready 1-2 Years
E02172,2024,3.3,83.9,2.8,Low,Outstanding,Ready Now
E02172,2025,3.5,81.8,3.4,Medium,Exceeds,Not Ready
E02172,2026,2.9,85.5,3.0,Medium,Partially Meets,Ready Now
E02173,2022,4.1,85.9,4.1,Medium,Meets,Ready 1-2 Years
E02173,2023,4.4,91.2,4.5,Medium,Outstanding,Ready Now
E02173,2024,4.0,93.1,3.8,High,Outstanding,Not Ready
E02173,2025,4.4,95.9,4.0,Low,Outstanding,Ready 1-2 Years
E02173,2026,4.2,83.7,3.8,High,Partially Meets,Not Ready
E02174,2022,3.0,97.4,2.8,High,Exceeds,Ready Now
E02174,2023,3.1,90.0,2.8,Low,Partially Meets,Not Ready
E02174,2024,3.1,81.8,2.8,Medium,Meets,Ready 1-2 Years
E02174,2025,3.1,89.3,2.8,Medium,Outstanding,Not Ready
E02174,2026,3.0,90.2,3.2,Medium,Exceeds,Not Ready
E02175,2022,3.3,79.5,3.4,Medium,Meets,Ready 1-2 Years
E02175,2023,3.9,78.7,3.4,Medium,Partially Meets,Ready Now
E02175,2024,2.8,76.6,3.0,Medium,Outstanding,Not Ready
E02175,2025,3.5,80.5,3.3,Medium,Outstanding,Ready Now
E02175,2026,3.3,80.0,3.1,Medium,Exceeds,Ready Now
E02176,2023,3.4,85.3,3.0,Medium,Exceeds,Not Ready
E02176,2024,3.4,91.6,3.1,Medium,Outstanding,Not Ready
E02176,2025,3.0,81.3,3.4,High,Meets,Ready 1-2 Years
E02176,2026,3.7,88.6,3.7,Medium,Exceeds,Not Ready
E02177,2022,3.4,88.5,3.4,High,Exceeds,Ready Now
E02177,2023,3.3,73.3,3.4,Low,Meets,Ready 1-2 Years
E02177,2024,3.3,82.4,3.0,Medium,Exceeds,Ready 1-2 Years
E02177,2025,3.0,74.5,3.0,Medium,Exceeds,Ready 1-2 Years
E02177,2026,2.8,80.5,2.8,High,Outstanding,Ready Now
E02178,2023,4.6,104.8,4.6,Low,Exceeds,Ready Now
E02178,2024,4.7,89.6,5.0,Medium,Meets,Not Ready
E02178,2025,4.3,74.8,4.5,Low,Exceeds,Ready Now
E02178,2026,4.8,96.6,4.6,Low,Outstanding,Ready 1-2 Years
E02179,2022,2.1,83.1,1.6,Medium,Partially Meets,Ready Now
E02179,2023,3.0,77.0,2.4,Low,Partially Meets,Not Ready
E02179,2024,3.2,84.8,2.8,Low,Meets,Ready 1-2 Years
E02179,2025,2.8,79.3,3.4,Medium,Exceeds,Not Ready
E02179,2026,3.5,83.8,3.5,High,Meets,Ready 1-2 Years
E02180,2025,4.1,81.2,4.1,Medium,Partially Meets,Ready 1-2 Years
E02180,2026,3.8,84.9,4.1,Medium,Outstanding,Ready 1-2 Years
E02182,2022,3.0,90.4,3.2,High,Outstanding,Ready 1-2 Years
E02182,2023,2.9,81.7,2.7,Medium,Outstanding,Ready Now
E02182,2024,3.1,90.6,2.8,Low,Exceeds,Not Ready
E02182,2025,2.7,74.7,3.1,High,Meets,Ready Now
E02182,2026,3.4,104.0,3.5,High,Exceeds,Ready 1-2 Years
E02183,2025,4.0,99.1,3.9,High,Exceeds,Ready Now
E02183,2026,4.0,83.0,3.9,Medium,Meets,Ready 1-2 Years
E02184,2026,2.6,78.5,2.6,Low,Outstanding,Ready Now
E02185,2022,2.7,68.3,2.0,Medium,Exceeds,Ready 1-2 Years
E02185,2023,2.4,94.3,3.1,Medium,Outstanding,Ready Now
E02185,2024,2.2,74.0,2.1,Medium,Outstanding,Not Ready
E02185,2025,2.8,79.6,2.7,Medium,Meets,Not Ready
E02185,2026,2.7,85.7,2.7,Medium,Partially Meets,Ready 1-2 Years
E02186,2023,4.0,76.7,3.7,Medium,Meets,Ready Now
E02187,2026,4.1,81.0,4.2,Medium,Outstanding,Not Ready
E02188,2024,3.5,84.2,3.8,Medium,Meets,Ready Now
E02188,2025,2.9,94.9,3.4,Medium,Exceeds,Not Ready
E02188,2026,2.5,78.9,2.8,Medium,Meets,Ready 1-2 Years
E02189,2026,2.9,68.5,2.9,Low,Partially Meets,Not Ready
E02190,2022,3.6,76.1,3.1,Medium,Outstanding,Ready 1-2 Years
E02190,2023,3.2,107.3,3.3,Low,Meets,Ready 1-2 Years
E02190,2024,3.9,88.8,3.8,High,Meets,Not Ready
E02190,2025,3.4,82.7,3.6,Medium,Meets,Ready Now
E02190,2026,3.3,87.1,2.9,High,Outstanding,Ready 1-2 Years
E02191,2022,4.0,96.4,3.9,Medium,Exceeds,Ready 1-2 Years
E02191,2023,4.7,90.8,4.6,High,Partially Meets,Not Ready
E02191,2024,3.7,82.4,3.6,Medium,Meets,Ready 1-2 Years
E02192,2022,2.6,79.7,2.6,Medium,Partially Meets,Ready Now
E02192,2023,3.1,85.4,3.4,High,Outstanding,Not Ready
E02192,2024,3.2,86.6,3.4,Medium,Meets,Ready 1-2 Years
E02192,2025,2.3,79.8,2.0,Medium,Partially Meets,Ready Now
E02192,2026,2.5,81.2,2.6,Low,Meets,Ready Now
E02193,2022,3.4,95.5,3.0,Medium,Exceeds,Not Ready
E02193,2023,2.7,92.6,2.7,Medium,Outstanding,Ready Now
E02193,2024,3.1,82.2,2.8,Low,Meets,Not Ready
E02193,2025,2.7,85.2,2.9,High,Meets,Not Ready
E02193,2026,2.2,91.1,2.0,Medium,Meets,Not Ready
E02194,2022,3.9,106.9,3.6,Medium,Partially Meets,Ready 1-2 Years
E02194,2023,3.3,91.1,2.8,Medium,Meets,Ready Now
E02194,2024,3.3,75.9,3.4,High,Meets,Not Ready
E02194,2025,3.7,93.9,4.0,Medium,Partially Meets,Not Ready
E02194,2026,4.3,77.7,4.3,Low,Outstanding,Ready Now
E02195,2023,2.5,82.3,2.7,Medium,Exceeds,Ready Now
E02195,2024,3.0,104.0,2.9,Medium,Partially Meets,Not Ready
E02195,2025,2.5,79.2,2.5,Low,Partially Meets,Ready Now
E02195,2026,3.3,66.4,3.2,Medium,Partially Meets,Ready 1-2 Years
E02197,2025,4.2,95.5,4.0,Medium,Meets,Ready Now
E02197,2026,2.8,76.2,2.6,Medium,Outstanding,Ready Now
E02198,2025,3.3,94.9,3.4,Medium,Outstanding,Ready 1-2 Years
E02198,2026,3.8,75.1,4.0,High,Partially Meets,Not Ready
E02199,2026,4.0,103.3,4.0,High,Outstanding,Ready Now
E02200,2022,4.1,88.1,4.3,High,Meets,Not Ready
E02200,2023,3.6,73.5,4.0,High,Outstanding,Ready Now
E02200,2024,3.5,96.1,3.2,Medium,Meets,Not Ready
E02200,2025,3.4,99.5,3.7,Medium,Partially Meets,Ready Now
E02201,2023,3.4,89.0,3.9,Low,Partially Meets,Not Ready
E02201,2024,3.6,93.3,3.7,Low,Partially Meets,Ready Now
E02201,2025,2.9,75.3,3.1,Medium,Outstanding,Ready Now
E02201,2026,2.3,85.6,2.1,Medium,Meets,Not Ready
E02203,2022,2.5,89.2,2.6,Medium,Meets,Ready Now
E02203,2023,3.0,72.6,3.1,Medium,Meets,Not Ready
E02203,2024,2.0,85.3,2.2,Medium,Partially Meets,Ready 1-2 Years
E02203,2025,2.7,86.9,2.9,Medium,Outstanding,Ready Now
E02203,2026,2.2,82.2,2.1,Low,Meets,Not Ready
E02206,2023,4.4,78.3,4.2,Medium,Partially Meets,Ready Now
E02206,2024,3.9,101.2,4.1,Medium,Meets,Not Ready
E02206,2025,4.0,88.4,3.6,Medium,Meets,Not Ready
E02206,2026,3.9,96.7,4.0,Medium,Outstanding,Ready 1-2 Years
E02207,2022,4.0,102.2,3.7,Medium,Partially Meets,Not Ready
E02207,2023,3.9,81.7,3.5,Medium,Outstanding,Not Ready
E02207,2024,3.9,103.3,4.1,Medium,Exceeds,Not Ready
E02207,2025,4.4,103.7,4.8,Low,Partially Meets,Ready Now
E02207,2026,4.3,88.8,4.0,Medium,Outstanding,Ready Now
E02208,2026,4.7,96.8,4.6,Medium,Meets,Ready Now
E02209,2022,3.2,70.0,3.6,Medium,Meets,Ready 1-2 Years
E02209,2023,3.1,74.6,3.2,Medium,Meets,Not Ready
E02209,2024,2.7,85.4,3.2,Medium,Meets,Ready Now
E02209,2025,3.1,89.1,3.2,Medium,Outstanding,Ready Now
E02209,2026,2.8,75.4,3.1,Medium,Partially Meets,Ready Now
E02210,2025,3.0,81.3,2.5,Low,Outstanding,Ready 1-2 Years
E02210,2026,2.7,90.2,2.3,High,Meets,Ready Now
E02211,2022,3.5,73.8,3.1,Medium,Meets,Not Ready
E02211,2023,3.9,77.6,3.8,Medium,Meets,Ready Now
E02211,2024,3.8,99.9,3.9,Medium,Exceeds,Ready 1-2 Years
E02211,2025,3.5,86.4,3.9,Low,Meets,Ready 1-2 Years
E02211,2026,3.4,70.7,3.8,Medium,Meets,Not Ready
E02213,2023,3.9,100.0,3.4,Medium,Partially Meets,Not Ready
E02213,2024,4.2,81.4,3.6,Medium,Exceeds,Ready 1-2 Years
E02213,2025,3.8,82.9,3.5,Medium,Partially Meets,Ready 1-2 Years
E02213,2026,4.3,70.1,4.3,Medium,Outstanding,Ready Now
E02214,2022,4.0,80.9,4.3,Medium,Meets,Not Ready
E02214,2023,4.1,82.0,4.1,Medium,Partially Meets,Ready Now
E02214,2024,4.2,94.5,4.1,High,Outstanding,Ready Now
E02214,2025,4.0,81.9,4.2,High,Partially Meets,Ready 1-2 Years
E02214,2026,3.6,72.8,3.5,High,Partially Meets,Ready 1-2 Years
E02216,2022,3.9,94.3,3.5,High,Partially Meets,Not Ready
E02216,2023,3.7,84.1,3.8,Medium,Partially Meets,Ready 1-2 Years
E02216,2024,3.8,97.1,3.6,High,Partially Meets,Ready Now
E02216,2025,4.1,100.9,3.8,Medium,Outstanding,Ready 1-2 Years
E02216,2026,3.4,62.3,3.3,Low,Meets,Not Ready
E02217,2026,3.0,86.4,3.4,Low,Meets,Ready Now
E02218,2022,3.6,86.4,3.9,Medium,Partially Meets,Ready 1-2 Years
E02218,2023,3.6,87.5,3.6,Low,Outstanding,Not Ready
E02218,2024,3.6,67.6,3.3,High,Partially Meets,Not Ready
E02218,2025,3.2,79.0,3.1,High,Outstanding,Ready 1-2 Years
E02218,2026,3.1,106.4,3.1,Medium,Outstanding,Ready Now
E02219,2026,3.6,76.6,3.5,Medium,Exceeds,Ready Now
E02220,2022,2.4,65.9,2.6,Medium,Exceeds,Ready 1-2 Years
E02220,2023,2.9,84.5,3.1,Medium,Exceeds,Ready 1-2 Years
E02220,2024,3.1,88.5,2.7,Medium,Partially Meets,Not Ready
E02220,2025,2.1,86.5,2.4,High,Meets,Ready Now
E02220,2026,2.6,71.6,2.4,High,Exceeds,Not Ready
E02221,2022,3.9,75.4,4.2,High,Exceeds,Not Ready
E02221,2023,3.1,82.4,3.0,Low,Outstanding,Ready Now
E02221,2024,3.4,64.3,2.8,High,Partially Meets,Ready Now
E02221,2025,4.1,84.4,4.1,Low,Meets,Ready Now
E02221,2026,3.6,98.0,3.0,Medium,Meets,Not Ready
E02222,2025,3.9,83.7,3.8,Medium,Meets,Not Ready
E02222,2026,4.5,96.5,4.2,High,Meets,Ready Now
E02223,2022,2.8,87.7,2.7,Medium,Partially Meets,Ready 1-2 Years
E02223,2023,3.2,90.8,3.5,High,Meets,Ready Now
E02223,2024,2.8,78.9,3.0,Medium,Meets,Not Ready
E02223,2025,3.0,70.5,2.9,Medium,Meets,Not Ready
E02223,2026,2.9,73.7,2.8,Low,Partially Meets,Ready 1-2 Years
E02224,2026,3.4,84.4,3.7,Medium,Outstanding,Ready 1-2 Years
E02225,2022,4.6,98.7,4.3,Medium,Partially Meets,Ready 1-2 Years
E02225,2023,3.5,92.8,3.4,High,Partially Meets,Ready Now
E02225,2024,4.4,92.2,4.4,Medium,Exceeds,Ready Now
E02225,2025,4.1,82.5,3.7,Low,Partially Meets,Not Ready
E02225,2026,4.2,88.1,4.5,Medium,Exceeds,Ready Now
E02226,2022,3.3,85.4,3.1,Medium,Outstanding,Ready Now
E02226,2023,3.1,86.4,3.1,High,Partially Meets,Not Ready
E02226,2024,3.1,90.8,3.4,Medium,Partially Meets,Not Ready
E02226,2025,3.5,69.2,3.5,Medium,Exceeds,Not Ready
E02226,2026,3.0,65.0,3.1,High,Meets,Ready 1-2 Years
E02227,2022,3.4,103.4,3.6,Medium,Partially Meets,Ready Now
E02227,2023,3.7,61.3,4.0,Medium,Meets,Ready Now
E02227,2024,3.9,82.9,4.1,Medium,Meets,Ready Now
E02227,2025,2.7,79.4,2.2,Medium,Meets,Not Ready
E02227,2026,3.1,99.7,3.0,Medium,Exceeds,Not Ready
E02228,2026,3.5,87.8,3.2,Medium,Outstanding,Ready Now
E02229,2025,3.3,80.4,3.0,Medium,Meets,Not Ready
E02229,2026,4.4,98.8,4.5,Medium,Meets,Ready 1-2 Years
E02230,2026,3.2,92.5,2.8,Medium,Partially Meets,Not Ready
E02232,2026,3.8,88.0,4.1,Medium,Meets,Ready 1-2 Years
E02233,2024,3.4,95.1,3.5,High,Meets,Ready 1-2 Years
E02233,2025,3.2,83.6,3.1,High,Meets,Ready Now
E02233,2026,3.5,97.2,3.5,Medium,Exceeds,Ready Now
E02234,2022,3.9,85.9,3.6,Medium,Meets,Ready Now
E02234,2023,3.6,90.8,3.4,Low,Meets,Ready 1-2 Years
E02234,2024,3.1,66.6,2.9,Medium,Meets,Ready 1-2 Years
E02234,2025,3.8,84.9,4.1,High,Meets,Ready 1-2 Years
E02234,2026,3.7,75.3,3.7,High,Meets,Ready Now
E02235,2022,4.2,88.9,4.0,Medium,Meets,Ready 1-2 Years
E02235,2023,4.8,81.0,5.0,Medium,Exceeds,Ready Now
E02235,2024,4.5,113.8,4.4,Medium,Meets,Not Ready
E02235,2025,5.0,97.4,5.0,Medium,Partially Meets,Ready 1-2 Years
E02235,2026,4.2,88.3,3.7,Low,Partially Meets,Ready 1-2 Years
E02236,2024,4.1,104.8,3.8,Medium,Meets,Not Ready
E02236,2025,4.8,95.6,5.0,Medium,Meets,Ready 1-2 Years
E02236,2026,4.8,94.3,5.0,Medium,Exceeds,Not Ready
E02237,2022,3.3,73.6,3.6,Low,Outstanding,Not Ready
E02237,2023,2.8,94.7,2.8,Medium,Meets,Ready Now
E02237,2024,3.4,86.2,3.7,Medium,Meets,Ready Now
E02237,2025,3.5,89.5,3.8,Low,Meets,Not Ready
E02237,2026,2.5,75.7,2.8,Medium,Partially Meets,Not Ready
E02238,2022,2.0,69.2,1.9,Low,Meets,Ready Now
E02238,2023,2.7,86.5,3.1,High,Partially Meets,Not Ready
E02238,2024,2.9,74.0,3.1,Medium,Partially Meets,Ready Now
E02238,2025,3.3,92.5,3.2,Low,Outstanding,Not Ready
E02238,2026,3.2,79.8,3.5,High,Partially Meets,Ready 1-2 Years
E02239,2025,3.3,94.8,3.3,Medium,Outstanding,Ready Now
E02239,2026,3.0,98.3,3.3,Medium,Meets,Ready 1-2 Years
E02241,2025,3.7,93.5,3.8,High,Meets,Ready Now
E02241,2026,4.4,96.5,4.3,High,Outstanding,Ready 1-2 Years
E02242,2025,3.2,85.4,3.1,High,Exceeds,Not Ready
E02242,2026,3.3,74.1,3.5,High,Meets,Ready 1-2 Years
E02243,2023,3.8,88.7,4.2,Medium,Exceeds,Not Ready
E02244,2022,2.3,93.0,2.3,Medium,Exceeds,Ready Now
E02244,2023,2.6,93.3,2.3,Medium,Partially Meets,Ready Now
E02244,2024,2.7,86.3,2.9,Low,Exceeds,Not Ready
E02244,2025,1.9,77.5,2.5,High,Partially Meets,Ready 1-2 Years
E02244,2026,2.3,73.2,2.4,High,Meets,Ready Now
E02245,2022,3.4,112.1,3.3,Low,Meets,Ready Now
E02245,2023,3.2,90.3,3.3,Low,Meets,Not Ready
E02246,2025,2.7,85.3,2.2,Medium,Outstanding,Ready Now
E02246,2026,3.3,91.4,3.4,Medium,Meets,Ready Now
E02247,2022,2.6,86.5,2.7,Medium,Exceeds,Ready 1-2 Years
E02247,2023,1.5,66.0,1.4,Medium,Exceeds,Ready Now
E02247,2024,2.6,92.5,1.9,Medium,Meets,Ready 1-2 Years
E02248,2024,2.8,69.5,3.5,Medium,Meets,Ready Now
E02248,2025,2.7,115.1,2.5,High,Exceeds,Not Ready
E02248,2026,3.2,89.8,2.7,High,Outstanding,Ready 1-2 Years
E02249,2022,4.6,94.7,4.4,High,Meets,Not Ready
E02249,2023,4.2,78.7,3.6,Medium,Partially Meets,Not Ready
E02249,2024,3.1,90.0,3.7,Medium,Outstanding,Not Ready
E02249,2025,3.8,75.5,3.9,Medium,Meets,Ready 1-2 Years
E02249,2026,3.8,97.7,3.5,Medium,Outstanding,Ready 1-2 Years
E02250,2024,3.7,94.4,3.5,Medium,Outstanding,Ready 1-2 Years
E02250,2025,3.3,83.6,2.8,Medium,Exceeds,Ready Now
E02250,2026,3.6,83.2,3.6,Medium,Meets,Ready 1-2 Years
E02251,2022,2.8,72.9,2.8,Medium,Outstanding,Not Ready
E02251,2023,2.9,87.8,3.1,Medium,Exceeds,Ready 1-2 Years
E02251,2024,3.0,88.2,3.0,Medium,Meets,Ready 1-2 Years
E02251,2025,2.7,81.3,3.2,Medium,Outstanding,Ready 1-2 Years
E02251,2026,3.5,74.2,3.5,Medium,Exceeds,Ready 1-2 Years
E02252,2026,2.3,82.2,2.4,Low,Partially Meets,Ready 1-2 Years
