Training_ID,Employee_ID,Course_Name,Training_Date,Training_Hours,Delivery_Mode,Completion_Status,Pre_Assessment_Score,Post_Assessment_Score,Training_Cost_INR
T004746,E02056,Negotiation,2025-05-16,24,Online,Completed,52,73,2004
T004747,E02056,Project Management,2026-05-26,2,Online,Completed,63,77,8812
T004748,E02056,Cloud Fundamentals,2024-10-16,4,Classroom,Completed,58,79,13801
T004749,E02056,Project Management,2025-07-22,24,Online,Completed,73,83,2281
T004750,E02056,Data Privacy,2025-06-15,8,Classroom,Completed,41,51,14344
T004751,E02057,Python Analytics,2025-02-01,8,Classroom,Completed,44,63,12545
T004752,E02057,Power BI,2025-02-27,16,Blended,Completed,46,68,8061
T004753,E02058,Python Analytics,2024-10-03,4,Classroom,Completed,57,80,9590
T004754,E02058,Data Privacy,2026-06-28,8,Blended,Completed,54,62,3823
T004755,E02058,Python Analytics,2026-07-01,16,Online,Completed,59,67,12881
T004756,E02059,Cloud Fundamentals,2025-02-16,2,Blended,Completed,74,100,2003
T004757,E02060,Project Management,2024-07-17,4,Classroom,Completed,55,64,4627
T004758,E02060,Power BI,2026-06-25,2,Classroom,Completed,68,78,2929
T004759,E02063,Power BI,2024-10-13,6,Online,Completed,73,84,5626
T004760,E02063,Communication Skills,2026-06-07,6,Online,Completed,58,81,9293
T004761,E02063,Project Management,2025-06-03,6,Classroom,Completed,53,59,11401
T004762,E02064,Power BI,2024-03-29,2,Blended,Completed,46,54,11990
T004763,E02064,Power BI,2024-10-14,6,Classroom,Incomplete,50,56,4763
T004764,E02064,Power BI,2024-07-16,16,Classroom,Incomplete,70,94,14199
T004765,E02064,Advanced Excel,2026-06-05,4,Classroom,Completed,52,73,4360
T004766,E02064,Leadership Essentials,2026-08-27,8,Classroom,Completed,68,73,7861
T004767,E02066,Project Management,2024-12-05,4,Classroom,Completed,77,85,9492
T004768,E02066,Python Analytics,2026-07-03,16,Online,Completed,40,67,10809
T004769,E02067,Communication Skills,2026-07-03,8,Classroom,Completed,71,85,11022
T004770,E02067,Power BI,2025-06-27,6,Classroom,Incomplete,43,50,8076
T004771,E02067,Python Analytics,2026-05-11,8,Online,Completed,46,58,11572
T004772,E02067,GenAI for Business,2024-05-03,16,Online,Completed,78,95,5167
T004773,E02067,Advanced Excel,2026-05-23,6,Online,Completed,44,59,11887
T004774,E02068,Communication Skills,2024-01-18,6,Online,Completed,78,84,13363
T004775,E02068,GenAI for Business,2024-08-29,2,Online,Completed,76,90,10940
T004776,E02068,Python Analytics,2025-06-18,6,Online,Completed,69,92,4628
T004777,E02068,Power BI,2026-06-05,12,Online,Completed,41,56,7561
T004778,E02070,GenAI for Business,2024-04-17,6,Blended,Completed,62,90,9299
T004779,E02071,Power BI,2024-10-18,8,Blended,Completed,56,71,12438
T004780,E02071,Advanced Excel,2025-02-23,6,Blended,Completed,42,47,12416
T004781,E02071,Data Privacy,2024-08-21,8,Classroom,Completed,65,85,12227
T004782,E02071,Python Analytics,2024-11-25,12,Classroom,Completed,67,83,11591
T004783,E02072,GenAI for Business,2026-08-13,6,Classroom,Completed,69,93,8946
T004784,E02072,Negotiation,2026-08-25,2,Classroom,Completed,49,59,7098
T004785,E02072,Python Analytics,2026-08-08,4,Blended,Completed,55,81,9741
T004786,E02073,Advanced Excel,2026-08-04,12,Blended,Completed,43,50,4285
T004787,E02073,Python Analytics,2026-06-21,12,Blended,Incomplete,44,52,5276
T004788,E02073,Python Analytics,2026-07-21,4,Classroom,Completed,71,88,1618
T004789,E02073,Project Management,2026-07-21,2,Online,Completed,47,75,9805
T004790,E02073,Power BI,2026-06-05,16,Classroom,Completed,60,84,3615
T004791,E02075,Negotiation,2024-04-09,4,Blended,Completed,46,69,14230
T004792,E02075,Advanced Excel,2024-11-11,8,Blended,Incomplete,48,60,13901
T004793,E02075,Data Privacy,2024-09-30,24,Blended,Completed,51,78,5209
T004794,E02075,Data Privacy,2024-02-25,4,Blended,Completed,45,69,8784
T004795,E02076,Python Analytics,2025-11-01,24,Blended,Completed,51,79,6063
T004796,E02076,Negotiation,2026-01-14,16,Blended,Incomplete,69,93,5079
T004797,E02076,Communication Skills,2025-01-27,8,Classroom,Incomplete,66,82,8947
T004798,E02076,Negotiation,2024-08-29,4,Classroom,Completed,72,77,2581
T004799,E02076,Project Management,2024-03-07,8,Classroom,Completed,43,61,14451
T004800,E02077,Data Privacy,2026-07-03,4,Classroom,Completed,72,94,9962
T004801,E02077,Communication Skills,2026-02-15,8,Online,Completed,54,76,10722
T004802,E02078,Cloud Fundamentals,2026-03-19,16,Blended,Completed,49,77,2289
T004803,E02080,Python Analytics,2026-03-03,16,Online,Incomplete,65,77,10692
T004804,E02080,Leadership Essentials,2025-08-20,2,Classroom,Completed,60,86,7190
T004805,E02080,Advanced Excel,2026-07-30,2,Blended,Completed,63,75,9306
T004806,E02081,Leadership Essentials,2025-02-06,2,Online,Completed,69,94,10977
T004807,E02081,Advanced Excel,2025-07-16,12,Classroom,Completed,63,70,10746
T004808,E02084,Leadership Essentials,2025-03-12,16,Online,Completed,58,80,14412
T004809,E02085,Data Privacy,2024-03-21,12,Online,Completed,78,100,11990
T004810,E02085,Power BI,2024-11-22,24,Online,Completed,60,88,1543
T004811,E02085,Leadership Essentials,2025-01-09,24,Classroom,Completed,56,72,14234
T004812,E02086,Negotiation,2026-07-24,24,Blended,Completed,63,85,3063
T004813,E02086,Leadership Essentials,2026-07-22,6,Classroom,Completed,68,80,7807
T004814,E02087,Negotiation,2024-10-12,12,Classroom,Completed,50,76,10659
T004815,E02088,Communication Skills,2025-10-26,4,Online,Completed,74,81,12373
T004816,E02090,GenAI for Business,2025-06-20,12,Blended,Completed,68,90,7867
T004817,E02090,Communication Skills,2026-05-15,2,Classroom,Completed,46,60,4058
T004818,E02090,Power BI,2025-09-30,24,Classroom,Completed,61,77,10608
T004819,E02091,GenAI for Business,2026-06-28,4,Blended,Completed,77,91,12730
T004820,E02092,Data Privacy,2026-08-10,4,Blended,Completed,77,98,12399
T004821,E02092,Data Privacy,2026-08-22,24,Classroom,Completed,46,56,14332
T004822,E02092,GenAI for Business,2026-08-30,4,Online,Completed,71,87,6231
T004823,E02093,Project Management,2025-03-09,12,Classroom,Completed,64,84,12364
T004824,E02093,Communication Skills,2026-01-19,24,Online,Completed,47,55,13840
T004825,E02093,Cloud Fundamentals,2025-10-01,8,Classroom,Completed,59,64,10210
T004826,E02093,GenAI for Business,2024-06-20,4,Blended,Completed,49,77,2791
T004827,E02093,Cloud Fundamentals,2024-01-07,12,Classroom,Completed,56,80,5458
T004828,E02094,Python Analytics,2026-06-16,12,Blended,Completed,76,84,1630
T004829,E02095,Data Privacy,2026-07-12,4,Blended,Completed,54,78,8988
T004830,E02095,GenAI for Business,2025-07-22,8,Classroom,Completed,65,71,12206
T004831,E02096,Python Analytics,2024-07-19,2,Online,Completed,48,65,10781
T004832,E02096,Negotiation,2024-07-30,2,Classroom,Completed,77,86,14706
T004833,E02096,Cloud Fundamentals,2025-03-22,16,Online,Completed,58,86,7697
T004834,E02098,Leadership Essentials,2024-11-08,24,Blended,Completed,59,71,8550
T004835,E02098,Negotiation,2024-01-22,24,Classroom,Completed,58,84,5831
T004836,E02098,GenAI for Business,2024-10-07,4,Blended,Completed,44,69,9707
T004837,E02098,Project Management,2025-10-14,4,Online,Completed,56,67,5121
T004838,E02098,GenAI for Business,2025-10-26,12,Blended,Incomplete,70,90,10736
T004839,E02101,GenAI for Business,2026-08-09,2,Blended,Completed,45,64,7650
T004840,E02101,Advanced Excel,2026-08-17,16,Online,Completed,53,62,5173
T004841,E02101,Cloud Fundamentals,2026-08-12,12,Online,Completed,74,85,10600
T004842,E02101,Advanced Excel,2026-08-26,24,Classroom,Completed,48,67,13479
T004843,E02102,Advanced Excel,2026-08-11,2,Blended,Completed,55,76,3495
T004844,E02102,Python Analytics,2025-12-19,8,Online,Completed,69,82,2973
T004845,E02103,Project Management,2024-05-12,12,Classroom,Completed,71,86,2813
T004846,E02104,Advanced Excel,2026-04-27,8,Blended,Completed,73,100,3418
T004847,E02104,Communication Skills,2025-06-20,12,Classroom,Completed,50,63,2189
T004848,E02104,Communication Skills,2025-09-18,12,Blended,Completed,60,65,10705
T004849,E02104,Python Analytics,2026-02-26,6,Blended,Completed,49,66,7849
T004850,E02104,Project Management,2026-04-02,6,Blended,Completed,59,66,2951
T004851,E02105,Data Privacy,2024-03-31,12,Online,Completed,67,72,8497
T004852,E02106,Advanced Excel,2025-02-12,8,Blended,Completed,49,75,11462
T004853,E02106,Project Management,2024-07-16,4,Classroom,Completed,64,79,9408
T004854,E02107,Data Privacy,2026-04-14,2,Online,Completed,46,69,9449
T004855,E02109,Cloud Fundamentals,2026-07-12,24,Blended,Completed,66,83,12410
T004856,E02111,Cloud Fundamentals,2024-12-06,6,Classroom,Completed,44,68,7870
T004857,E02112,Leadership Essentials,2025-06-16,24,Online,Completed,44,67,9183
T004858,E02112,Python Analytics,2025-09-21,4,Blended,Incomplete,58,66,13985
T004859,E02112,Python Analytics,2024-10-18,4,Blended,Completed,64,89,12687
T004860,E02112,Advanced Excel,2025-01-07,4,Blended,Completed,53,76,7885
T004861,E02113,Leadership Essentials,2024-07-05,2,Blended,Completed,70,95,8263
T004862,E02113,Negotiation,2024-01-19,4,Classroom,Completed,62,87,8341
T004863,E02113,Power BI,2024-07-24,16,Online,Completed,44,69,1985
T004864,E02113,GenAI for Business,2025-05-31,2,Online,Completed,77,93,14453
T004865,E02115,Advanced Excel,2025-11-30,4,Classroom,Completed,71,99,8002
T004866,E02115,Leadership Essentials,2024-04-03,4,Classroom,Completed,76,99,6436
T004867,E02115,Power BI,2025-02-02,4,Classroom,Completed,40,66,13243
T004868,E02115,Power BI,2024-05-11,2,Online,Completed,40,49,11903
T004869,E02119,Leadership Essentials,2025-11-15,6,Online,Completed,47,75,8114
T004870,E02120,Advanced Excel,2025-08-18,2,Blended,Completed,77,93,13008
T004871,E02121,Negotiation,2024-05-03,8,Classroom,Completed,57,85,8536
T004872,E02122,Data Privacy,2026-01-12,8,Blended,Completed,64,69,13984
T004873,E02122,Power BI,2024-08-25,6,Online,Completed,50,63,9450
T004874,E02122,Advanced Excel,2025-01-19,8,Classroom,Completed,52,69,8745
T004875,E02122,Data Privacy,2026-03-28,12,Classroom,Completed,49,67,11686
T004876,E02123,Power BI,2024-02-07,24,Classroom,Completed,70,98,13156
T004877,E02123,Communication Skills,2024-01-27,12,Blended,Completed,50,68,14141
T004878,E02123,Data Privacy,2024-01-06,8,Online,Completed,75,87,8544
T004879,E02124,Cloud Fundamentals,2025-06-02,6,Classroom,Completed,57,75,2396
T004880,E02124,Communication Skills,2025-10-13,16,Online,Completed,58,78,12457
T004881,E02126,Python Analytics,2025-10-17,24,Classroom,Completed,53,71,6536
T004882,E02126,Cloud Fundamentals,2025-03-08,16,Classroom,Completed,72,91,4966
T004883,E02126,Python Analytics,2025-10-14,8,Blended,Completed,46,54,4641
T004884,E02126,Advanced Excel,2025-05-05,16,Classroom,Completed,40,62,9085
T004885,E02127,Negotiation,2026-01-14,12,Online,Completed,57,76,8874
T004886,E02127,GenAI for Business,2025-12-25,8,Blended,Completed,65,90,4973
T004887,E02127,Advanced Excel,2025-09-15,16,Blended,Completed,41,63,7340
T004888,E02127,Python Analytics,2025-07-31,4,Classroom,Completed,63,76,6915
T004889,E02128,Python Analytics,2025-03-10,6,Blended,Incomplete,68,90,5255
T004890,E02128,GenAI for Business,2025-01-06,12,Classroom,Completed,48,54,3358
T004891,E02128,Negotiation,2025-01-31,24,Online,Completed,48,64,9938
T004892,E02128,Leadership Essentials,2026-07-18,16,Online,Completed,56,83,9073
T004893,E02128,Data Privacy,2026-07-14,16,Classroom,Completed,41,62,4416
T004894,E02129,GenAI for Business,2025-11-01,12,Classroom,Completed,61,72,3006
T004895,E02129,Communication Skills,2025-02-19,16,Classroom,Completed,72,87,10325
T004896,E02129,Python Analytics,2025-05-05,2,Online,Completed,48,68,11620
T004897,E02130,Cloud Fundamentals,2025-03-01,24,Online,Completed,50,63,9649
T004898,E02130,Cloud Fundamentals,2026-06-27,8,Classroom,Completed,46,73,5788
T004899,E02130,Data Privacy,2024-02-09,12,Blended,Completed,57,82,12542
T004900,E02130,Cloud Fundamentals,2025-12-17,2,Blended,Completed,63,84,14694
T004901,E02130,Cloud Fundamentals,2025-12-02,2,Online,Completed,74,83,10860
T004902,E02131,Advanced Excel,2025-11-13,12,Blended,Completed,57,67,14027
T004903,E02131,Data Privacy,2026-01-11,8,Classroom,Completed,57,72,3205
T004904,E02134,Leadership Essentials,2025-08-12,6,Classroom,Completed,51,59,13012
T004905,E02134,Python Analytics,2025-08-12,24,Blended,Completed,56,71,14806
T004906,E02136,Data Privacy,2024-01-23,4,Classroom,Completed,41,56,6180
T004907,E02136,Project Management,2024-06-24,24,Online,Completed,62,69,2935
T004908,E02137,GenAI for Business,2025-05-18,12,Online,Completed,51,61,8361
T004909,E02138,GenAI for Business,2024-09-04,16,Blended,Completed,77,100,9314
T004910,E02138,Advanced Excel,2025-10-10,4,Online,Completed,62,79,6000
T004911,E02138,GenAI for Business,2025-01-29,4,Classroom,Completed,70,80,11577
T004912,E02139,Data Privacy,2025-03-09,8,Online,Incomplete,49,75,5165
T004913,E02139,Negotiation,2024-12-05,6,Online,Incomplete,54,75,12760
T004914,E02140,Power BI,2025-05-10,6,Classroom,Completed,41,46,2259
T004915,E02140,Data Privacy,2026-07-10,6,Classroom,Completed,64,72,13467
T004916,E02140,Negotiation,2026-02-17,8,Blended,Completed,42,56,6141
T004917,E02140,Negotiation,2024-12-17,2,Blended,Completed,72,100,2594
T004918,E02141,Negotiation,2026-06-25,2,Classroom,Completed,55,72,2723
T004919,E02141,GenAI for Business,2024-09-07,2,Classroom,Completed,76,84,1809
T004920,E02141,Power BI,2025-06-13,4,Online,Completed,45,51,11641
T004921,E02141,Leadership Essentials,2026-05-09,12,Blended,Completed,65,79,7743
T004922,E02141,Data Privacy,2025-12-23,16,Classroom,Incomplete,54,75,10748
T004923,E02142,Power BI,2025-12-28,16,Blended,Completed,73,90,2596
T004924,E02142,Negotiation,2026-02-27,2,Blended,Completed,49,54,9448
T004925,E02142,Project Management,2024-03-18,6,Classroom,Completed,54,60,7909
T004926,E02142,Power BI,2026-07-14,4,Classroom,Completed,57,62,14517
T004927,E02143,Data Privacy,2025-12-12,16,Blended,Completed,43,66,11837
T004928,E02143,Negotiation,2025-08-07,2,Classroom,Completed,51,73,2530
T004929,E02144,Project Management,2024-03-27,16,Online,Completed,67,75,13942
T004930,E02144,Data Privacy,2025-02-20,8,Classroom,Completed,48,68,7921
T004931,E02144,Leadership Essentials,2025-12-13,16,Classroom,Completed,59,64,8318
T004932,E02144,Communication Skills,2025-03-04,24,Online,Completed,58,86,11269
T004933,E02144,Python Analytics,2024-03-28,6,Online,Completed,48,73,10703
T004934,E02145,Power BI,2026-02-09,2,Blended,Completed,64,72,10106
T004935,E02145,Project Management,2025-12-17,24,Classroom,Completed,60,85,13136
T004936,E02145,Communication Skills,2025-12-05,8,Online,Completed,69,95,11077
T004937,E02146,GenAI for Business,2025-01-31,8,Blended,Completed,66,84,14890
T004938,E02146,Project Management,2024-05-04,6,Online,Completed,54,63,3662
T004939,E02146,Cloud Fundamentals,2025-11-06,24,Blended,Completed,54,64,2328
T004940,E02147,Communication Skills,2026-02-11,24,Online,Completed,44,49,1946
T004941,E02147,Advanced Excel,2024-01-24,2,Online,Completed,72,81,8157
T004942,E02147,Project Management,2024-12-26,8,Online,Completed,49,67,2317
T004943,E02148,Power BI,2025-12-15,2,Classroom,Completed,73,88,12744
T004944,E02148,Negotiation,2024-08-08,16,Online,Completed,53,63,14318
T004945,E02149,Leadership Essentials,2024-06-24,24,Classroom,Completed,77,87,2966
T004946,E02149,GenAI for Business,2026-08-12,24,Online,Completed,67,83,7609
T004947,E02149,GenAI for Business,2024-09-26,12,Classroom,Completed,45,73,11314
T004948,E02150,Cloud Fundamentals,2026-06-09,24,Classroom,Completed,63,79,9607
T004949,E02150,GenAI for Business,2025-05-22,8,Blended,Completed,63,71,7796
T004950,E02150,Communication Skills,2025-04-06,4,Online,Completed,70,78,4595
T004951,E02151,GenAI for Business,2026-06-25,16,Online,Completed,72,77,3136
T004952,E02151,Power BI,2026-07-07,12,Classroom,Completed,59,87,8125
T004953,E02151,Python Analytics,2026-06-22,16,Classroom,Completed,45,61,12815
T004954,E02151,GenAI for Business,2026-07-30,24,Classroom,Completed,58,85,4616
T004955,E02152,Advanced Excel,2024-03-04,8,Classroom,Completed,76,92,9708
T004956,E02152,Power BI,2026-05-21,6,Online,Completed,54,75,11155
T004957,E02155,GenAI for Business,2025-07-20,16,Blended,Completed,66,79,13457
T004958,E02155,Negotiation,2026-06-08,16,Online,Completed,76,98,5009
T004959,E02157,Python Analytics,2025-02-06,2,Blended,Completed,72,93,10318
T004960,E02158,Project Management,2025-09-20,8,Classroom,Completed,61,66,9582
T004961,E02158,Power BI,2026-07-13,2,Classroom,Completed,51,61,3125
T004962,E02164,Python Analytics,2025-04-16,16,Classroom,Completed,42,70,1749
T004963,E02164,Leadership Essentials,2025-10-08,12,Online,Completed,47,65,13629
T004964,E02164,Python Analytics,2025-03-04,24,Classroom,Completed,57,75,7914
T004965,E02165,Communication Skills,2024-08-31,16,Online,Completed,42,60,6135
T004966,E02165,Python Analytics,2026-07-23,12,Classroom,Completed,53,59,2411
T004967,E02165,Power BI,2026-03-24,8,Blended,Completed,66,79,14716
T004968,E02165,Communication Skills,2025-08-15,4,Online,Completed,49,54,3536
T004969,E02165,Advanced Excel,2025-12-23,16,Blended,Completed,45,61,10199
T004970,E02166,Python Analytics,2026-02-04,24,Classroom,Completed,73,86,5192
T004971,E02168,Advanced Excel,2026-07-09,2,Online,Completed,43,53,12261
T004972,E02168,Advanced Excel,2026-05-13,6,Blended,Incomplete,60,82,12443
T004973,E02168,GenAI for Business,2026-07-27,8,Online,Completed,78,100,13539
T004974,E02169,Project Management,2025-09-25,24,Classroom,Completed,61,78,5352
T004975,E02169,Leadership Essentials,2025-03-24,6,Blended,Completed,47,71,11306
T004976,E02169,Communication Skills,2025-10-10,16,Classroom,Completed,63,84,8637
T004977,E02169,Leadership Essentials,2025-03-05,8,Classroom,Completed,69,82,8702
T004978,E02171,Negotiation,2025-01-20,16,Online,Completed,49,59,2127
T004979,E02171,GenAI for Business,2025-06-23,8,Blended,Completed,77,85,4552
T004980,E02173,Leadership Essentials,2025-06-10,16,Blended,Completed,76,84,10143
T004981,E02174,Python Analytics,2024-08-05,2,Online,Completed,61,79,2232
T004982,E02174,Power BI,2024-09-04,2,Blended,Completed,78,100,5768
T004983,E02174,Project Management,2025-05-15,4,Classroom,Completed,52,62,3327
T004984,E02177,Python Analytics,2024-01-20,12,Blended,Incomplete,67,92,3882
T004985,E02177,Project Management,2026-02-10,24,Online,Completed,57,83,2319
T004986,E02178,Data Privacy,2026-06-06,2,Online,Incomplete,52,79,5200
T004987,E02178,Leadership Essentials,2025-07-11,6,Blended,Completed,54,82,13939
T004988,E02178,Power BI,2024-02-29,24,Blended,Completed,40,62,12346
T004989,E02179,Python Analytics,2024-02-26,8,Classroom,Incomplete,57,70,14581
T004990,E02179,Python Analytics,2024-10-18,8,Blended,Completed,74,84,5632
T004991,E02179,Python Analytics,2026-02-08,16,Blended,Completed,58,80,4977
T004992,E02180,Advanced Excel,2025-11-20,6,Blended,Completed,60,84,11634
T004993,E02180,GenAI for Business,2025-11-15,12,Online,Completed,60,69,1588
T004994,E02180,Python Analytics,2026-05-18,2,Blended,Incomplete,66,79,12173
T004995,E02180,Advanced Excel,2026-03-28,16,Online,Incomplete,45,66,4758
T004996,E02180,Project Management,2026-01-04,8,Blended,Completed,71,91,10234
T004997,E02182,Project Management,2025-02-25,8,Online,Completed,69,79,9812
T004998,E02183,Python Analytics,2024-10-03,24,Blended,Completed,45,64,11368
T004999,E02184,Cloud Fundamentals,2026-06-27,24,Blended,Completed,77,90,6181
T005000,E02184,Data Privacy,2026-07-15,6,Classroom,Completed,70,93,13060
T005001,E02184,Communication Skills,2026-07-17,6,Online,Completed,58,75,3600
T005002,E02184,Leadership Essentials,2026-04-25,8,Online,Completed,70,94,1652
T005003,E02184,GenAI for Business,2026-06-09,8,Online,Completed,47,53,3610
T005004,E02185,Negotiation,2026-02-11,8,Online,Completed,41,64,6207
T005005,E02185,Advanced Excel,2024-11-11,8,Classroom,Completed,47,63,5072
T005006,E02187,Negotiation,2026-08-08,6,Blended,Completed,64,78,8157
T005007,E02187,Communication Skills,2026-05-06,8,Blended,Completed,78,84,5560
T005008,E02188,Negotiation,2026-07-07,4,Blended,Completed,48,67,12638
T005009,E02188,Communication Skills,2025-06-30,8,Classroom,Completed,41,53,14792
T005010,E02189,Advanced Excel,2026-03-13,2,Online,Completed,76,84,6041
T005011,E02191,Negotiation,2024-04-01,8,Classroom,Completed,68,95,8102
T005012,E02191,Negotiation,2024-07-21,6,Online,Completed,41,60,13771
T005013,E02191,Leadership Essentials,2024-09-02,12,Classroom,Completed,47,59,11654
T005014,E02191,Communication Skills,2024-01-15,6,Blended,Completed,48,66,8820
T005015,E02192,Cloud Fundamentals,2024-11-08,8,Classroom,Completed,49,72,2082
T005016,E02192,Power BI,2024-01-26,6,Online,Incomplete,50,66,5595
T005017,E02192,Python Analytics,2024-10-31,12,Classroom,Completed,67,75,10827
T005018,E02192,Negotiation,2025-01-14,8,Online,Completed,60,71,11637
T005019,E02192,Advanced Excel,2024-10-01,2,Blended,Incomplete,63,89,3215
T005020,E02193,Power BI,2025-09-19,2,Classroom,Completed,65,90,9301
T005021,E02193,Communication Skills,2025-03-12,16,Blended,Completed,52,58,4394
T005022,E02194,Power BI,2025-06-14,4,Classroom,Incomplete,46,64,1851
T005023,E02194,Advanced Excel,2025-10-05,4,Classroom,Completed,56,73,5578
T005024,E02194,Communication Skills,2024-04-26,8,Online,Completed,73,78,4655
T005025,E02195,Communication Skills,2025-02-13,2,Blended,Completed,63,71,11539
T005026,E02195,Negotiation,2025-09-08,8,Classroom,Completed,52,58,11149
T005027,E02195,GenAI for Business,2026-01-27,6,Blended,Incomplete,50,57,11260
T005028,E02198,Power BI,2025-10-12,16,Classroom,Completed,64,74,10419
T005029,E02198,Data Privacy,2026-05-24,16,Online,Completed,66,71,4039
T005030,E02198,Python Analytics,2026-05-28,12,Blended,Completed,76,100,7666
T005031,E02199,Negotiation,2025-10-13,8,Blended,Completed,52,59,2166
T005032,E02199,Cloud Fundamentals,2026-01-12,4,Blended,Completed,54,64,11126
T005033,E02199,Cloud Fundamentals,2025-09-27,4,Blended,Completed,74,100,6286
T005034,E02200,Project Management,2024-03-14,2,Blended,Completed,68,75,2945
T005035,E02203,Negotiation,2025-04-21,12,Blended,Completed,63,77,2654
T005036,E02203,Communication Skills,2026-07-08,24,Blended,Completed,77,92,2165
T005037,E02205,Leadership Essentials,2026-05-19,24,Classroom,Completed,61,89,9518
T005038,E02205,Cloud Fundamentals,2026-06-12,2,Online,Completed,41,61,2326
T005039,E02205,Data Privacy,2026-06-24,24,Classroom,Completed,42,57,7822
T005040,E02206,Cloud Fundamentals,2026-04-28,24,Classroom,Completed,55,68,3317
T005041,E02206,Power BI,2025-12-28,6,Blended,Completed,75,83,8645
T005042,E02206,Advanced Excel,2026-03-02,8,Blended,Completed,58,79,11830
T005043,E02206,Advanced Excel,2024-07-07,16,Online,Completed,68,76,9188
T005044,E02206,Data Privacy,2026-01-11,8,Blended,Completed,68,81,3184
T005045,E02207,Advanced Excel,2026-07-27,6,Classroom,Completed,53,69,1627
T005046,E02207,Cloud Fundamentals,2024-12-10,12,Online,Completed,78,100,8466
T005047,E02207,Python Analytics,2024-09-02,8,Online,Completed,43,65,10688
T005048,E02207,GenAI for Business,2026-01-03,16,Blended,Completed,42,58,11728
T005049,E02207,Project Management,2026-02-08,2,Classroom,Completed,63,78,14845
T005050,E02208,Power BI,2026-05-04,24,Blended,Completed,78,83,12562
T005051,E02209,Power BI,2026-03-28,16,Online,Completed,48,54,11953
T005052,E02209,Data Privacy,2024-02-29,4,Blended,Completed,50,68,5471
T005053,E02209,Project Management,2026-06-20,8,Blended,Completed,61,83,11386
T005054,E02209,Python Analytics,2026-05-03,24,Online,Completed,50,70,14353
T005055,E02210,Advanced Excel,2025-07-27,4,Blended,Incomplete,78,95,14333
T005056,E02210,Leadership Essentials,2025-01-17,24,Blended,Completed,76,88,2640
T005057,E02210,GenAI for Business,2025-06-24,8,Blended,Completed,52,69,11422
T005058,E02210,Project Management,2026-02-17,6,Classroom,Completed,76,91,13302
T005059,E02211,Power BI,2025-05-16,12,Classroom,Completed,69,93,9887
T005060,E02211,Python Analytics,2025-12-19,6,Classroom,Completed,40,55,4301
T005061,E02211,Cloud Fundamentals,2025-11-27,6,Online,Completed,50,70,14410
T005062,E02211,Data Privacy,2025-12-14,2,Blended,Completed,62,82,10205
T005063,E02211,Leadership Essentials,2025-11-03,16,Online,Completed,77,83,6855
T005064,E02212,Cloud Fundamentals,2026-06-08,4,Online,Incomplete,74,85,11618
T005065,E02213,Communication Skills,2025-02-27,12,Online,Completed,73,81,10659
T005066,E02213,Python Analytics,2025-06-07,6,Online,Completed,60,83,7024
T005067,E02213,Leadership Essentials,2024-06-19,8,Classroom,Completed,59,84,13339
T005068,E02214,Negotiation,2024-06-17,12,Classroom,Completed,77,84,6659
T005069,E02218,Python Analytics,2025-06-10,4,Blended,Completed,47,59,7054
T005070,E02218,Power BI,2026-01-25,2,Classroom,Completed,43,65,9232
T005071,E02218,Negotiation,2024-11-13,24,Blended,Completed,67,85,13824
T005072,E02218,Negotiation,2024-09-25,24,Blended,Completed,69,80,7317
T005073,E02218,Data Privacy,2024-03-07,4,Blended,Completed,67,83,5399
T005074,E02219,Project Management,2026-04-23,12,Online,Completed,58,80,13825
T005075,E02220,Negotiation,2025-04-11,16,Classroom,Completed,47,65,12760
T005076,E02220,Project Management,2024-03-18,8,Online,Incomplete,69,95,7454
T005077,E02220,Cloud Fundamentals,2024-01-10,12,Online,Completed,65,76,10175
T005078,E02220,Power BI,2024-08-24,2,Blended,Completed,73,88,12907
T005079,E02221,Communication Skills,2025-06-27,16,Classroom,Completed,53,66,2150
T005080,E02223,Power BI,2025-12-03,8,Classroom,Completed,72,78,13707
T005081,E02223,Power BI,2026-06-17,2,Blended,Completed,75,94,3596
T005082,E02223,Power BI,2026-02-14,8,Classroom,Completed,64,87,2973
T005083,E02223,Leadership Essentials,2026-06-28,2,Online,Completed,72,81,14226
T005084,E02224,Data Privacy,2025-11-30,12,Blended,Completed,64,87,14262
T005085,E02224,Leadership Essentials,2026-05-01,12,Online,Completed,74,94,4616
T005086,E02224,Leadership Essentials,2026-07-28,2,Online,Completed,45,56,10102
T005087,E02224,Communication Skills,2026-04-08,4,Classroom,Completed,67,88,9665
T005088,E02225,Power BI,2025-09-27,6,Blended,Completed,54,72,1613
T005089,E02225,Cloud Fundamentals,2025-12-15,6,Classroom,Completed,54,65,7363
T005090,E02225,Communication Skills,2024-08-01,6,Blended,Completed,44,63,5587
T005091,E02225,Python Analytics,2024-04-05,8,Online,Completed,65,88,11046
T005092,E02226,Advanced Excel,2025-06-15,8,Classroom,Completed,53,75,1944
T005093,E02226,Python Analytics,2025-08-26,6,Online,Completed,52,68,10078
T005094,E02226,Leadership Essentials,2024-11-13,8,Classroom,Completed,69,88,2854
T005095,E02228,Power BI,2026-05-02,6,Classroom,Completed,70,85,5967
T005096,E02229,Power BI,2025-03-28,2,Online,Completed,60,73,2776
T005097,E02229,GenAI for Business,2024-07-23,8,Online,Completed,46,67,7234
T005098,E02230,GenAI for Business,2026-01-30,6,Blended,Completed,77,97,5317
